customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,awayRedCards,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.category.alpha2,tournament.uniqueTournament.userCount,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,homeRedCards,roundInfo.name,roundInfo.cupRoundType,homeScore.overtime,homeScore.penalties,awayScore.overtime,awayScore.penalties,coverage,choice_1,choice_X,choice_2
kOstO,1,True,True,True,1.0,False,11067525,1.0,1688911200,santos-goias,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,0,325,True,False,False,False,390,83,14.0,100,Ended,finished,Santos,santos,Santos,Football,football,1,0,SAN,False,0,1968,BR,Brazil,[],#52b030,#52b030,#ffffff,Goiás,goias,Goiás,Football,football,1,0,GGO,False,0,1960,BR,Brazil,[],#52b030,#52b030,#ffffff,4.0,4.0,3.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0,8.0,12.0,1688918946.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688918948,,,,,,,,,1.91,3.4,4.33
lOsqO,1,True,True,True,1.0,False,11067505,,1688929200,internacional-fluminense,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,0,325,True,False,False,False,390,83,14.0,100,Ended,finished,Fluminense,fluminense,Fluminense,Football,football,1,0,FLU,False,0,1961,BR,Brazil,[],#52b030,#52b030,#ffffff,Internacional,internacional,Internacional,Football,football,1,0,INT,False,0,1966,BR,Brazil,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1688936249.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688936252,,,,,,,,,1.91,3.3,4.5
GOsZO,3,True,True,True,1.0,False,11067529,,1688929200,red-bull-bragantino-sao-paulo,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,0,325,True,False,False,False,390,83,14.0,100,Ended,finished,Red Bull Bragantino,red-bull-bragantino,RB Bragantino,Football,football,1,0,BRA,False,0,1999,BR,Brazil,[],#52b030,#52b030,#ffffff,São Paulo,sao-paulo,São Paulo,Football,football,1,0,SPA,False,0,1981,BR,Brazil,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1688936092.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688936096,,,,,,,,,1.67,3.75,5.0
rOsvP,1,True,True,True,1.0,False,11067546,,1688938200,fortaleza-athletico,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,0,325,True,False,False,False,390,83,14.0,100,Ended,finished,Fortaleza,fortaleza,Fortaleza,Football,football,1,0,FOR,False,0,2020,BR,Brazil,[],#52b030,#52b030,#ffffff,Athletico,athletico,Athletico,Football,football,1,0,CAP,False,0,1967,BR,Brazil,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,1688945409.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688945411,,,,,,,,,1.53,4.0,7.0
iOsBtc,2,True,True,True,1.0,False,11067538,,1688938200,gremio-botafogo,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,0,325,True,False,False,False,390,83,14.0,100,Ended,finished,Grêmio,gremio,Grêmio,Football,football,1,0,GPA,False,0,5926,BR,Brazil,[],#52b030,#52b030,#ffffff,Botafogo,botafogo,Botafogo,Football,football,1,0,BOT,False,0,1958,BR,Brazil,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,6.0,1688945338.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688945342,,,,,,,,,1.8,3.6,4.5
MYbsDcd,2,True,True,True,1.0,False,10981598,,1688927400,tigre-instituto-cordoba,False,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,0,155,True,False,False,False,351,68,24.0,100,Ended,finished,Instituto Córdoba,instituto-cordoba,Instituto,Football,football,1,0,IAC,,0,4937,AR,Argentina,[],#52b030,#52b030,#ffffff,Tigre,tigre,Tigre,Football,football,1,0,TIG,False,0,7628,AR,Argentina,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,7.0,1688934553.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688934557,,,,,,,,,2.15,3.3,3.5
MLosNWq,1,True,True,True,1.0,False,10981605,,1688927400,sarmiento-platense,False,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,0,155,True,False,False,False,351,68,24.0,100,Ended,finished,Platense,platense,Platense,Football,football,1,0,PLA,,0,36837,AR,Argentina,[],#52b030,#52b030,#ffffff,Sarmiento,sarmiento,Sarmiento,Football,football,1,0,CAS,False,0,42338,AR,Argentina,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,1688934640.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688934644,,,,,,,,,2.2,3.1,3.75
iobszwc,3,True,True,True,1.0,False,10981594,,1688936400,godoy-cruz-velez-sarsfield,False,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,0,155,True,False,False,False,351,68,24.0,100,Ended,finished,Vélez Sarsfield,velez-sarsfield,Vélez Sarsfield,Football,football,1,0,VEL,False,0,3208,AR,Argentina,[],#52b030,#52b030,#ffffff,Godoy Cruz,godoy-cruz,Godoy Cruz,Football,football,1,0,GOD,,0,6074,AR,Argentina,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,6.0,1688943549.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688943551,,,,,,,,,2.25,3.2,3.4
uobswob,3,True,True,True,1.0,False,10981592,,1688945400,arsenal-de-sarandi-banfield,False,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,0,155,True,False,False,False,351,68,24.0,100,Ended,finished,Banfield,banfield,Banfield,Football,football,1,0,BAN,False,0,3219,AR,Argentina,[],#52b030,#52b030,#ffffff,Arsenal de Sarandí,arsenal-de-sarandi,Arsenal,Football,football,1,0,ARS,False,0,3221,AR,Argentina,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1688952236.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688952239,,,,,,,,,1.85,3.1,5.0
tobsOLo,3,True,True,True,1.0,False,10981614,,1688945400,defensa-y-justicia-lanus,False,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,0,155,True,False,False,False,351,68,24.0,100,Ended,finished,Defensa y Justicia,defensa-y-justicia,Def y Justicia,Football,football,1,0,DYJ,,0,36839,AR,Argentina,[],#52b030,#52b030,#ffffff,Lanús,lanus,Lanús,Football,football,1,0,LAN,False,0,3218,AR,Argentina,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,5.0,1688952645.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688952647,,,,,,,,,2.45,3.2,3.1
qobstnB,3,True,True,True,1.0,False,10981602,,1689008400,barracas-central-argentinos-juniors,False,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,0,155,True,False,False,False,351,68,24.0,100,Ended,finished,Barracas Central,barracas-central,Barracas,Football,football,1,0,BAR,,0,65668,AR,Argentina,[],#52b030,#52b030,#ffffff,Argentinos Juniors,argentinos-juniors,Argentinos Jrs.,Football,football,1,0,ARG,False,0,3216,AR,Argentina,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1689015166.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689015170,,,,,,,,,3.75,3.1,2.15
dobshob,3,True,True,True,1.0,False,10981593,,1689017400,colon-belgrano,False,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,0,155,True,False,False,False,351,68,24.0,100,Ended,finished,Colón,colon,Colón,Football,football,1,0,COL,False,0,3207,AR,Argentina,[],#52b030,#52b030,#ffffff,Belgrano,belgrano,Belgrano,Football,football,1,0,BEL,,0,3203,AR,Argentina,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1689024341.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689024344,,,,,,,,,2.2,3.0,3.75
cobsEcd,1,True,True,True,1.0,False,10981599,1.0,1689028200,huracan-boca-juniors,False,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,0,155,True,False,False,False,351,68,24.0,100,Ended,finished,Boca Juniors,boca-juniors,Boca Juniors,Football,football,1,0,BOC,False,0,3202,AR,Argentina,[],#52b030,#52b030,#ffffff,Huracán,huracan,Huracán,Football,football,1,0,HUR,False,0,7629,AR,Argentina,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1689035305.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689035309,,,,,,,,,1.91,2.9,5.0
eobskob,3,True,True,True,1.0,False,10981609,,1689035400,talleres-union,False,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,0,155,True,False,False,False,351,68,24.0,100,Ended,finished,Talleres,talleres,Talleres,Football,football,1,0,CAT,False,0,3210,AR,Argentina,[],#52b030,#52b030,#ffffff,Unión,union,Unión,Football,football,1,0,UNI,False,0,3204,AR,Argentina,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,1689042538.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689042541,,,,,,,,,1.67,3.6,5.25
INsWN,3,True,True,True,1.0,False,11341772,1.0,1688925600,mazatlan-fc-pumas-unam,False,"Liga MX, Apertura",liga-mx-apertura,Mexico,mexico,Football,football,1,12,mexico,MX,"Liga MX, Apertura",liga-mx-apertura,Mexico,mexico,Football,football,1,12,mexico,MX,0,11621,True,False,False,False,349,28,2.0,100,Ended,finished,Pumas UNAM,pumas-unam,Pumas UNAM,Football,football,1,0,PUM,False,0,1933,MX,Mexico,[],#52b030,#52b030,#ffffff,Mazatlán FC,mazatlan-fc,Mazatlán ,Football,football,1,0,MAZ,False,0,1946,MX,Mexico,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1688932765.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688932769,,,,,,,,,1.44,4.75,7.5
HNsZN,1,True,True,True,1.0,False,11341770,,1688950800,atlas-monterrey,False,"Liga MX, Apertura",liga-mx-apertura,Mexico,mexico,Football,football,1,12,mexico,MX,"Liga MX, Apertura",liga-mx-apertura,Mexico,mexico,Football,football,1,12,mexico,MX,0,11621,True,False,False,False,349,28,2.0,100,Ended,finished,Monterrey,monterrey,Monterrey,Football,football,1,0,MON,,0,1932,MX,Mexico,[],#52b030,#52b030,#ffffff,Atlas,atlas,Atlas,Football,football,1,0,ATL,False,0,1949,MX,Mexico,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1688958253.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688958257,,,,,,,,,1.91,3.6,4.0
LNsJFo,1,True,True,True,1.0,False,11341775,,1689040800,club-leon-pachuca,False,"Liga MX, Apertura",liga-mx-apertura,Mexico,mexico,Football,football,1,12,mexico,MX,"Liga MX, Apertura",liga-mx-apertura,Mexico,mexico,Football,football,1,12,mexico,MX,0,11621,True,False,False,False,349,28,2.0,100,Ended,finished,Club León,club-leon,León,Football,football,1,0,LEO,False,0,36534,MX,Mexico,[],#52b030,#52b030,#ffffff,Pachuca,pachuca,Pachuca,Football,football,1,0,PAC,,0,1936,MX,Mexico,[],#52b030,#52b030,#ffffff,4.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,1689050075.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689050228,,,,,,,,,1.91,3.8,3.75
VLisHPi,1,False,True,True,1.0,False,11076457,,1688927400,crb-chapecoense,False,Brasileiro Série B,brasileiro-serie-b,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série B,brasileiro-serie-b,Brazil,brazil,Football,football,1,13,brazil,BR,0,390,True,False,False,False,279,1449,16.0,100,Ended,finished,Chapecoense,chapecoense,Chapecoense,Football,football,1,0,CHA,False,0,21845,BR,Brazil,[],#52b030,#52b030,#ffffff,CRB,crb,CRB,Football,football,1,0,BRA,,0,22032,BR,Brazil,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,10.0,1688934804.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688934806,,,,,,,,,2.3,3.0,3.6
jOsHOi,3,True,True,True,1.0,False,11076453,,1688936400,mirassol-sport-recife,False,Brasileiro Série B,brasileiro-serie-b,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série B,brasileiro-serie-b,Brazil,brazil,Football,football,1,13,brazil,BR,0,390,True,False,False,False,279,1449,16.0,100,Ended,finished,Sport Recife,sport-recife,Sport Recife,Football,football,1,0,REC,False,0,1959,BR,Brazil,[],#52b030,#52b030,#ffffff,Mirassol,mirassol,Mirassol,Football,football,1,0,MIR,False,0,21982,BR,Brazil,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1688943350.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688943352,,,,,,,,,1.7,3.75,5.5
mOswP,1,True,True,True,1.0,False,11076445,,1689030000,vila-nova-vitoria,False,Brasileiro Série B,brasileiro-serie-b,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série B,brasileiro-serie-b,Brazil,brazil,Football,football,1,13,brazil,BR,0,390,True,False,False,False,279,1449,16.0,100,Ended,finished,Vila Nova,vila-nova,Vila Nova,Football,football,1,0,VIN,False,0,2021,BR,Brazil,[],#52b030,#52b030,#ffffff,Vitória,vitoria,Vitória,Football,football,1,0,VIT,False,0,1962,BR,Brazil,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1689037052.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689037055,,,,,,,,,1.85,3.2,5.0
rrbsPDB,3,False,True,True,1.0,False,11202899,,1689075300,cangzhou-mighty-lions-tianjin-jinmen-tiger,False,Chinese Super League,chinese-super-league,China,china,Football,football,1,99,china,CN,CFA Super League,cfa-super-league,China,china,Football,football,1,99,china,CN,0,649,True,False,False,False,251,652,16.0,100,Ended,finished,Cangzhou Mighty Lions,cangzhou-mighty-lions,Cangzhou,Football,football,1,0,CML,False,0,66440,CN,China,[],#52b030,#52b030,#ffffff,Tianjin Jinmen Tiger,tianjin-jinmen-tiger,Tianjin,Football,football,1,0,TTT,False,0,3367,CN,China,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,1689082164.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689082167,,,,,,,,,2.2,3.4,3.3
RTnsQzNb,1,False,True,True,1.0,False,11202894,,1689075300,henan-songshan-longmen-chengdu-rongcheng,False,Chinese Super League,chinese-super-league,China,china,Football,football,1,99,china,CN,CFA Super League,cfa-super-league,China,china,Football,football,1,99,china,CN,0,649,True,False,False,False,251,652,16.0,100,Ended,finished,Chengdu Rongcheng,chengdu-rongcheng,Chengdu,Football,football,1,0,CHR,False,0,221241,CN,China,[],#52b030,#52b030,#ffffff,Henan Songshan Longmen,henan-songshan-longmen,Henan,Football,football,1,0,HEN,False,0,34692,CN,China,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1689082256.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689082479,,,,,,,,,1.57,4.0,5.75
wrbsyrb,1,False,True,True,1.0,False,11202893,,1689075300,shanghai-shenhua-shandong-taishan,False,Chinese Super League,chinese-super-league,China,china,Football,football,1,99,china,CN,CFA Super League,cfa-super-league,China,china,Football,football,1,99,china,CN,0,649,True,False,False,False,251,652,16.0,100,Ended,finished,Shandong Taishan,shandong-taishan,Shandong,Football,football,1,0,SHT,False,0,3371,CN,China,[],#52b030,#52b030,#ffffff,Shanghai Shenhua,shanghai-shenhua,Shenhua,Football,football,1,0,SHS,False,0,3373,CN,China,[],#52b030,#52b030,#ffffff,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1689082014.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689082017,,,,,,,,,1.67,3.8,5.0
nnbsiPK,2,True,True,True,1.0,False,10961696,,1688940000,deportes-magallanes-ohiggins,False,Primera Division,primera-division,Chile,chile,Football,football,1,49,chile,CL,Primera Division,primera-division,Chile,chile,Football,football,1,49,chile,CL,0,11653,True,False,False,False,237,64475,16.0,100,Ended,finished,O'Higgins,ohiggins,O'Higgins,Football,football,1,0,OHF,,0,3163,CL,Chile,[],#52b030,#52b030,#ffffff,Deportes Magallanes,deportes-magallanes,Magallanes,Football,football,1,0,MAG,False,0,89508,CL,Chile,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,8.0,1688947154.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688947157,,,,,,,,,1.91,3.4,4.33
oznsIlhc,1,True,True,True,1.0,False,11200847,1.0,1688929200,club-aurora-always-ready,False,Division Profesional,division-profesional,Bolivia,bolivia,Football,football,1,379,bolivia,BO,Division Profesional,division-profesional,Bolivia,bolivia,Football,football,1,379,bolivia,BO,0,16736,True,False,False,False,188,4330,18.0,100,Ended,finished,Always Ready,always-ready,Always Ready,Football,football,1,0,ARE,False,0,268083,BO,Bolivia,[],#52b030,#52b030,#ffffff,Club Aurora,club-aurora,Club Aurora,Football,football,1,0,AUR,,0,33714,BO,Bolivia,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,6.0,1688933053.0,['cardsCode'],1688943495,,,,,,,,,1.6,4.0,5.5
UvjcsAjZc,1,True,True,True,1.0,False,11200852,,1688938200,independiente-petrolero-royal-pari-sion,False,Division Profesional,division-profesional,Bolivia,bolivia,Football,football,1,379,bolivia,BO,Division Profesional,division-profesional,Bolivia,bolivia,Football,football,1,379,bolivia,BO,0,16736,True,False,False,False,188,4330,18.0,100,Ended,finished,Independiente Petrolero,independiente-petrolero,Independiente Petrolero,Football,football,1,0,IND,,0,372975,BO,Bolivia,[],#52b030,#52b030,#ffffff,Royal Pari Sion,royal-pari-sion,Royal Pari,Football,football,1,0,ROP,,0,273544,BO,Bolivia,[],#52b030,#52b030,#ffffff,4.0,4.0,0.0,4.0,4.0,2.0,2.0,0.0,2.0,2.0,6.0,6.0,1688942231.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime']",1688945394,,,,,,,,,1.91,3.6,4.0
EansHlhc,2,True,True,True,1.0,False,11200845,,1688945400,the-strongest-fc-universitario-de-vinto,False,Division Profesional,division-profesional,Bolivia,bolivia,Football,football,1,379,bolivia,BO,Division Profesional,division-profesional,Bolivia,bolivia,Football,football,1,379,bolivia,BO,0,16736,True,False,False,False,188,4330,18.0,100,Ended,finished,FC Universitario de Vinto,fc-universitario-de-vinto,Univ. de Vinto,Football,football,1,0,UVI,,0,268082,BO,Bolivia,[],#52b030,#52b030,#ffffff,The Strongest,the-strongest,The Strongest,Football,football,1,0,STR,False,0,32529,BO,Bolivia,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,1688949245.0,"['status.code', 'status.description', 'status.type']",1688952267,,,,,,,,,2.88,3.3,2.45
vBnsaeu,1,True,True,True,1.0,False,11200843,1.0,1689033600,nacional-potosi-oriente-petrolero,False,Division Profesional,division-profesional,Bolivia,bolivia,Football,football,1,379,bolivia,BO,Division Profesional,division-profesional,Bolivia,bolivia,Football,football,1,379,bolivia,BO,0,16736,True,False,False,False,188,4330,18.0,100,Ended,finished,Nacional Potosí,nacional-potosi,Nacional Potosí,Football,football,1,0,CNP,,0,47700,BO,Bolivia,[],#52b030,#52b030,#ffffff,Oriente Petrolero,oriente-petrolero,Oriente,Football,football,1,0,ORP,False,0,33820,BO,Bolivia,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,7.0,4.0,1689037961.0,"['status.code', 'status.description', 'status.type']",1689040921,,,,,,,,,1.29,5.75,11.0
