customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,awayRedCards,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.category.alpha2,tournament.uniqueTournament.userCount,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,homeRedCards,roundInfo.name,roundInfo.cupRoundType,homeScore.overtime,homeScore.penalties,awayScore.overtime,awayScore.penalties,coverage,choice_1,choice_X,choice_2
JobsKob,2,True,True,,,False,11367878,,1688916600,plaza-colonia-deportivo-maldonado,False,"Primera Division, Intermedio, Serie B",primera-division-intermedio-serie-b,Uruguay,uruguay,Football,football,1,57,uruguay,UY,Primera División,primera-division,Uruguay,uruguay,Football,football,1,57,uruguay,UY,0,278,False,False,False,False,0,59575,5.0,100,Ended,finished,Plaza Colonia,plaza-colonia,Plaza Colonia,Football,football,1,0,PLA,False,0,3235,UY,Uruguay,[],#52b030,#52b030,#ffffff,Deportivo Maldonado,deportivo-maldonado,Dep. Maldonado,Football,football,1,0,MAL,,0,3234,UY,Uruguay,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,5.0,1688923709.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688923712,,,,,,,,,2.6,3.2,2.55
Fobskak,3,True,True,,,False,11367880,2.0,1688936400,nacional-racing-de-montevideo,False,"Primera Division, Intermedio, Serie B",primera-division-intermedio-serie-b,Uruguay,uruguay,Football,football,1,57,uruguay,UY,Primera División,primera-division,Uruguay,uruguay,Football,football,1,57,uruguay,UY,0,278,False,False,False,False,0,59575,5.0,100,Ended,finished,Racing de Montevideo,racing-de-montevideo,Racing,Football,football,1,0,RCM,,0,25010,UY,Uruguay,[],#52b030,#52b030,#ffffff,Nacional,nacional,Nacional,Football,football,1,0,NAC,False,0,3230,UY,Uruguay,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,1688943925.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart', 'time.currentPeriodStart']",1688943929,,,,,,,,,5.75,3.75,1.5
ojbsXac,0,False,,,,False,11372958,,1688904000,kickers-emden-sc-heerenveen,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,1.0,70,Canceled,canceled,SC Heerenveen,sc-heerenveen,Heerenveen,Football,football,1,0,HEE,False,0,2964,NL,Netherlands,[],#52b030,#52b030,#ffffff,Kickers Emden,kickers-emden,Emden,Football,football,1,0,EMD,,0,5047,DE,Germany,[],#52b030,#52b030,#ffffff,4.0,,,,,0.0,,,,,,,1688910432.0,['homeScore.current'],1690127863,,,,,,,,,1.04,13.0,19.0
JabsYHj,1,True,,,,False,11408262,,1688909400,sv-werder-bremen-sv-drochtersenassel,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,1.0,100,Ended,finished,SV Werder Bremen,sv-werder-bremen,Bremen,Football,football,1,0,SVW,False,0,2534,DE,Germany,[],#52b030,#52b030,#ffffff,SV Drochtersen/Assel,sv-drochtersenassel,Drochtersen,Football,football,1,0,DRO,,0,24148,DE,Germany,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,,,1688916033.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688916035,,,,,,,,,1.06,13.0,19.0
mQsBab,1,False,,,,False,11408264,,1688911200,fc-st-pauli-austria-lustenau,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,1.0,100,Ended,finished,FC St. Pauli,fc-st-pauli,St. Pauli,Football,football,1,0,STP,,0,2526,DE,Germany,[],#52b030,#52b030,#ffffff,Austria Lustenau,austria-lustenau,Austria Lustenau,Football,football,1,0,ALU,,0,2062,AT,Austria,[],#52b030,#52b030,#ffffff,7.0,7.0,2.0,5.0,7.0,1.0,1.0,1.0,0.0,1.0,,,1688915040.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1688917853,,,,,,,,,1.62,4.0,4.0
yabswcc,1,True,,,,False,11367846,,1688914800,diosgyori-vtk-1-fc-nurnberg,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,1.0,100,Ended,finished,1. FC Nürnberg,1-fc-nurnberg,Nürnberg,Football,football,1,0,FCN,False,0,2523,DE,Germany,[],#52b030,#52b030,#ffffff,Diósgyőri VTK,diosgyori-vtk,DVTK,Football,football,1,0,DIO,False,0,5121,HU,Hungary,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,,,1688918820.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1688921564,,,,,,,,,1.44,4.33,5.25
fUsnLn,3,False,,,,False,11408268,,1688918400,al-shabab-fk-jablonec,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,1.0,100,Ended,finished,Al-Shabab,al-shabab,Al-Shabab,Football,football,1,0,SHA,False,0,34313,SA,Saudi Arabia,[],#52b030,#52b030,#ffffff,FK Jablonec,fk-jablonec,Jablonec,Football,football,1,0,FKJ,,0,2205,CZ,Czech Republic,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1688922615.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688925344,,,,,,,,,1.8,3.75,3.4
QecsMok,1,False,,,,False,11404902,1.0,1688918400,botev-plovdiv-fk-radnicki-nis,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,1.0,100,Ended,finished,Botev Plovdiv,botev-plovdiv,Botev Plovdiv,Football,football,1,0,BOT,False,0,5241,BG,Bulgaria,[],#52b030,#52b030,#ffffff,FK Radnički Niš,fk-radnicki-nis,Radnički N.,Football,football,1,0,RNI,False,0,25737,RS,Serbia,[],#52b030,#52b030,#ffffff,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,1688924953.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688924957,,,,,,,,,2.75,3.3,2.25
KecsGEr,1,False,,,,False,11416823,,1688918400,fk-borac-banja-luka-fk-radnicki-1923,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,1.0,100,Ended,finished,FK Radnički 1923,fk-radnicki-1923,Radnički 1923,Football,football,1,0,RAD,False,0,43981,RS,Serbia,[],#52b030,#52b030,#ffffff,FK Borac Banja Luka,fk-borac-banja-luka,Borac,Football,football,1,0,BBL,False,0,5235,BA,Bosnia & Herzegovina,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1688924452.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688924457,,,,,,,,,2.0,3.3,3.25
MqksmPPb,1,False,,,,False,11416874,,1688918400,gosk-gabela-fk-tuzla-city,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,1.0,100,Ended,finished,FK Tuzla City,fk-tuzla-city,Tuzla,Football,football,1,0,TUZ,,0,227012,BA,Bosnia & Herzegovina,[],#52b030,#52b030,#ffffff,GOŠK Gabela,gosk-gabela,GOŠK,Football,football,1,0,GGA,False,0,25837,BA,Bosnia & Herzegovina,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1688922037.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688924898,,,,,,,,,1.95,3.6,3.1
bycsaVo,1,True,,,,False,11398880,,1688918400,fk-velez-mostar-igman-konjic,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,,100,Ended,finished,FK Velež Mostar,fk-velez-mostar,FK Velež,Football,football,1,0,VEL,False,0,6151,BA,Bosnia & Herzegovina,[],#52b030,#52b030,#ffffff,Igman Konjic,igman-konjic,Igman,Football,football,1,0,IGK,False,0,37250,BA,Bosnia & Herzegovina,[],#52b030,#52b030,#ffffff,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,1688924646.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688924648,,,,,,,,,2.05,3.3,3.1
Yobsetb,1,True,,,,False,11364766,,1688918400,aek-larnaca-panathinaikos,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,1.0,100,Ended,finished,Panathinaikos,panathinaikos,Panathinaikos,Football,football,1,0,PAN,False,0,3248,GR,Greece,[],#52b030,#52b030,#ffffff,AEK Larnaca,aek-larnaca,AEK,Football,football,1,0,AEK,False,0,3404,CY,Cyprus,[],#52b030,#52b030,#ffffff,3.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,,,1688925147.0,['cardsCode'],1688938732,,,,,,,,,1.62,3.8,4.2
dbbscPb,1,True,,,,False,11372962,,1688997600,viktoria-plzen-karlsruher-sc,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,1.0,100,Ended,finished,Viktoria Plzeň,viktoria-plzen,Viktoria Plzeň,Football,football,1,0,VIK,False,0,4502,CZ,Czech Republic,[],#52b030,#52b030,#ffffff,Karlsruher SC,karlsruher-sc,Karlsruhe,Football,football,1,0,KSC,False,0,2553,DE,Germany,[],#52b030,#52b030,#ffffff,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,1689004362.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689004365,,,,,,,,,2.1,3.75,2.7
dYbscdc,2,True,,,,False,11420610,,1689003000,fk-partizan-fc-drava-ptuj,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,1.0,100,Ended,finished,FC Drava Ptuj,fc-drava-ptuj,Drava Ptuj,Football,football,1,0,DRA,False,0,4903,SI,Slovenia,[],#52b030,#52b030,#ffffff,FK Partizan,fk-partizan,Partizan,Football,football,1,0,PAR,False,0,5152,RS,Serbia,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,,,1689009700.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689011037,,,,,,,,,34.0,15.0,1.05
Ambscec,2,False,,,,False,11416923,,1689004800,hapoel-beer-sheva-gornik-leczna,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,1.0,100,Ended,finished,Górnik Łęczna,gornik-leczna,Górnik Łęczna,Football,football,1,0,GOR,False,0,3125,PL,Poland,[],#52b030,#52b030,#ffffff,Hapoel Be'er Sheva,hapoel-beer-sheva,H. Be'er Sheva,Football,football,1,0,HBS,False,0,5202,IL,Israel,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,3.0,1689010999.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689011003,,,,,,,,,5.0,4.0,1.5
hycsZEE,1,False,,,,False,11412992,,1689004800,aez-zakakiou-sv-sandhausen,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,1.0,100,Ended,finished,SV Sandhausen,sv-sandhausen,Sandhausen,Football,football,1,0,SVS,,0,6157,DE,Germany,[],#52b030,#52b030,#ffffff,AEZ Zakakiou,aez-zakakiou,AEZ,Football,football,1,0,ZAK,,0,73999,CY,Cyprus,[],#52b030,#52b030,#ffffff,5.0,5.0,0.0,5.0,5.0,2.0,2.0,0.0,2.0,2.0,,,1689008760.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689011566,,,,,,,,,1.04,13.0,19.0
llbsXhk,1,True,True,True,1.0,False,11408263,,1689010200,galatasaray-kisvarda-fc,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,,100,Ended,finished,Galatasaray,galatasaray,Galatasaray,Football,football,1,0,GAL,False,0,3061,TR,Turkey,[],#52b030,#52b030,#ffffff,Kisvárda FC,kisvarda-fc,Kisvárda,Football,football,1,0,KIS,False,0,25397,HU,Hungary,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1689014112.0,"['time.injuryTime2', 'status.code', 'status.description', 'status.type']",1689016891,,,,,,,,,1.36,4.75,6.0
MsrEo,2,True,,,,False,11375555,,1689012000,west-ham-united-boreham-wood,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,,100,Ended,finished,Boreham Wood,boreham-wood,Boreham,Football,football,1,0,BOR,,0,36467,EN,England,[],#52b030,#52b030,#ffffff,West Ham United,west-ham-united,West Ham,Football,football,1,0,WHU,False,0,37,EN,England,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,,,1689018532.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689018618,,,,,,,,,6.5,5.0,1.33
IdcsTgud,2,False,,,,False,11420192,,1689015600,glenavon-ballymacash-rangers,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,,100,Ended,finished,Ballymacash Rangers,ballymacash-rangers,Ballymacash Rangers,Football,football,1,0,BAL,,0,422843,NX,Northern Ireland,[],#52b030,#52b030,#ffffff,Glenavon,glenavon,Glenavon,Football,football,1,0,GLE,,0,5183,NX,Northern Ireland,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,3.0,,,1689021840.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689021850,,,,,,,,,10.0,5.25,1.2
atjsDgBb,1,True,,,,False,11412877,,1689017400,al-nassr-fc-alverca,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,1.0,100,Ended,finished,Al-Nassr,al-nassr,Al-Nassr,Football,football,1,0,ALN,False,0,23400,SA,Saudi Arabia,[],#52b030,#52b030,#ffffff,FC Alverca,fc-alverca,Alverca,Football,football,1,0,ALV,False,0,190328,PT,Portugal,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1689021300.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1689024207,,,,,,,,,1.5,3.5,6.5
bEjsbMo,3,False,,,,False,11407066,,1689066000,bruk-bet-termalica-nieciecza-mfk-karvina,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,,100,Ended,finished,Bruk-Bet Termalica Nieciecza,bruk-bet-termalica-nieciecza,Termalica,Football,football,1,0,NIE,,0,36851,PL,Poland,[],#52b030,#52b030,#ffffff,MFK Karviná,mfk-karvina,Karviná,Football,football,1,0,KAR,False,0,23951,CZ,Czech Republic,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,1689069480.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1689072266,,,,,,,,,2.38,3.6,2.38
FUsQJo,1,False,,,,False,11408266,,1689066000,mfk-chrudim-fk-pardubice,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,1.0,100,Ended,finished,FK Pardubice,fk-pardubice,Pardubice,Football,football,1,0,PAR,False,0,2230,CZ,Czech Republic,[],#52b030,#52b030,#ffffff,MFK Chrudim,mfk-chrudim,MFK Chrudim,Football,football,1,0,CHR,,0,36741,CZ,Czech Republic,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1689069480.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1689072302,,,,,,,,,1.91,4.0,2.9
YAsmio,2,False,,,,False,11407063,,1689069600,fremad-amager-b-93-kopenhagen,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,,100,Ended,finished,Fremad Amager,fremad-amager,Fremad Amager,Football,football,1,0,FAM,,0,35412,DK,Denmark,[],#52b030,#52b030,#ffffff,B 93 Kopenhagen,b-93-kopenhagen,B 93,Football,football,1,0,B93,,0,1298,DK,Denmark,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,1689076099.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689076103,,,,,,,,,2.38,3.6,2.38
wNsBQ,1,False,,,,False,11407064,,1689082200,wolfsberger-ac-debreceni-vsc,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,0,853,False,False,False,False,0,86,,100,Ended,finished,Wolfsberger AC,wolfsberger-ac,WAC,Football,football,1,0,WAC,,0,2076,AT,Austria,[],#52b030,#52b030,#ffffff,Debreceni VSC,debreceni-vsc,Debreceni VSC,Football,football,1,0,DEB,False,0,1921,HU,Hungary,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1689085680.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1689088428,,,,,,,,,2.0,3.5,3.0
zYcspFn,1,True,True,True,1.0,False,11262467,,1688932800,usa-wales,False,"International Friendly Games, Women",international-friendly-games-women,World,world,Football,football,1,1468,international,,"Int. Friendly Games, Women",int-friendly-games-women,World,world,Football,football,1,1468,international,,0,852,False,False,False,False,0,1039,1.0,100,Ended,finished,USA,usa,USA,Football,football,1,0,USA,False,0,7424,US,USA,[],#52b030,#52b030,#ffffff,Wales,wales,Wales,Football,football,1,0,WAL,,0,34015,WA,Wales,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1688937218.0,"['status.code', 'status.description', 'status.type']",1688940174,,,,,,,,,1.04,12.0,34.0
uYcsijdb,1,False,True,True,1.0,False,11331912,,1688967000,new-zealand-vietnam,False,"International Friendly Games, Women",international-friendly-games-women,World,world,Football,football,1,1468,international,,"Int. Friendly Games, Women",int-friendly-games-women,World,world,Football,football,1,1468,international,,0,852,False,False,False,False,0,1039,1.0,100,Ended,finished,New Zealand,new-zealand,New Zealand,Football,football,1,0,NZL,False,0,7419,NZ,New Zealand,[],#52b030,#52b030,#ffffff,Vietnam,vietnam,Vietnam,Football,football,1,0,VIE,False,0,132958,VN,Vietnam,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1688970799.0,"['status.code', 'status.description', 'status.type']",1688973793,,,,,,,,,1.22,5.0,10.0
