averageX,averageY,pointsCount,player_name,player_slug,player_shortName,player_position,player_userCount,player_id,player_firstName,player_lastName,team
56.227272727273,11.368181818182,22,Cristovam,cristovam,Cristovam,D,24,336555,,,home
42.659375,52.1875,32,Rômulo,romulo,Rômulo,M,42,879593,,,home
57.571428571429,13.328571428571,7,Welinton,welinton,Welinton,F,26,989385,,,home
53.262162162162,57.27027027027,37,Felipe Vizeu,felipe-vizeu,F. Vizeu,F,435,839635,,,home
57.253191489362,53.602127659574,47,Marquinhos Gabriel,marquinhos-gabriel,Marquinhos Gabriel,M,281,90812,,,home
71.686666666667,54.946666666667,15,Tiago Marques,tiago-marques,T. Marques,F,9,866350,,,home
69.909756097561,29.685365853659,41,Joao Carlos Barros Lopes,barros-lopes-joao-carlos,J. C. B. Lopes,F,11,1462654,João Carlos Barros Lopes,,home
9.2644444444444,47.284444444444,45,Gustavo,gustavo,Gustavo,G,43,124766,,,home
40.893457943925,86.727102803738,107,Marcelo Hermes,marcelo-hermes,M. Hermes,D,57,783490,,,home
64.14,75.16,5,Italo Melo,italo-melo,I. Melo,F,34,329257,,,home
45.794285714286,17.114285714286,70,Claudinho,claudinho,Claudinho,D,20,992791,,,home
26.862637362637,66.735164835165,91,Walisson Maia,walisson-maia,W. Maia,D,23,552176,,,home
54.467415730337,46.567415730337,89,Fellipe Mateus,fellipe-mateus,F. Mateus,M,49,865321,,,home
30.864835164835,35.757142857143,91,Rodrigo Fagundes,rodrigo-fagundes,R. Fagundes,D,28,886773,,,home
43.588157894737,65.407894736842,76,Arilson,arilson,Arilson,M,31,922580,,,home
36.959375,37.2140625,64,Miqueias,miqueias,Miqueias,M,39,1172986,,,home
42.127272727273,40.145454545455,11,Ricardinho,ricardinho,Ricardinho,M,23,870802,,,away
76.266666666667,69.266666666667,3,Romulo,romulo,Romulo,F,29,1105078,Romulo,,away
35.731147540984,51.652459016393,61,Renato Silveira,renato-silveira,R. Silveira,D,21,872383,,,away
67.805454545455,72.501818181818,55,Aylon,aylon,Aylon,F,82,364528,,,away
53.515909090909,41.495454545455,44,Geovane,geovane,Geovane,M,33,871172,,,away
64.80303030303,19.657575757576,33,Douglas Baggio,douglas-baggio,D. Baggio,F,69,795035,,,away
61.933333333333,30.46,30,Felipe Marques,felipe-marques,F. Marques,F,65,927438,,,away
69.678571428571,51.521428571429,14,Jenison,jenison,Jenison,F,42,896246,,,away
9.9272727272727,49.383636363636,55,Jordi,jordi,Jordi,G,77,794840,,,away
22.3,82.028571428571,7,Guilherme Matos,guilherme-matos,G. Matos,D,7,1108024,,,away
54.221153846154,54.696153846154,52,Marlon,marlon,Marlon,M,34,866574,,,away
67.355813953488,47.181395348837,43,Ronaldo,ronaldo,Ronaldo,F,150,387766,,,away
39.584615384615,30.463076923077,65,Adriano Mina,adriano-mina,A. Mina,D,15,1008459,,,away
58.455844155844,77.625974025974,77,Léo Tocantins,leo-tocantins,L. Tocantins,F,25,965313,,,away
43.301470588235,79.327941176471,68,Reverson,reverson,Reverson,D,7,865380,,,away
56.403658536585,12.586585365854,82,Willean Lepu,willean-lepu,W. Lepu,D,20,868076,,,away
