name,home,away,compareCode,groupName
Ball possession,39%,61%,2,Possession
Total shots,4,13,2,Shots
Shots on target,3,4,2,Shots
Shots off target,1,5,2,Shots
Blocked shots,0,4,2,Shots
Corner kicks,0,7,2,TVData
Offsides,4,2,1,TVData
Fouls,15,7,1,TVData
Yellow cards,3,1,1,TVData
Red cards,0,0,3,TVData
Free kicks,6,14,2,TVData
Throw-ins,22,18,1,TVData
Goal kicks,12,5,1,TVData
Big chances,1,0,1,Shots extra
Shots inside box,3,4,2,Shots extra
Shots outside box,1,9,2,Shots extra
Goalkeeper saves,3,1,1,Shots extra
Passes,292,451,2,Passes
Accurate passes,197 (67%),339 (75%),2,Passes
Long balls,24/59 (41%),29/65 (45%),2,Passes
Crosses,0/8 (0%),3/22 (14%),2,Passes
Dribbles,11/18 (61%),14/21 (67%),2,Duels
Possession lost,148,171,2,Duels
Duels won,57,61,2,Duels
Aerials won,18,18,3,Duels
Tackles,22,15,1,Defending
Interceptions,8,10,2,Defending
Clearances,25,9,1,Defending
Ball possession,40%,60%,2,Possession
Total shots,1,9,2,Shots
Shots on target,1,2,2,Shots
Shots off target,0,5,2,Shots
Blocked shots,0,2,2,Shots
Corner kicks,0,3,2,TVData
Offsides,1,2,2,TVData
Yellow cards,1,0,1,TVData
Free kicks,3,10,2,TVData
Throw-ins,10,9,1,TVData
Goal kicks,8,2,1,TVData
Big chances,0,0,3,Shots extra
Shots inside box,1,1,3,Shots extra
Shots outside box,0,8,2,Shots extra
Goalkeeper saves,1,0,1,Shots extra
Passes,140,208,2,Passes
Accurate passes,92 (66%),160 (77%),1,Passes
Long balls,18/37 (49%),13/31 (42%),1,Passes
Crosses,0/4 (0%),2/11 (18%),2,Passes
Dribbles,5/7 (71%),7/10 (70%),1,Duels
Possession lost,68,77,2,Duels
Duels won,30,27,1,Duels
Aerials won,11,6,1,Duels
Tackles,11,4,1,Defending
Interceptions,2,3,2,Defending
Clearances,8,7,1,Defending
Ball possession,38%,62%,2,Possession
Total shots,3,4,2,Shots
Shots on target,2,2,3,Shots
Shots off target,1,0,1,Shots
Blocked shots,0,2,2,Shots
Corner kicks,0,4,2,TVData
Offsides,3,0,1,TVData
Yellow cards,2,1,1,TVData
Free kicks,3,4,2,TVData
Throw-ins,12,9,1,TVData
Goal kicks,4,3,1,TVData
Big chances,1,0,1,Shots extra
Shots inside box,2,3,2,Shots extra
Shots outside box,1,1,3,Shots extra
Goalkeeper saves,2,1,1,Shots extra
Passes,152,243,2,Passes
Accurate passes,105 (69%),179 (74%),2,Passes
Long balls,6/22 (27%),16/34 (47%),2,Passes
Crosses,0/4 (0%),1/11 (9%),2,Passes
Dribbles,6/11 (55%),7/11 (64%),2,Duels
Possession lost,80,94,2,Duels
Duels won,27,34,2,Duels
Aerials won,7,12,2,Duels
Tackles,11,11,3,Defending
Interceptions,6,7,2,Defending
Clearances,17,2,1,Defending
