averageX,averageY,pointsCount,player_name,player_slug,player_shortName,player_position,player_userCount,player_id,player_firstName,player_lastName,team
16.153333333333,49.886666666667,30,Nediljko Labrović,nediljko-labrovic,N. Labrović,G,405,947986,,,home
73.973333333333,55.076666666667,30,Jorge Obregón,jorge-obregon,J. Obregón,M,146,824165,,,home
74.784615384615,22.54358974359,39,Alen Grgić,alen-grgic,A. Grgić,D,68,344177,,,home
64.637254901961,69.898039215686,51,Niko Janković,niko-jankovic,N. Janković,M,295,965818,,,home
74.78,61.093333333333,15,Toni Fruk,toni-fruk,T. Fruk,M,252,916183,,,home
68.016666666667,74.35,6,Adrian Liber,adrian-liber,A. Liber,M,91,943211,,,home
62.205555555556,30.872222222222,18,Marco Pašalić,marco-pasalic,M. Pašalić,F,460,1066802,,,home
55.039047619048,85.037142857143,105,Bruno Goda,bruno-goda,B. Goda,M,68,855908,,,home
55.316666666667,51.05,6,Dejan Petrović,dejan-petrovic,D. Petrović,M,92,796014,,,home
68.810869565217,88.032608695652,46,Näis Djouahra,nais-djouahra,N. Djouahra,F,285,955133,,,home
78.95,45.4,2,Franjo Ivanović,franjo-ivanovic,F. Ivanović,F,148,1103333,,,home
58.22,37.752,50,Emmanuel Banda,emmanuel-banda,E. Banda,M,702,881133,,,home
38.798630136986,38.404109589041,73,Matej Mitrović,matej-mitrovic,M. Mitrović,D,304,202870,,,home
51.352702702703,14.227027027027,74,Danilo Filipe Melo Veiga,danilo-filipe-melo-veiga,D. Veiga,D,95,1002045,,,home
57.7234375,60.98125,64,Veldin Hodža,veldin-hodza,V. Hodža,M,168,965025,,,home
38.01686746988,65.526506024096,83,Emir Dilaver,emir-dilaver,E. Dilaver,D,264,66171,,,home
34.589393939394,11.621212121212,66,Vanja Šare,vanja-sare,V. Šare,D,39,1407948,,,away
50.529032258065,63.732258064516,31,Andrej Lazarov,andrej-lazarov,A. Lazarov,M,4,902228,,,away
55.28,47.4175,40,Ivor Ljubanović,ivor-ljubanovic,I. Ljubanović,F,27,843675,,,away
51.645454545455,88.427272727273,22,Ivan Tomečak,ivan-tomecak,I. Tomečak,D,71,50577,,,away
61.573684210526,74.942105263158,19,Aleksa Latković,aleksa-latkovic,A. Latković,F,36,895620,,,away
56.723076923077,78.153846153846,13,Riad Masala,riad-masala,R. Masala,M,12,1163333,Riad Masala,,away
35.759574468085,82.982978723404,47,Dominik Rešetar,dominik-resetar,D. Rešetar,F,41,904483,,,away
59.123076923077,23.794230769231,52,Brian Oddei,oddei-brian,B. Oddei,F,184,1001770,,,away
55.22,12.28,10,Bruno Brajković,bruno-brajkovic,B. Brajković,D,41,1063092,Bruno Brajković,,away
42.901470588235,54.158823529412,68,Vanja Vukmanović,vanja-vukmanovic,V. Vukmanović,M,27,1163336,Vanja Vukmanovic,,away
30.398305084746,75.722033898305,59,Dominik Pavlek,dominik-pavlek,D. Pavlek,D,22,1047633,,,away
25.181690140845,57.121126760563,71,Mislav Matić,mislav-matic,M. Matić,D,63,985411,,,away
7.2122807017544,48.79298245614,57,Mario Marić,mario-maric,M. Marić,G,23,925978,,,away
42.3,40.125352112676,71,Tomislav Srbljinović,tomislav-srbljinovic,T. Srbljinović,M,13,901210,,,away
22.622105263158,26.367368421053,95,Miguel Campos,miguel-campos,Miguel,D,13,587554,,,away
