averageX,averageY,pointsCount,player_name,player_slug,player_shortName,player_position,player_userCount,player_id,player_firstName,player_lastName,team
39.753846153846,27.341025641026,39,Facundo Almada,facundo-almada,F. Almada,D,84,966187,,,home
37.063157894737,64.189473684211,38,Lucas Merolla,lucas-merolla,L. Merolla,D,106,833542,,,home
62.148387096774,54.261290322581,31,Josué Colmán,josue-colman,J. Colmán,M,98,822785,,,home
57.734615384615,81.180769230769,26,Eduard Bello,eduard-bello,E. Bello,M,327,805047,,,home
67.232352941176,54.067647058824,34,Aké Arnaud Loba,ake-arnaud-loba,A. A. Loba,F,118,924784,,,home
10.265789473684,50.623684210526,38,Ricardo Gutierrez,gutierrez-ricardo,R. Gutierrez,G,48,942710,,,home
41.962857142857,51.022857142857,35,Sergio Flores,sergio-flores,S. Flores,M,34,795274,,,home
34.5,62.22962962963,27,Néstor Vidrio,nestor-vidrio,N. Vidrio,D,16,33164,,,home
42.734,84.842,50,Jair Díaz,jair-diaz,J. Díaz,D,21,874813,,,home
45.234328358209,15.828358208955,67,José Madueña,jose-maduena,J. Madueña,D,17,312658,,,home
40.386363636364,88.090909090909,22,Ramiro Árciga,ramiro-arciga,R. Árciga,M,6,1482052,Ramiro Árciga,,home
36.391666666667,9.6166666666667,12,Bryan Colula,bryan-colula,B. Colula,D,11,799302,,,home
65.966666666667,33.246666666667,15,Luis Amarilla,luis-amarilla,L. Amarilla,F,244,340265,,,home
54.32380952381,22.220634920635,63,Alan Medina,medina-alan,A. Medina,M,39,1172770,,,home
52.1,59.244615384615,65,Andres Montaño,andres-montano,A. Montaño,M,39,1187957,,,home
48.205555555556,38.531944444444,72,Jefferson Intriago,jefferson-intriago,J. Intriago,M,120,805484,,,home
62.9175,74.795,40,Sebastián Saucedo,sebastian-saucedo,S. Saucedo,M,72,791806,,,away
71.561538461538,50.938461538462,13,Amaury Escoto,amaury-escoto,A. Escoto,F,31,336863,,,away
57.633333333333,15.828571428571,21,Luís Rodríguez,luis-rodriguez,L. Rodríguez,D,77,122158,,,away
8.2142857142857,50.542857142857,35,Ramón Pasquel,ramon-pasquel,R. Pasquel,G,5,815635,,,away
54.09,38.19,10,Diego Chávez,diego-chavez,D. Chávez,F,21,777269,,,away
71.896428571429,68.092857142857,28,Agustín Urzi,agustin-urzi,A. Urzi,M,232,965775,,,away
65.208695652174,41.265217391304,23,Ángel Zapata,angel-zapata,Á. Zapata,M,45,1046410,Ángel Zapata,,away
57.07,55.063333333333,30,Mario Osuna,mario-osuna,M. Osuna,M,12,321039,,,away
53.710204081633,11.857142857143,49,Francisco Nevarez,francisco-nevarez,F. Nevarez,D,22,938566,,,away
42.384615384615,47.941538461538,65,Javier Salas,javier-salas,J. Salas,M,26,755394,,,away
50.155769230769,58.182692307692,52,Denzell Garcia,garcia-denzell,D. Garcia,M,28,1192342,,,away
38.64880952381,30.561904761905,84,Jose Garcia,jose-garcia,J. Garcia,D,16,817756,,,away
65.634426229508,74.840983606557,61,Sebastián Pérez Bouquet,sebastian-perez-bouquet,S. P. Bouquet,M,152,1171720,Sebastián Pérez Bouquet,,away
60.6890625,36.5984375,64,Aitor García,aitor-garcia,A. García,F,71,219558,,,away
34.671875,66.83125,96,Haret Ortega,haret-ortega,H. Ortega,D,161,973531,,,away
44.39387755102,89.634693877551,98,Aldo Cruz,aldo-cruz,A. Cruz,D,32,913142,,,away
