name,home,away,compareCode,groupName
Ball possession,52%,48%,1,Possession
Total shots,17,12,1,Shots
Shots on target,9,6,1,Shots
Shots off target,7,2,1,Shots
Blocked shots,1,4,2,Shots
Corner kicks,4,7,2,TVData
Offsides,2,2,3,TVData
Fouls,14,9,1,TVData
Yellow cards,1,3,2,TVData
Red cards,0,1,2,TVData
Free kicks,9,14,2,TVData
Throw-ins,12,9,1,TVData
Goal kicks,6,9,2,TVData
Big chances,7,1,1,Shots extra
Big chances missed,5,0,1,Shots extra
Hit woodwork,3,0,1,Shots extra
Counter attacks,4,1,1,Shots extra
Counter attack shots,4,1,1,Shots extra
Counter attack goals,1,0,1,Shots extra
Shots inside box,13,2,1,Shots extra
Shots outside box,4,10,2,Shots extra
Goalkeeper saves,4,5,2,Shots extra
Passes,518,484,1,Passes
Accurate passes,459 (89%),420 (87%),1,Passes
Long balls,20/35 (57%),27/41 (66%),2,Passes
Crosses,6/21 (29%),2/17 (12%),1,Passes
Dribbles,8/12 (67%),10/14 (71%),2,Duels
Possession lost,91,103,2,Duels
Duels won,38,34,1,Duels
Aerials won,7,5,1,Duels
Tackles,15,7,1,Defending
Interceptions,12,8,1,Defending
Clearances,9,10,2,Defending
Ball possession,48%,52%,2,Possession
Total shots,10,6,1,Shots
Shots on target,5,2,1,Shots
Shots off target,4,1,1,Shots
Blocked shots,1,3,2,Shots
Corner kicks,2,5,2,TVData
Offsides,1,1,3,TVData
Yellow cards,0,3,2,TVData
Red cards,0,1,2,TVData
Free kicks,5,8,2,TVData
Throw-ins,4,4,3,TVData
Goal kicks,2,4,2,TVData
Big chances,3,0,1,Shots extra
Big chances missed,2,0,1,Shots extra
Hit woodwork,2,0,1,Shots extra
Counter attacks,0,0,3,Shots extra
Counter attack shots,0,0,3,Shots extra
Counter attack goals,0,0,3,Shots extra
Shots inside box,8,0,1,Shots extra
Shots outside box,2,6,2,Shots extra
Goalkeeper saves,2,2,3,Shots extra
Passes,237,257,2,Passes
Accurate passes,205 (86%),226 (88%),2,Passes
Long balls,8/17 (47%),16/20 (80%),2,Passes
Crosses,3/10 (30%),0/10 (0%),1,Passes
Dribbles,2/4 (50%),9/12 (75%),2,Duels
Possession lost,44,55,2,Duels
Duels won,21,22,2,Duels
Aerials won,6,3,1,Duels
Tackles,9,3,1,Defending
Interceptions,5,2,1,Defending
Clearances,7,4,1,Defending
Ball possession,56%,44%,1,Possession
Total shots,7,6,1,Shots
Shots on target,4,4,3,Shots
Shots off target,3,1,1,Shots
Blocked shots,0,1,2,Shots
Corner kicks,2,2,3,TVData
Offsides,1,1,3,TVData
Yellow cards,1,0,1,TVData
Red cards,0,0,3,TVData
Free kicks,4,6,2,TVData
Throw-ins,8,5,1,TVData
Goal kicks,4,5,2,TVData
Big chances,4,1,1,Shots extra
Big chances missed,3,0,1,Shots extra
Hit woodwork,1,0,1,Shots extra
Counter attacks,4,1,1,Shots extra
Counter attack shots,4,1,1,Shots extra
Counter attack goals,1,0,1,Shots extra
Shots inside box,5,2,1,Shots extra
Shots outside box,2,4,2,Shots extra
Goalkeeper saves,2,3,2,Shots extra
Passes,281,227,1,Passes
Accurate passes,254 (90%),194 (85%),1,Passes
Long balls,12/18 (67%),11/21 (52%),1,Passes
Crosses,3/11 (27%),2/7 (29%),2,Passes
Dribbles,6/8 (75%),1/2 (50%),1,Duels
Possession lost,47,48,2,Duels
Duels won,17,12,1,Duels
Aerials won,1,2,2,Duels
Tackles,6,4,1,Defending
Interceptions,7,6,1,Defending
Clearances,2,6,2,Defending
