name,home,away,compareCode,groupName
Ball possession,60%,40%,1,Possession
Total shots,15,7,1,Shots
Shots on target,9,3,1,Shots
Shots off target,4,1,1,Shots
Blocked shots,2,3,2,Shots
Corner kicks,7,2,1,TVData
Offsides,4,2,1,TVData
Fouls,12,11,1,TVData
Free kicks,11,12,2,TVData
Throw-ins,17,18,2,TVData
Goal kicks,0,5,2,TVData
Big chances,4,1,1,Shots extra
Big chances missed,2,1,1,Shots extra
Hit woodwork,1,0,1,Shots extra
Shots inside box,13,3,1,Shots extra
Shots outside box,2,4,2,Shots extra
Goalkeeper saves,3,5,2,Shots extra
Passes,645,429,1,Passes
Accurate passes,578 (90%),372 (87%),1,Passes
Long balls,44/67 (66%),37/54 (69%),2,Passes
Crosses,2/16 (13%),1/7 (14%),2,Passes
Dribbles,14/17 (82%),6/14 (43%),1,Duels
Possession lost,111,94,1,Duels
Duels won,46,35,1,Duels
Aerials won,6,2,1,Duels
Tackles,15,15,3,Defending
Interceptions,10,9,1,Defending
Clearances,4,17,2,Defending
Ball possession,52%,48%,1,Possession
Total shots,9,1,1,Shots
Shots on target,6,0,1,Shots
Shots off target,2,0,1,Shots
Blocked shots,1,1,3,Shots
Corner kicks,2,1,1,TVData
Offsides,2,1,1,TVData
Free kicks,5,6,2,TVData
Throw-ins,8,12,2,TVData
Goal kicks,0,1,2,TVData
Big chances,2,0,1,Shots extra
Big chances missed,0,0,3,Shots extra
Hit woodwork,1,0,1,Shots extra
Shots inside box,8,1,1,Shots extra
Shots outside box,1,0,1,Shots extra
Goalkeeper saves,0,3,2,Shots extra
Passes,299,278,1,Passes
Accurate passes,267 (89%),245 (88%),1,Passes
Long balls,23/35 (66%),17/28 (61%),1,Passes
Crosses,2/6 (33%),0/3 (0%),1,Passes
Dribbles,3/5 (60%),4/9 (44%),1,Duels
Possession lost,52,49,1,Duels
Duels won,19,18,1,Duels
Aerials won,4,0,1,Duels
Tackles,7,8,2,Defending
Interceptions,6,4,1,Defending
Clearances,4,7,2,Defending
Ball possession,70%,30%,1,Possession
Total shots,6,6,3,Shots
Shots on target,3,3,3,Shots
Shots off target,2,1,1,Shots
Blocked shots,1,2,2,Shots
Corner kicks,5,1,1,TVData
Offsides,2,1,1,TVData
Free kicks,6,6,3,TVData
Throw-ins,9,6,1,TVData
Goal kicks,0,4,2,TVData
Big chances,2,1,1,Shots extra
Big chances missed,2,1,1,Shots extra
Hit woodwork,0,0,3,Shots extra
Shots inside box,5,2,1,Shots extra
Shots outside box,1,4,2,Shots extra
Goalkeeper saves,3,2,1,Shots extra
Passes,346,151,1,Passes
Accurate passes,311 (90%),127 (84%),1,Passes
Long balls,21/32 (66%),20/26 (77%),2,Passes
Crosses,0/10 (0%),1/4 (25%),2,Passes
Dribbles,11/12 (92%),2/5 (40%),1,Duels
Possession lost,59,45,1,Duels
Duels won,27,17,1,Duels
Aerials won,2,2,3,Duels
Tackles,8,7,1,Defending
Interceptions,4,5,2,Defending
Clearances,0,10,2,Defending
