name,home,away,compareCode,groupName
Ball possession,36%,64%,2,Possession
Total shots,6,18,2,Shots
Shots on target,0,10,2,Shots
Shots off target,2,7,2,Shots
Blocked shots,4,1,1,Shots
Corner kicks,3,13,2,TVData
Offsides,1,2,2,TVData
Fouls,5,6,2,TVData
Yellow cards,0,1,2,TVData
Free kicks,6,5,1,TVData
Throw-ins,22,27,2,TVData
Goal kicks,13,7,1,TVData
Big chances,0,8,2,Shots extra
Big chances missed,0,3,2,Shots extra
Shots inside box,2,12,2,Shots extra
Shots outside box,4,6,2,Shots extra
Goalkeeper saves,5,0,1,Shots extra
Passes,319,571,2,Passes
Accurate passes,215 (67%),472 (83%),2,Passes
Long balls,15/58 (26%),34/62 (55%),2,Passes
Crosses,2/17 (12%),6/24 (25%),2,Passes
Dribbles,14/20 (70%),10/14 (71%),2,Duels
Possession lost,150,141,1,Duels
Duels won,39,40,2,Duels
Aerials won,8,13,2,Duels
Tackles,11,12,2,Defending
Interceptions,7,15,2,Defending
Clearances,21,16,1,Defending
Ball possession,42%,58%,2,Possession
Total shots,5,10,2,Shots
Shots on target,0,4,2,Shots
Shots off target,1,5,2,Shots
Blocked shots,4,1,1,Shots
Corner kicks,2,11,2,TVData
Offsides,0,0,3,TVData
Yellow cards,0,1,2,TVData
Free kicks,4,3,1,TVData
Throw-ins,10,16,2,TVData
Goal kicks,9,2,1,TVData
Big chances,0,2,2,Shots extra
Big chances missed,0,1,2,Shots extra
Shots inside box,2,5,2,Shots extra
Shots outside box,3,5,2,Shots extra
Goalkeeper saves,3,0,1,Shots extra
Passes,179,247,2,Passes
Accurate passes,112 (63%),193 (78%),2,Passes
Long balls,5/28 (18%),17/33 (52%),2,Passes
Crosses,1/9 (11%),3/18 (17%),2,Passes
Dribbles,7/8 (88%),2/6 (33%),1,Duels
Possession lost,85,82,1,Duels
Duels won,26,20,1,Duels
Aerials won,8,11,2,Duels
Tackles,7,4,1,Defending
Interceptions,3,9,2,Defending
Clearances,13,9,1,Defending
Ball possession,32%,68%,2,Possession
Total shots,1,8,2,Shots
Shots on target,0,6,2,Shots
Shots off target,1,2,2,Shots
Blocked shots,0,0,3,Shots
Corner kicks,1,2,2,TVData
Offsides,1,2,2,TVData
Yellow cards,0,0,3,TVData
Free kicks,2,2,3,TVData
Throw-ins,12,11,1,TVData
Goal kicks,4,5,2,TVData
Big chances,0,6,2,Shots extra
Big chances missed,0,2,2,Shots extra
Shots inside box,0,7,2,Shots extra
Shots outside box,1,1,3,Shots extra
Goalkeeper saves,2,0,1,Shots extra
Passes,140,324,2,Passes
Accurate passes,103 (74%),279 (86%),2,Passes
Long balls,10/30 (33%),17/29 (59%),2,Passes
Crosses,1/8 (13%),3/6 (50%),2,Passes
Dribbles,7/12 (58%),8/8 (100%),2,Duels
Possession lost,65,59,1,Duels
Duels won,13,20,2,Duels
Aerials won,0,2,2,Duels
Tackles,4,8,2,Defending
Interceptions,4,6,2,Defending
Clearances,8,7,1,Defending
