name,home,away,compareCode,groupName
Ball possession,58%,42%,1,Possession
Total shots,13,9,1,Shots
Shots on target,4,4,3,Shots
Shots off target,6,4,1,Shots
Blocked shots,3,1,1,Shots
Corner kicks,2,2,3,TVData
Offsides,3,0,1,TVData
Fouls,4,7,2,TVData
Yellow cards,1,1,3,TVData
Free kicks,7,4,1,TVData
Throw-ins,25,19,1,TVData
Goal kicks,11,9,1,TVData
Big chances,0,2,2,Shots extra
Big chances missed,0,1,2,Shots extra
Hit woodwork,1,0,1,Shots extra
Shots inside box,7,6,1,Shots extra
Shots outside box,6,3,1,Shots extra
Goalkeeper saves,3,4,2,Shots extra
Passes,596,425,1,Passes
Accurate passes,513 (86%),339 (80%),1,Passes
Long balls,25/40 (63%),30/68 (44%),1,Passes
Crosses,2/23 (9%),3/16 (19%),2,Passes
Dribbles,10/18 (56%),3/10 (30%),1,Duels
Possession lost,140,130,1,Duels
Duels won,32,25,1,Duels
Aerials won,3,5,2,Duels
Tackles,12,13,2,Defending
Interceptions,3,8,2,Defending
Clearances,15,21,2,Defending
Ball possession,54%,46%,1,Possession
Total shots,7,4,1,Shots
Shots on target,2,2,3,Shots
Shots off target,4,1,1,Shots
Blocked shots,1,1,3,Shots
Corner kicks,0,2,2,TVData
Offsides,3,0,1,TVData
Yellow cards,1,0,1,TVData
Free kicks,1,2,2,TVData
Throw-ins,9,11,2,TVData
Goal kicks,4,4,3,TVData
Big chances,0,0,3,Shots extra
Big chances missed,0,0,3,Shots extra
Hit woodwork,1,0,1,Shots extra
Shots inside box,2,1,1,Shots extra
Shots outside box,5,3,1,Shots extra
Goalkeeper saves,2,2,3,Shots extra
Passes,289,248,1,Passes
Accurate passes,244 (84%),206 (83%),1,Passes
Long balls,10/22 (45%),16/32 (50%),2,Passes
Crosses,1/10 (10%),2/11 (18%),2,Passes
Dribbles,6/11 (55%),1/5 (20%),1,Duels
Possession lost,74,66,1,Duels
Duels won,14,12,1,Duels
Aerials won,2,2,3,Duels
Tackles,5,7,2,Defending
Interceptions,1,2,2,Defending
Clearances,9,12,2,Defending
Ball possession,63%,37%,1,Possession
Total shots,6,5,1,Shots
Shots on target,2,2,3,Shots
Shots off target,2,3,2,Shots
Blocked shots,2,0,1,Shots
Corner kicks,2,0,1,TVData
Offsides,0,0,3,TVData
Yellow cards,0,1,2,TVData
Free kicks,6,2,1,TVData
Throw-ins,16,8,1,TVData
Goal kicks,7,5,1,TVData
Big chances,0,2,2,Shots extra
Big chances missed,0,1,2,Shots extra
Hit woodwork,0,0,3,Shots extra
Shots inside box,5,5,3,Shots extra
Shots outside box,1,0,1,Shots extra
Goalkeeper saves,1,2,2,Shots extra
Passes,307,177,1,Passes
Accurate passes,269 (88%),133 (75%),1,Passes
Long balls,15/18 (83%),14/36 (39%),1,Passes
Crosses,1/13 (8%),1/5 (20%),2,Passes
Dribbles,4/7 (57%),2/5 (40%),1,Duels
Possession lost,66,64,1,Duels
Duels won,18,13,1,Duels
Aerials won,1,3,2,Duels
Tackles,7,6,1,Defending
Interceptions,2,6,2,Defending
Clearances,6,9,2,Defending
