customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.userCount,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,roundInfo.name,roundInfo.cupRoundType,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,time.injuryTime1,awayRedCards,tournament.category.alpha2,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,tournament.uniqueTournament.category.alpha2,homeRedCards,aggregatedWinnerCode,previousLegEventId,homeTeam.gender,homeTeam.national,awayTeam.gender,awayTeam.national,homeScore.aggregated,awayScore.aggregated,homeScore.extra1,homeScore.extra2,homeScore.overtime,awayScore.extra1,awayScore.extra2,awayScore.overtime,homeScore.penalties,awayScore.penalties,choice_1,choice_X,choice_2
RQtcsfeGc,1,False,,,,False,10457435,1681300800,yeni-mersin-idman-yurdu-as-sile-yildizspor,False,"3. Lig, Group 1",3-lig-group-1,Turkey,turkey,Football,football,1,46,turkey,"TFF 3. Lig, Grup 1",tff-3-lig-grup-1,Turkey,turkey,Football,football,1,46,turkey,0,False,False,11417,False,False,0,2756,28.0,,,100,Ended,finished,Yeni Mersin İdman Yurdu AŞ,yeni-mersin-idman-yurdu-as,Yeni Mersin,Football,football,1,0,YEM,False,0,327705,TR,Turkey,[],#52b030,#52b030,#ffffff,Şile Yıldızspor,sile-yildizspor,Şile Yıldızspor,Football,football,1,0,SIL,,0,297092,TR,Turkey,[],#52b030,#52b030,#ffffff,4.0,4.0,2.0,,,0.0,0.0,0.0,,,2.0,1681307681.0,"['status.code', 'status.description', 'status.type', 'time.currentPeriodStart']",1681307683,2.0,,TR,,,TR,,,,,,,,,,,,,,,,,,1.45,3.5,7.5
TXFbszkFc,1,False,,,,False,10457432,1681300800,1954-kelkit-belediyespor-yomraspor,False,"3. Lig, Group 1",3-lig-group-1,Turkey,turkey,Football,football,1,46,turkey,"TFF 3. Lig, Grup 1",tff-3-lig-grup-1,Turkey,turkey,Football,football,1,46,turkey,0,False,False,11417,False,False,0,2756,28.0,,,100,Ended,finished,Yomraspor,yomraspor,Yomraspor,Football,football,1,0,YOM,,0,202393,TR,Turkey,[],#52b030,#52b030,#ffffff,1954 Kelkit Belediyespor,1954-kelkit-belediyespor,1954 Kelkit,Football,football,1,0,KEL,False,0,325524,TR,Turkey,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,6.0,1681307817.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681307821,2.0,,TR,,,TR,,,,,,,,,,,,,,,,,,2.7,2.6,2.8
WTWsopfd,1,False,,,,False,10457815,1681300800,igdir-fk-ayvalikgucu-belediyespor,False,"3. Lig, Group 2",3-lig-group-2,Turkey,turkey,Football,football,1,46,turkey,"TFF 3. Lig, Grup 2",tff-3-lig-grup-2,Turkey,turkey,Football,football,1,46,turkey,0,False,False,11416,False,False,0,2757,28.0,,,100,Ended,finished,Ayvalıkgücü Belediyespor,ayvalikgucu-belediyespor,Ayvalıkgücü,Football,football,1,0,AYB,,0,117196,TR,Turkey,[],#52b030,#52b030,#ffffff,Iğdır FK,igdir-fk,Iğdır FK,Football,football,1,0,IGD,False,0,388264,TR,Turkey,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,6.0,1681307834.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681307837,2.0,,TR,,,TR,,,,,,,,,,,,,,,,,,6.0,3.1,1.62
eVjstQtd,2,False,,,,False,10457811,1681300800,bulvarspor-darica-genclerbirligi,False,"3. Lig, Group 2",3-lig-group-2,Turkey,turkey,Football,football,1,46,turkey,"TFF 3. Lig, Grup 2",tff-3-lig-grup-2,Turkey,turkey,Football,football,1,46,turkey,0,False,False,11416,False,False,0,2757,28.0,,,100,Ended,finished,Bulvarspor,bulvarspor,Bulvarspor,Football,football,1,0,BUL,False,0,422068,TR,Turkey,[],#52b030,#52b030,#ffffff,Darıca Gençlerbirliği,darica-genclerbirligi,Darıca GB,Football,football,1,0,DAR,,0,24754,TR,Turkey,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,1681307986.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681307989,,1.0,TR,,,TR,,,,,,,,,,,,,,,,,,2.1,2.6,4.0
Hafcsqpfd,3,False,,,,False,10457813,1681300800,orduspor-1967-ergene-velimese-spor,False,"3. Lig, Group 2",3-lig-group-2,Turkey,turkey,Football,football,1,46,turkey,"TFF 3. Lig, Grup 2",tff-3-lig-grup-2,Turkey,turkey,Football,football,1,46,turkey,0,False,False,11416,False,False,0,2757,28.0,,,100,Ended,finished,Ergene Velimeşe Spor,ergene-velimese-spor,Ergene Velimeşe,Football,football,1,0,ERG,False,0,262532,TR,Turkey,[],#52b030,#52b030,#ffffff,Orduspor 1967,orduspor-1967,Orduspor 1967,Football,football,1,0,ORD,False,0,388266,TR,Turkey,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,1681307876.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681307878,,,TR,,,TR,,,,,,,,,,,,,,,,,,4.5,3.0,1.8
vjdsrQtd,3,False,,,,False,10457809,1681300800,turgutluspor-eynesil-belediyespor,False,"3. Lig, Group 2",3-lig-group-2,Turkey,turkey,Football,football,1,46,turkey,"TFF 3. Lig, Grup 2",tff-3-lig-grup-2,Turkey,turkey,Football,football,1,46,turkey,0,False,False,11416,False,False,0,2757,28.0,,,100,Ended,finished,Eynesil Belediyespor,eynesil-belediyespor,Eynesil Belediyespor,Football,football,1,0,EYN,False,0,422067,TR,Turkey,[],#52b030,#52b030,#ffffff,Turgutluspor,turgutluspor,Turgutluspor,Football,football,1,0,TUR,False,0,7970,TR,Turkey,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,1681308002.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681308004,4.0,,TR,,,TR,,,,,,,,,,,,,,,,,,2.4,2.8,2.9
fDQbsvQUc,1,False,,,,False,10457814,1681300800,kestel-spor-23-elazig-fk,False,"3. Lig, Group 2",3-lig-group-2,Turkey,turkey,Football,football,1,46,turkey,"TFF 3. Lig, Grup 2",tff-3-lig-grup-2,Turkey,turkey,Football,football,1,46,turkey,0,False,False,11416,False,False,0,2757,28.0,,,100,Ended,finished,Kestel Spor,kestel-spor,Kestel Spor,Football,football,1,0,ALK,False,0,362070,TR,Turkey,[],#52b030,#52b030,#ffffff,23 Elazığ FK,23-elazig-fk,Elazığ,Football,football,1,0,ELA,False,0,228905,TR,Turkey,[],#52b030,#52b030,#ffffff,4.0,4.0,3.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,,1681307841.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681307843,,,TR,,,TR,,,,,,,,,,,,,,,,,,1.5,3.25,7.5
TDHsppfd,2,False,,,,False,10457810,1681300800,karaman-fk-kusadasispor,False,"3. Lig, Group 2",3-lig-group-2,Turkey,turkey,Football,football,1,46,turkey,"TFF 3. Lig, Grup 2",tff-3-lig-grup-2,Turkey,turkey,Football,football,1,46,turkey,0,False,False,11416,False,False,0,2757,28.0,,,100,Ended,finished,Kuşadasıspor,kusadasispor,Kuşadasıspor,Football,football,1,0,KUS,False,0,388265,TR,Turkey,[],#52b030,#52b030,#ffffff,Karaman FK,karaman-fk,Karaman,Football,football,1,0,KAR,False,0,81443,TR,Turkey,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,6.0,1681307813.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681307815,2.0,,TR,,,TR,,,,,,,,,,,,,,,,,,2.6,2.8,2.7
kVjsjDQb,2,False,,,,False,10457812,1681300800,ofspor-kirikkale-buyuk-anadoluspor,False,"3. Lig, Group 2",3-lig-group-2,Turkey,turkey,Football,football,1,46,turkey,"TFF 3. Lig, Grup 2",tff-3-lig-grup-2,Turkey,turkey,Football,football,1,46,turkey,0,False,False,11416,False,False,0,2757,28.0,,,100,Ended,finished,Kırıkkale Büyük Anadoluspor,kirikkale-buyuk-anadoluspor,Kırıkkale Büyük Anadoluspor,Football,football,1,0,KIR,False,0,228909,TR,Turkey,[],#52b030,#52b030,#ffffff,Ofspor,ofspor,Ofspor,Football,football,1,0,OFS,,0,24760,TR,Turkey,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,8.0,1681308199.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681308203,5.0,,TR,,,TR,,,,,,,,,,,,,,,,,,1.73,3.2,4.5
mPHbsWQtc,2,False,,,,False,10457401,1681297200,fatsa-belediyespor-buyukcekmece-tepecikspor,False,"3. Lig, Group 3",3-lig-group-3,Turkey,turkey,Football,football,1,46,turkey,"TFF 3. Lig, Grup 3",tff-3-lig-grup-3,Turkey,turkey,Football,football,1,46,turkey,0,False,False,11415,False,False,0,2758,28.0,,,100,Ended,finished,Fatsa Belediyespor,fatsa-belediyespor,Fatsa Belediyespor,Football,football,1,0,FAT,,0,297096,TR,Turkey,[],#52b030,#52b030,#ffffff,Büyükçekmece Tepecikspor,buyukcekmece-tepecikspor,Büyükçekmece Tepecik,Football,football,1,0,BTE,False,0,207012,TR,Turkey,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,5.0,1681304314.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681304317,3.0,,TR,,,TR,1.0,,,,,,,,,,,,,,,,,2.75,3.0,2.4
MlxsLTW,3,False,,,,False,10457395,1681300800,kepez-belediyesi-sk-68-aksaray-belediye-spor,False,"3. Lig, Group 3",3-lig-group-3,Turkey,turkey,Football,football,1,46,turkey,"TFF 3. Lig, Grup 3",tff-3-lig-grup-3,Turkey,turkey,Football,football,1,46,turkey,0,False,False,11415,False,False,0,2758,28.0,,,100,Ended,finished,68 Aksaray Belediye Spor,68-aksaray-belediye-spor,68 Aksaray,Football,football,1,0,68A,False,0,117186,TR,Turkey,[],#52b030,#52b030,#ffffff,Kepez Belediyesi SK,kepez-belediyesi-sk,Kepez Belediyesi,Football,football,1,0,KEP,False,0,55587,TR,Turkey,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,,1681307952.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681307953,,,TR,,,TR,,,,,,,,,,,,,,,,,,2.15,3.2,3.0
wGfcsnQtd,3,False,,,,False,10457410,1681300800,mus-1984-musspor-artvin-hopaspor,False,"3. Lig, Group 3",3-lig-group-3,Turkey,turkey,Football,football,1,46,turkey,"TFF 3. Lig, Grup 3",tff-3-lig-grup-3,Turkey,turkey,Football,football,1,46,turkey,0,False,False,11415,False,False,0,2758,28.0,,,100,Ended,finished,Artvin Hopaspor,artvin-hopaspor,Artvin Hopaspor,Football,football,1,0,AHO,,0,264071,TR,Turkey,[],#52b030,#52b030,#ffffff,Muş 1984 Muşspor,mus-1984-musspor,Muş 1984 Muşspor,Football,football,1,0,MUS,False,0,422063,TR,Turkey,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1681305000.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2']",1681308033,,,TR,,,TR,,,,,,,,,,,,,,,,,,1.8,3.1,4.25
ucGskdGc,2,False,,,,False,10457408,1681300800,bergama-fk-bursa-yildirimspor,False,"3. Lig, Group 3",3-lig-group-3,Turkey,turkey,Football,football,1,46,turkey,"TFF 3. Lig, Grup 3",tff-3-lig-grup-3,Turkey,turkey,Football,football,1,46,turkey,0,False,False,11415,False,False,0,2758,28.0,,,100,Ended,finished,Bergama FK,bergama-fk,Bergama FK,Football,football,1,0,BER,False,0,77619,TR,Turkey,[],#52b030,#52b030,#ffffff,Bursa Yıldırımspor,bursa-yildirimspor,Bursa Yıldırımspor,Football,football,1,0,BUR,False,0,327660,TR,Turkey,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,1681307659.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681307662,2.0,,TR,,,TR,,,,,,,,,,,,,,,,,,2.25,2.9,3.1
gitbsoQtd,3,False,,,,False,10457403,1681300800,efeler-09-sfk-beyoglu-yeni-carsi-fk,False,"3. Lig, Group 3",3-lig-group-3,Turkey,turkey,Football,football,1,46,turkey,"TFF 3. Lig, Grup 3",tff-3-lig-grup-3,Turkey,turkey,Football,football,1,46,turkey,0,False,False,11415,False,False,0,2758,28.0,,,100,Ended,finished,Beyoğlu Yeni Çarşı FK,beyoglu-yeni-carsi-fk,Beyoğlu Yeni Çarşı,Football,football,1,0,BYC,False,0,170406,TR,Turkey,[],#52b030,#52b030,#ffffff,Efeler 09 SFK,efeler-09-sfk,Efeler 09 SFK,Football,football,1,0,EFE,False,0,422064,TR,Turkey,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1681308042.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681308044,4.0,,TR,,,TR,,,,,,,,,,,,,,,,,,2.4,2.8,2.9
YUjsZAtc,2,False,,,,False,10457393,1681300800,nigde-anadolu-fk-akhisarspor,False,"3. Lig, Group 3",3-lig-group-3,Turkey,turkey,Football,football,1,46,turkey,"TFF 3. Lig, Grup 3",tff-3-lig-grup-3,Turkey,turkey,Football,football,1,46,turkey,0,False,False,11415,False,False,0,2758,28.0,,,100,Ended,finished,Niğde Anadolu FK,nigde-anadolu-fk,Niğde Anadolu,Football,football,1,0,NIG,False,0,296299,TR,Turkey,[],#52b030,#52b030,#ffffff,Akhisarspor,akhisarspor,Akhisarspor,Football,football,1,0,AKH,,0,24748,TR,Turkey,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,,1681307749.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681307816,,,TR,,,TR,,,,,,,,,,,,,,,,,,4.5,3.2,1.73
nqbsPAj,2,True,,,,False,11197152,1681297200,shakhtar-donetsk-pfc-lviv,False,Premier League,premier-league,Ukraine,ukraine,Football,football,1,86,ukraine,Premier League,premier-league,Ukraine,ukraine,Football,football,1,86,ukraine,0,False,False,218,False,False,0,384,6.0,,,100,Ended,finished,PFC Lviv,pfc-lviv,Lviv,Football,football,1,0,LVI,False,0,23790,UA,Ukraine,[],#52b030,#52b030,#ffffff,Shakhtar Donetsk,shakhtar-donetsk,Shakhtar,Football,football,1,0,SHA,False,0,3313,UA,Ukraine,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,4.0,1681304169.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681304372,3.0,,UA,,,UA,,,,,,,,,,,,,,,,,,21.0,8.0,1.12
umnsqxCb,2,True,,,,False,11059396,1681293600,becamex-binh-duong-cong-an-ha-noi,False,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,0,False,False,626,False,False,0,4104,6.0,,,100,Ended,finished,Becamex Bình Dương,becamex-binh-duong,Becamex Bình Dương,Football,football,1,0,BBD,False,0,33119,VN,Vietnam,[],#52b030,#52b030,#ffffff,Công An Hà Nội,cong-an-ha-noi,Công An Hà Nội,Football,football,1,0,HAN,False,0,193616,VN,Vietnam,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,1681300372.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681300376,1.0,,VN,,,VN,,,,,,,,,,,,,,,,,,2.75,3.1,2.38
wmnsvARb,3,True,,,,False,11061375,1681297200,shb-da-nang-viettel,False,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,0,False,False,626,False,False,0,4104,6.0,,,100,Ended,finished,SHB Đà Nẵng,shb-dja-nang,Đà Nẵng,Football,football,1,0,DAN,,0,33121,VN,Vietnam,[],#52b030,#52b030,#ffffff,Viettel,viettel,Viettel,Football,football,1,0,VIE,False,0,231270,VN,Vietnam,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1681303968.0,['cardsCode'],1681304141,,,VN,,,VN,,,,,,,,,,,,,,,,,,4.5,3.5,1.65
FknsWOyc,1,True,,,,False,11059414,1681297200,dong-a-thanh-hoa-hong-linh-ha-tinh,False,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,0,False,False,626,False,False,0,4104,6.0,,,100,Ended,finished,Đông Á Thanh Hóa,dong-a-thanh-hoa,Thanh Hóa,Football,football,1,0,DTH,,0,33030,VN,Vietnam,[],#52b030,#52b030,#ffffff,Hồng Lĩnh Hà Tĩnh,hong-linh-ha-tinh,Hà Tĩnh,Football,football,1,0,HON,,0,309496,VN,Vietnam,[],#52b030,#52b030,#ffffff,4.0,4.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,,1681304114.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.injuryTime1', 'time.injuryTime2']",1681304173,,,VN,,,VN,,,,,,,,,,,,,,,,,,2.0,3.25,3.3
zmnsFmn,1,True,,,,False,11059397,1681388100,ha-noi-hai-phong,False,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,0,False,False,626,False,False,0,4104,6.0,,,100,Ended,finished,Hà Nội,ha-noi,Hà Nội,Football,football,1,0,HAN,,0,33130,VN,Vietnam,[],#52b030,#52b030,#ffffff,Hải Phòng,hai-phong,Hải Phòng,Football,football,1,0,HAP,False,0,33124,VN,Vietnam,[],#52b030,#52b030,#ffffff,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1681395019.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681395022,1.0,,VN,,,VN,,,,,,,,,,,,,,,,,,1.6,3.75,4.75
vmnsAaq,3,True,,,,False,11059405,1681388100,binh-dinh-ho-chi-minh-city,False,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,0,False,False,626,False,False,0,4104,6.0,,,100,Ended,finished,Hồ Chí Minh City,ho-chi-minh-city,Hồ Chí Minh,Football,football,1,0,HCM,False,0,33120,VN,Vietnam,[],#52b030,#52b030,#ffffff,Bình Định,binh-dinh,Bình Định,Football,football,1,0,BIN,False,0,40025,VN,Vietnam,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1681394939.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681394943,1.0,,VN,,,VN,,,,,,,,,,,,,,,,,,4.0,3.3,1.8
Lgbsalb,1,False,,,1.0,False,11202698,1681320600,besiktas-atletico-madrid,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,0,False,False,853,False,False,0,86,1.0,,,100,Ended,finished,Beşiktaş,besiktas,Beşiktaş,Football,football,1,0,BES,False,0,3050,TR,Turkey,[],#52b030,#52b030,#ffffff,Atlético Madrid,atletico-madrid,Atl. Madrid,Football,football,1,0,ATM,False,0,2836,ES,Spain,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1681327826.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681327830,2.0,,,,,,,,,,,,,,,,,,,,,,,2.62,3.2,2.38
PlpsRlp,1,False,,,,False,11182775,1681221600,israel-hungary,False,"International Friendly Games, Women",international-friendly-games-women,World,world,Football,football,1,1468,international,"Int. Friendly Games, Women",int-friendly-games-women,World,world,Football,football,1,1468,international,0,False,False,852,False,False,0,1039,1.0,,,100,Ended,finished,Hungary,hungary,Hungary,Football,football,1,0,HUN,,0,38090,HU,Hungary,[],#52b030,#52b030,#ffffff,Israel,israel,Israel,Football,football,1,0,ISR,,0,38092,IL,Israel,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1681228442.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681228444,,,,,,,,,,,,,,,,,,,,,,,,1.15,6.0,16.0
APisGHt,1,False,,,1.0,False,11182776,1681223400,colombia-italy,False,"International Friendly Games, Women",international-friendly-games-women,World,world,Football,football,1,1468,international,"Int. Friendly Games, Women",int-friendly-games-women,World,world,Football,football,1,1468,international,0,False,False,852,False,False,0,1039,1.0,,,100,Ended,finished,Italy,italy,Italy,Football,football,1,0,ITA,False,0,22025,IT,Italy,[],#52b030,#52b030,#ffffff,Colombia,colombia,Colombia,Football,football,1,0,COL,False,0,46631,CO,Colombia,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,1681230679.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681230683,6.0,,,,,,,,,,,,,,,,,,,,,,,1.44,4.5,5.5
oYcstYc,1,False,,,1.0,False,11112442,1681228800,japan-denmark,False,"International Friendly Games, Women",international-friendly-games-women,World,world,Football,football,1,1468,international,"Int. Friendly Games, Women",int-friendly-games-women,World,world,Football,football,1,1468,international,0,False,False,852,False,False,0,1039,1.0,,,100,Ended,finished,Denmark,denmark,Denmark,Football,football,1,0,DEN,False,0,7414,DK,Denmark,[],#52b030,#52b030,#ffffff,Japan,japan,Japan,Football,football,1,0,JPN,False,0,7418,JP,Japan,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1681232580.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1681235707,,,,,,,,,,,,,,,,,,,,,,,,2.9,3.25,2.15
IZmsKlp,2,False,,,,False,11182777,1681228800,estonia-ukraine,False,"International Friendly Games, Women",international-friendly-games-women,World,world,Football,football,1,1468,international,"Int. Friendly Games, Women",int-friendly-games-women,World,world,Football,football,1,1468,international,0,False,False,852,False,False,0,1039,1.0,,,100,Ended,finished,Estonia,estonia,Estonia,Football,football,1,0,EST,,0,38085,EE,Estonia,[],#52b030,#52b030,#ffffff,Ukraine,ukraine,Ukraine,Football,football,1,0,UKR,False,0,32483,UA,Ukraine,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1681235713.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681235716,,,,,,,,,,,,,,,,,,,,,,,,17.0,9.0,1.08
lYcsREj,2,True,,,1.0,False,11121940,1681228800,brazil-germany,False,"International Friendly Games, Women",international-friendly-games-women,World,world,Football,football,1,1468,international,"Int. Friendly Games, Women",int-friendly-games-women,World,world,Football,football,1,1468,international,0,False,False,852,False,False,0,1039,1.0,,,100,Ended,finished,Germany,germany,Germany,Football,football,1,0,GER,False,0,23992,DE,Germany,[],#52b030,#52b030,#ffffff,Brazil,brazil,Brazil,Football,football,1,0,BRA,False,0,7411,BR,Brazil,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,,1681235497.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.injuryTime1', 'time.injuryTime2']",1681280398,,,,,,,,,,,,,,,,,,,,,,,,1.4,4.2,6.0
