customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.userCount,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,roundInfo.name,roundInfo.cupRoundType,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,time.injuryTime1,awayRedCards,tournament.category.alpha2,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,tournament.uniqueTournament.category.alpha2,homeRedCards,aggregatedWinnerCode,previousLegEventId,homeTeam.gender,homeTeam.national,awayTeam.gender,awayTeam.national,homeScore.aggregated,awayScore.aggregated,homeScore.extra1,homeScore.extra2,homeScore.overtime,awayScore.extra1,awayScore.extra2,awayScore.overtime,homeScore.penalties,awayScore.penalties,choice_1,choice_X,choice_2
bMosEzp,1,False,,,,False,11137467,1681315200,puszcza-niepolomice-bruk-bet-termalica-nieciecza,False,I Liga,i-liga,Poland,poland,Football,football,1,47,poland,I Liga,i-liga,Poland,poland,Football,football,1,47,poland,0,False,False,229,False,False,0,1427,23.0,,,100,Ended,finished,Bruk-Bet Termalica Nieciecza,bruk-bet-termalica-nieciecza,Termalica,Football,football,1,0,NIE,,0,36851,PL,Poland,[],#52b030,#52b030,#ffffff,Puszcza Niepołomice,puszcza-niepolomice,Puszcza,Football,football,1,0,PUS,,0,38729,PL,Poland,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,5.0,1681322171.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681322173,3.0,1.0,PL,,,PL,,,,,,,,,,,,,,,,,,1.91,3.25,3.5
Zjbsnkb,2,True,True,True,1.0,False,11055323,1681324200,cd-nacional-sporting-braga,False,Taça de Portugal,taca-de-portugal,Portugal,portugal,Football,football,1,44,portugal,Taça de Portugal,taca-de-portugal,Portugal,portugal,Football,football,1,44,portugal,0,False,False,336,False,False,0,207,28.0,Semifinal,2.0,100,Ended,finished,CD Nacional,cd-nacional,Nacional,Football,football,1,0,CDN,False,0,3013,PT,Portugal,[],#52b030,#52b030,#ffffff,Sporting Braga,sporting-braga,Braga,Football,football,1,0,BRA,False,0,2999,PT,Portugal,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,3.0,5.0,3.0,1681328245.0,"['status.code', 'status.description', 'status.type', 'awayScore.period2', 'awayScore.normaltime']",1681331160,5.0,,PT,,,PT,,2.0,,,,,,0.0,5.0,,,,,,,,,8.5,5.0,1.3
hXslX,1,False,,,,False,10387696,1681238700,raith-rovers-dundee-fc,False,Championship,championship,Scotland,scotland,Football,football,1,22,scotland,Championship,championship,Scotland,scotland,Football,football,1,22,scotland,0,False,False,206,False,False,0,55,30.0,,,100,Ended,finished,Dundee FC,dundee-fc,Dundee,Football,football,1,0,DUN,False,0,2357,SX,Scotland,[],#52b030,#52b030,#ffffff,Raith Rovers,raith-rovers,Raith Rovers,Football,football,1,0,RAI,,0,2361,SX,Scotland,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,,1681242480.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681245466,,,SX,,,SX,,,,,,,,,,,,,,,,,,1.25,5.0,11.0
zXsBX,1,False,,,,False,10387781,1681238700,hamilton-academical-greenock-morton,False,Championship,championship,Scotland,scotland,Football,football,1,22,scotland,Championship,championship,Scotland,scotland,Football,football,1,22,scotland,0,False,False,206,False,False,0,55,30.0,,,100,Ended,finished,Greenock Morton,greenock-morton,Greenock Morton,Football,football,1,0,MOR,False,0,2374,SX,Scotland,[],#52b030,#52b030,#ffffff,Hamilton Academical,hamilton-academical,Hamilton,Football,football,1,0,HAM,,0,2376,SX,Scotland,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,1681242360.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1681245475,,,SX,,,SX,,,,,,,,,,,,,,,,,,1.57,4.0,5.0
mXsqX,1,False,,,,False,11095656,1681238700,arbroath-inverness-caledonian-thistle,False,Championship,championship,Scotland,scotland,Football,football,1,22,scotland,Championship,championship,Scotland,scotland,Football,football,1,22,scotland,0,False,False,206,False,False,0,55,28.0,,,100,Ended,finished,Inverness Caledonian Thistle,inverness-caledonian-thistle,Caley Thistle,Football,football,1,0,INV,False,0,2362,SX,Scotland,[],#52b030,#52b030,#ffffff,Arbroath,arbroath,Arbroath,Football,football,1,0,ARB,,0,2366,SX,Scotland,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,1681242420.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1681245376,,,SX,,,SX,1.0,,,,,,,,,,,,,,,,,2.0,3.2,3.5
nXsLX,2,False,,,,False,11180409,1681238700,montrose-falkirk-fc,False,League One,league-one,Scotland,scotland,Football,football,1,22,scotland,League One,league-one,Scotland,scotland,Football,football,1,22,scotland,0,False,False,207,False,False,0,56,28.0,,,100,Ended,finished,Montrose,montrose,Montrose,Football,football,1,0,MON,,0,2386,SX,Scotland,[],#52b030,#52b030,#ffffff,Falkirk FC,falkirk-fc,Falkirk,Football,football,1,0,FAL,False,0,2363,SX,Scotland,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,,1681245327.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681245328,,,SX,,,SX,,,,,,,,,,,,,,,,,,3.25,3.6,1.95
aXsKX,2,False,,,,False,11180408,1681238700,peterhead-dunfermline-athletic,False,League One,league-one,Scotland,scotland,Football,football,1,22,scotland,League One,league-one,Scotland,scotland,Football,football,1,22,scotland,0,False,False,207,False,False,0,56,28.0,,,100,Ended,finished,Peterhead,peterhead,Peterhead,Football,football,1,0,PET,,0,2385,SX,Scotland,[],#52b030,#52b030,#ffffff,Dunfermline Athletic,dunfermline-athletic,Dunfermline,Football,football,1,0,DUN,,0,2350,SX,Scotland,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,,1681242420.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2', 'awayScore.normaltime']",1681245309,,,SX,,,SX,,,,,,,,,,,,,,,,,,12.0,6.5,1.17
CXsJX,0,False,,,,False,11135492,1681238700,stirling-albion-dumbarton,False,League Two,league-two,Scotland,scotland,Football,football,1,22,scotland,League Two,league-two,Scotland,scotland,Football,football,1,22,scotland,0,False,False,209,False,False,0,57,20.0,,,60,Postponed,postponed,Dumbarton,dumbarton,Dumbarton,Football,football,1,0,DUM,,0,2377,SX,Scotland,[],#52b030,#52b030,#ffffff,Stirling Albion,stirling-albion,Stirling,Football,football,1,0,STI,,0,2384,SX,Scotland,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,"['status.code', 'status.description', 'status.type']",1681238237,,,SX,,,SX,,,,,,,,,,,,,,,,,,3.4,3.5,1.95
vXsFX,3,False,,,,False,11175196,1681238700,elgin-city-stenhousemuir,False,League Two,league-two,Scotland,scotland,Football,football,1,22,scotland,League Two,league-two,Scotland,scotland,Football,football,1,22,scotland,0,False,False,209,False,False,0,57,29.0,,,100,Ended,finished,Elgin City,elgin-city,Elgin City,Football,football,1,0,ELG,,0,2380,SX,Scotland,[],#52b030,#52b030,#ffffff,Stenhousemuir,stenhousemuir,Stenhousemuir,Football,football,1,0,STE,,0,2370,SX,Scotland,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1681242480.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681245468,,,SX,,,SX,,,,,,,,,,,,,,,,,,3.5,3.5,1.91
HGnsKGn,3,True,,,,False,11041377,1681216200,brunei-dpmm-fc-young-lions,False,Premier League,premier-league,Singapore,singapore,Football,football,1,45,singapore,Premier League,premier-league,Singapore,singapore,Football,football,1,45,singapore,0,False,False,634,False,False,0,58,,,,100,Ended,finished,Young Lions,young-lions,Young Lions,Football,football,1,0,YGL,,0,34082,SG,Singapore,[],#52b030,#52b030,#ffffff,Brunei DPMM FC,brunei-dpmm-fc,DPMM,Football,football,1,0,BRU,False,0,34085,SG,Singapore,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1681222955.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681222957,,,SG,,,SG,,,,,,,,,,,,,,,,,,6.0,4.5,1.4
OkbsUkb,1,True,,,,False,11041373,1681302600,geylang-international-balestier-central,False,Premier League,premier-league,Singapore,singapore,Football,football,1,45,singapore,Premier League,premier-league,Singapore,singapore,Football,football,1,45,singapore,0,False,False,634,False,False,0,58,,,,100,Ended,finished,Geylang International,geylang-international,Geylang Int.,Football,football,1,0,GEY,,0,3044,SG,Singapore,[],#52b030,#52b030,#ffffff,Balestier Central,balestier-central,Balestier Khalsa,Football,football,1,0,BAL,,0,3039,SG,Singapore,[],#52b030,#52b030,#ffffff,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,1681306258.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.injuryTime1', 'time.injuryTime2']",1681309149,,,SG,,,SG,,,,,,,,,,,,,,,,,,1.7,4.2,3.6
eYslwU,1,False,,,,False,11180758,1681315200,sk-slovan-bratislava-mfk-skalica,False,Slovensky Pohar,slovensky-pohar,Slovakia,slovakia,Football,football,1,23,slovakia,Slovensky Pohar,slovensky-pohar,Slovakia,slovakia,Football,football,1,23,slovakia,0,False,False,303,False,False,0,168,28.0,Semifinal,2.0,100,Ended,finished,ŠK Slovan Bratislava,sk-slovan-bratislava,Slovan,Football,football,1,0,SLO,,0,2404,SK,Slovakia,[],#52b030,#52b030,#ffffff,MFK Skalica,mfk-skalica,Skalica,Football,football,1,0,SKA,False,0,111061,SK,Slovakia,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,1681322058.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681322059,6.0,,SK,,,SK,,,,,,,,,,,,,,,,,,1.14,6.5,13.0
vPismLNc,1,False,,,,False,11187299,1681279200,siheung-citizen-fc-gyeongnam-fc,False,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,0,False,False,615,False,False,0,4417,3.0,Round 3,,100,Ended,finished,Gyeongnam FC,gyeongnam-fc,Gyeongnam,Football,football,1,0,GYE,,0,22020,KR,South Korea,[],#52b030,#52b030,#ffffff,Siheung Citizen FC,siheung-citizen-fc,Siheung Citizen,Football,football,1,0,SIH,False,0,346812,KR,South Korea,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,1681286044.0,"['time.injuryTime1', 'time.injuryTime2']",1681290463,,,KR,,,KR,,1.0,,,,,,,,,,,,,,,,1.44,4.33,5.0
cddsArZb,2,False,,,,False,11187301,1681293600,suwon-samsung-bluewings-ansan-greeners-fc,False,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,0,False,False,615,False,False,0,4417,3.0,Round 3,,100,Ended,finished,Ansan Greeners FC,ansan-greeners-fc,Ansan Greeners FC,Football,football,1,0,ANG,,0,248375,KR,South Korea,[],#52b030,#52b030,#ffffff,Suwon Samsung Bluewings,suwon-samsung-bluewings,Suwon Bluewings,Football,football,1,0,SUW,False,0,7652,KR,South Korea,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,,1681300472.0,"['time.injuryTime1', 'time.injuryTime2']",1681301266,,,KR,,,KR,,2.0,,,,,,,,,,,,,,,,4.2,3.5,1.75
ZcdsmAq,2,False,,,,False,11187313,1681293600,jeju-united-changwon-city,False,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,0,False,False,615,False,False,0,4417,3.0,Round 3,,100,Ended,finished,Changwon City,changwon-city,Changwon City,Football,football,1,0,CHA,,0,41262,KR,South Korea,[],#52b030,#52b030,#ffffff,Jeju United,jeju-united,Jeju United,Football,football,1,0,JEJ,,0,7649,KR,South Korea,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1681300281.0,"['time.injuryTime1', 'time.injuryTime2']",1681301205,,,KR,,,KR,,2.0,,,,,,,,,,,,,,,,12.0,6.0,1.17
TcdsCWKc,2,False,,,,False,11187308,1681293600,jeonnam-dragons-chungnam-asan-fc,False,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,0,False,False,615,False,False,0,4417,3.0,Round 3,,100,Ended,finished,Chungnam Asan FC,chungnam-asan-fc,Chungnam Asan,Football,football,1,0,CHU,,0,339827,KR,South Korea,[],#52b030,#52b030,#ffffff,Jeonnam Dragons,jeonnam-dragons,Jeonnam,Football,football,1,0,JED,,0,7643,KR,South Korea,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,,1681300300.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'homeScore.normaltime', 'awayScore.normaltime', 'time.injuryTime1', 'time.injuryTime2']",1681300330,,,KR,,,KR,,2.0,,,,,,,,,,,,,,,,2.25,2.9,3.1
UcdsnAq,1,False,,,,False,11187314,1681293600,daegu-fc-cheonan-city-fc,False,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,0,False,False,615,False,False,0,4417,3.0,Round 3,,110,AET,finished,Daegu FC,daegu-fc,Daegu FC,Football,football,1,0,DAG,,0,7644,KR,South Korea,[],#52b030,#52b030,#ffffff,Cheonan City FC,cheonan-city-fc,Cheonan City,Football,football,1,0,CHE,,0,41263,KR,South Korea,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,1681302777.0,"['homeScore.extra1', 'homeScore.extra2', 'awayScore.extra1', 'awayScore.extra2']",1681303162,,,KR,,,KR,,1.0,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,,1.14,6.0,15.0
Vcdsxwnd,1,False,,,,False,11187300,1681293600,daejeon-hana-citizen-geoje-citizen,False,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,0,False,False,615,False,False,0,4417,3.0,Round 3,,100,Ended,finished,Daejeon Hana Citizen,daejeon-hana-citizen,Daejeon Hana,Football,football,1,0,DAJ,False,0,7645,KR,South Korea,[],#52b030,#52b030,#ffffff,Geoje Citizen,geoje-citizen,Geoje Citizen,Football,football,1,0,GEO,,0,408572,KR,South Korea,[],#52b030,#52b030,#ffffff,4.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0,,1681300559.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1681303093,,,KR,,,KR,,1.0,,,,,,,,,,,,,,,,1.14,7.0,15.0
Xcdsbdd,2,False,,,,False,11187316,1681293600,seongnam-fc-gimcheon-sangmu-fc,False,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,0,False,False,615,False,False,0,4417,3.0,Round 3,,120,AP,finished,Gimcheon Sangmu FC,gimcheon-sangmu-fc,Gimcheon,Football,football,1,0,GIS,False,0,7647,KR,South Korea,[],#52b030,#52b030,#ffffff,Seongnam FC,seongnam-fc,Seongnam,Football,football,1,0,SEO,,0,7651,KR,South Korea,[],#52b030,#52b030,#ffffff,4.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,1.0,,1681303554.0,"['time.injuryTime1', 'time.injuryTime2', 'time.injuryTime3', 'time.injuryTime4']",1681303582,,,KR,,,KR,,2.0,,,,,,,,,,0.0,,,0.0,3.0,4.0,1.95,3.1,3.6
WcdsxdDb,1,False,,,,False,11187309,1681293600,fc-seoul-gimpo-fc,False,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,0,False,False,615,False,False,0,4417,3.0,Round 3,,120,AP,finished,Gimpo FC,gimpo-fc,Gimpo FC,Football,football,1,0,GIM,,0,195172,KR,South Korea,[],#52b030,#52b030,#ffffff,FC Seoul,fc-seoul,FC Seoul,Football,football,1,0,SEO,,0,7646,KR,South Korea,[],#52b030,#52b030,#ffffff,5.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,,1681303177.0,"['status.code', 'status.description', 'status.type']",1681303631,,,KR,,,KR,,1.0,,,,,,,,,,0.0,,,0.0,4.0,2.0,4.5,3.4,1.67
RcdsmDu,1,False,,,,False,11187303,1681293600,busanpark-gwangju-fc,False,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,0,False,False,615,False,False,0,4417,3.0,Round 3,,100,Ended,finished,Gwangju FC,gwangju-fc,Gwangju,Football,football,1,0,GWA,,0,48912,KR,South Korea,[],#52b030,#52b030,#ffffff,Busan I Park,busan-i-park,Busan,Football,football,1,0,BUS,,0,7642,KR,South Korea,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,,1681300311.0,"['time.injuryTime1', 'time.injuryTime2']",1681300348,,,KR,,,KR,,1.0,,,,,,,,,,,,,,,,1.6,3.8,4.75
UKAcsCwnd,1,False,,,,False,11187297,1681293600,dangjin-citizen-paju-citizen-fc,False,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,0,False,False,615,False,False,0,4417,3.0,Round 3,,100,Ended,finished,Paju Citizen FC,paju-citizen-fc,Paju Citizen FC,Football,football,1,0,PAC,,0,314294,KR,South Korea,[],#52b030,#52b030,#ffffff,Dangjin Citizen,dangjin-citizen,Dangjin Citizen,Football,football,1,0,DAN,,0,408577,KR,South Korea,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,,1681300268.0,"['time.injuryTime1', 'time.injuryTime2']",1681300318,,,KR,,,KR,,1.0,,,,,,,,,,,,,,,,1.65,3.5,4.5
lAqsxNAb,1,False,,,,False,11187306,1681295400,suwon-fc-seoul-e-land-fc,False,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,Korean FA Cup,korean-fa-cup,South Korea,south-korea,Football,football,1,291,south-korea,0,False,False,615,False,False,0,4417,3.0,Round 3,,100,Ended,finished,Seoul E-Land FC,seoul-e-land-fc,Seoul E-Land FC,Football,football,1,0,SEL,,0,189422,KR,South Korea,[],#52b030,#52b030,#ffffff,Suwon FC,suwon-fc,Suwon FC,Football,football,1,0,SFC,False,0,41261,KR,South Korea,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,,1681302129.0,"['time.injuryTime1', 'time.injuryTime2']",1681302148,,1.0,KR,,,KR,,1.0,,,,,,,,,,,,,,,,2.4,3.4,2.6
PlbsFZec,1,False,,,,False,11203183,1681214400,sanliurfaspor-esenler-erokspor,False,"2nd Lig, Beyaz Grup",2nd-lig-beyaz-grup,Turkey,turkey,Football,football,1,46,turkey,TFF 2. Lig,tff-2-lig,Turkey,turkey,Football,football,1,46,turkey,0,False,False,97,False,False,0,1993,23.0,,,100,Ended,finished,Şanlıurfaspor,sanliurfaspor,Şanlıurfaspor,Football,football,1,0,SAN,,0,3090,TR,Turkey,[],#52b030,#52b030,#ffffff,Esenler Erokspor,esenler-erokspor,Erokspor,Football,football,1,0,ESE,,0,262480,TR,Turkey,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,,1681221738.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681221742,,,TR,,,TR,,,,,,,,,,,,,,,,,,2.0,3.3,3.25
citbsaRtc,3,False,,,,False,10457442,1681293600,karbel-karakopru-belediyespor-catalcaspor,False,"3. Lig, Group 1",3-lig-group-1,Turkey,turkey,Football,football,1,46,turkey,"TFF 3. Lig, Grup 1",tff-3-lig-grup-1,Turkey,turkey,Football,football,1,46,turkey,0,False,False,11417,False,False,0,2756,28.0,,,100,Ended,finished,Çatalcaspor,catalcaspor,Çatalcaspor,Football,football,1,0,CAT,,0,170402,TR,Turkey,[],#52b030,#52b030,#ffffff,Karbel Karaköprü Belediyespor,karbel-karakopru-belediyespor,Karbel Karaköprü,Football,football,1,0,KAB,False,0,297100,TR,Turkey,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,1681300672.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681300676,4.0,,TR,,,TR,,,,,,,,,,,,,,,,,,3.3,2.8,2.2
hVjsVDH,1,False,,,,False,10457444,1681300800,belediye-kutahyaspor-1922-konyaspor,False,"3. Lig, Group 1",3-lig-group-1,Turkey,turkey,Football,football,1,46,turkey,"TFF 3. Lig, Grup 1",tff-3-lig-grup-1,Turkey,turkey,Football,football,1,46,turkey,0,False,False,11417,False,False,0,2756,28.0,,,100,Ended,finished,Belediye Kütahyaspor,belediye-kutahyaspor,Belediye Kütahyaspor,Football,football,1,0,KUT,False,0,81445,TR,Turkey,[],#52b030,#52b030,#ffffff,1922 Konyaspor,1922-konyaspor,Konyaspor,Football,football,1,0,KON,False,0,24757,TR,Turkey,[],#52b030,#52b030,#ffffff,3.0,3.0,0.0,,,2.0,2.0,0.0,,,5.0,1681307913.0,"['status.code', 'status.description', 'status.type', 'time.currentPeriodStart']",1681307914,2.0,,TR,,,TR,,,,,,,,,,,,,,,,,,1.67,3.2,5.0
tlbsycG,2,False,,,,False,10457436,1681300800,belediye-derincespor-elazigspor,False,"3. Lig, Group 1",3-lig-group-1,Turkey,turkey,Football,football,1,46,turkey,"TFF 3. Lig, Grup 1",tff-3-lig-grup-1,Turkey,turkey,Football,football,1,46,turkey,0,False,False,11417,False,False,0,2756,28.0,,,100,Ended,finished,Elazığspor,elazigspor,Elazığspor,Football,football,1,0,ELA,,0,3068,TR,Turkey,[],#52b030,#52b030,#ffffff,Belediye Derincespor,belediye-derincespor,Belediye Derince,Football,football,1,0,BED,False,0,77623,TR,Turkey,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,1681307780.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681307783,,,TR,,,TR,,,,,,,,,,,,,,,,,,2.8,2.8,2.5
HJtcsZQtc,1,False,,,,False,10457431,1681300800,nevsehir-belediye-spor-edirnespor,False,"3. Lig, Group 1",3-lig-group-1,Turkey,turkey,Football,football,1,46,turkey,"TFF 3. Lig, Grup 1",tff-3-lig-grup-1,Turkey,turkey,Football,football,1,46,turkey,0,False,False,11417,False,False,0,2756,28.0,,,100,Ended,finished,Nevşehir Belediye Spor,nevsehir-belediye-spor,Nevşehirspor,Football,football,1,0,NEV,,0,297099,TR,Turkey,[],#52b030,#52b030,#ffffff,Edirnespor,edirnespor,Edirnespor,Football,football,1,0,EDI,,0,296732,TR,Turkey,[],#52b030,#52b030,#ffffff,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,2.0,7.0,1681307667.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681307668,2.0,,TR,,,TR,,,,,,,,,,,,,,,,,,1.65,3.5,4.5
