averageX,averageY,pointsCount,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_userCount,player_id,team
55.583333333333,37.45,42,Petar Pušić,,,petar-pusic,P. Pusić,M,84,837015,home
58.468292682927,46.046341463415,41,Mijo Caktaš,,,mijo-caktas,M. Caktaš,M,411,152887,home
41.797872340426,53.065957446809,47,Vedran Jugović,,,vedran-jugovic,V. Jugović,M,41,51223,home
43.077777777778,37.740740740741,27,Darko Nejašmić,,,darko-nejasmic,D. Nejašmić,M,233,897603,home
43.470833333333,42.954166666667,24,Petar Brlek,,,petar-brlek,P. Brlek,M,84,136718,home
57.225862068966,23.927586206897,58,Kristian Fućak,,,fucak-kristian,K. Fućak,F,125,989335,home
48.566666666667,15.38,15,Domagoj Bukvić,,,domagoj-bukvic,D. Bukvić,M,101,1122918,home
29.376470588235,64.452941176471,17,Styopa Mkrtchyan,,,styopa-mkrtchyan,S. Mkrtchyan,D,73,988354,home
45.433333333333,70.333333333333,6,Ivan Fiolić,,,ivan-fiolic,I. Fiolić,M,108,283855,home
60.529508196721,76.6,61,Kristijan Lovrić,,,kristijan-lovric,K. Lovrić,M,557,359044,home
25.719230769231,56.716666666667,78,Stefanos Evangelou,,,stefanos-evangelou,S. Evangelou,D,79,800972,home
10.436170212766,46.025531914894,47,Marko Malenica,,,marko-malenica,M. Malenica,G,82,149673,home
66.405084745763,47.972881355932,59,Ramón Miérez,,,ramon-mierez,R. Miérez,F,404,836200,home
29.137037037037,25.631481481481,54,Adrian Leon Barišić,,,adrian-leon-barisic,A. L. Barišić,D,226,959592,home
39.44,82.225454545455,55,Oleksandr Drambaev,,,oleksandr-drambaev,O. Drambaev,D,87,997084,home
46.653846153846,14.325641025641,78,Šime Gržan,,,sime-grzan,Š. Gržan,D,68,152402,home
7.9309523809524,47.804761904762,42,Ivan Sušak,,,ivan-susak,I. Sušak,G,43,921539,away
64.236842105263,44.289473684211,19,Arb Manaj,,,arb-manaj,A. Manaj,F,79,1014718,away
50.969811320755,13.715094339623,53,Antonio Bosec,,,antonio-bosec,A. Bosec,D,65,845373,away
48.62962962963,63.122222222222,27,Michael Agbekpornu,,,michael-agbekpornu,M. Agbekpornu,M,32,1005403,away
28.242105263158,37.668421052632,19,Vinko Međimorec,,,vinko-medimorec,V. Međimorec,D,19,798469,away
45.42037037037,52.97037037037,54,Bautista Cascini,,,bautista-cascini,B. Cascini,M,46,830669,away
54.010526315789,31.057894736842,19,Mihail Caimacov,Mihail,Caimacov,mihail-caimacov,M. Caimacov,M,55,884871,away
44.630434782609,51.910144927536,69,Benedik Mioč,,,benedik-mioc,B. Mioč,M,32,314336,away
63.826315789474,61.184210526316,38,Dilan Ortíz,,,dilan-ortiz,D. Ortíz,F,37,974559,away
34.1,37.462857142857,70,Marco Boras,,,marco-boras,M. Boras,D,27,1065156,away
34.213559322034,67.835593220339,59,Luka Racic,,,luka-racic,L. Racic,D,45,837013,away
88.5,72.0,1,Matej Šakota,Matej Sakota,,matej-sakota,M. Šakota,F,95,1139268,away
53.098484848485,77.992424242424,66,Arber Hoxha,,,arber-hoxha,A. Hoxha,F,111,890663,away
42.902352941176,89.545882352941,85,Marko Martinaga,,,marko-martinaga,M. Martinaga,M,22,789119,away
55.604081632653,29.375510204082,49,Ante Crnac,,,ante-crnac,A. Crnac,F,259,1090027,away
