customId,winnerCode,coverage,hasGlobalHighlights,crowdsourcingDataDisplayEnabled,id,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.userCount,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.gender,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.national,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.gender,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.national,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,changes.changes,changes.changeTimestamp,roundInfo.round,time.currentPeriodStartTimestamp,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,tournament.category.alpha2,tournament.uniqueTournament.category.alpha2,time.injuryTime1,time.injuryTime2,aggregatedWinnerCode,roundInfo.name,roundInfo.slug,roundInfo.cupRoundType,awayRedCards,homeRedCards
RPsWzo,1,,True,False,10396408,1678546800,nk-lokomotiva-zagreb-nk-slaven-belupo,False,HNL,hnl,Croatia,croatia,Football,football,1,14,croatia,HNL,hnl,#c61a18,#f83044,Croatia,croatia,Football,football,1,14,croatia,38341,170,True,False,True,False,344,48,100,Ended,finished,NK Lokomotiva Zagreb,nk-lokomotiva-zagreb,Lokomotiva,M,Football,football,1,10353,LOK,False,False,0,36246,HR,Croatia,[],#0000ff,#ffffff,#ffffff,NK Slaven Belupo,nk-slaven-belupo,Slaven,M,Football,football,1,7897,SLA,False,False,0,2042,HR,Croatia,[],#4f6abc,#ffffff,#ffffff,1,1,0,1,1,0,0,0,0,0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1678553595,25.0,1678553592.0,True,True,1.0,HR,HR,,4.0,,,,,,
LPsRP,1,,True,False,10396364,1679159400,nk-slaven-belupo-hnk-hajduk-split,False,HNL,hnl,Croatia,croatia,Football,football,1,14,croatia,HNL,hnl,#c61a18,#f83044,Croatia,croatia,Football,football,1,14,croatia,38341,170,True,False,True,False,344,48,100,Ended,finished,HNK Hajduk Split,hnk-hajduk-split,Hajduk,M,Football,football,1,62457,HAJ,False,False,0,2036,HR,Croatia,[],#ffffff,#ffffff,#ffffff,NK Slaven Belupo,nk-slaven-belupo,Slaven,M,Football,football,1,7897,SLA,False,False,0,2042,HR,Croatia,[],#4f6abc,#ffffff,#ffffff,1,1,0,1,1,0,0,0,0,0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1679166003,26.0,1679165999.0,True,True,1.0,HR,HR,,3.0,,,,,,
RPsfrFc,2,,False,False,11148181,1679499000,nk-medimurec-dunjkovec-pretetinec-nk-slaven-belupo,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,#25497d,#d38f1d,World,world,Football,football,1,1468,international,40028,853,False,False,False,False,0,86,100,Ended,finished,NK Međimurec Dunjkovec-Pretetinec,nk-medimurec-dunjkovec-pretetinec,Međimurec DP,M,Football,football,1,63,MDP,False,False,0,325855,HR,Croatia,[],#52b030,#52b030,#ffffff,NK Slaven Belupo,nk-slaven-belupo,Slaven,M,Football,football,1,7897,SLA,False,False,0,2042,HR,Croatia,[],#4f6abc,#ffffff,#ffffff,1,1,1,0,1,4,4,3,1,4,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1679505225,1.0,1679505222.0,,,,,,,,,,,,,
RPsEkk,1,,True,False,10396414,1680278400,nk-istra-1961-nk-slaven-belupo,False,HNL,hnl,Croatia,croatia,Football,football,1,14,croatia,HNL,hnl,#c61a18,#f83044,Croatia,croatia,Football,football,1,14,croatia,38341,170,True,False,True,False,344,48,100,Ended,finished,NK Slaven Belupo,nk-slaven-belupo,Slaven,M,Football,football,1,7897,SLA,False,False,0,2042,HR,Croatia,[],#4f6abc,#ffffff,#ffffff,NK Istra 1961,nk-istra-1961,Istra,M,Football,football,1,9068,IST,False,False,0,25529,HR,Croatia,[],#eee447,#222226,#222226,2,2,1,1,2,0,0,0,0,0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680285337,27.0,1680285334.0,True,True,1.0,HR,HR,1.0,6.0,,,,,,
RPsFCRb,3,,True,False,10396443,1680876000,nk-varazdin-nk-slaven-belupo,False,HNL,hnl,Croatia,croatia,Football,football,1,14,croatia,HNL,hnl,#c61a18,#f83044,Croatia,croatia,Football,football,1,14,croatia,38341,170,True,False,True,False,344,48,100,Ended,finished,NK Slaven Belupo,nk-slaven-belupo,Slaven,M,Football,football,1,7897,SLA,False,False,0,2042,HR,Croatia,[],#4f6abc,#ffffff,#ffffff,NK Varaždin,nk-varazdin,Varaždin,M,Football,football,1,8362,VAR,False,False,0,231380,HR,Croatia,[],#004194,#ffffff,#ffffff,1,1,1,0,1,1,1,0,1,1,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680882949,28.0,1680882947.0,True,True,1.0,HR,HR,,6.0,,,,,,
LPsRP,2,,True,False,11108973,1681313400,nk-slaven-belupo-hnk-hajduk-split,False,Croatia Cup,croatia-cup,Croatia,croatia,Football,football,1,14,croatia,Croatian Cup,croatian-cup,#d9251d,#4087c7,Croatia,croatia,Football,football,1,14,croatia,7602,307,False,False,False,False,0,170,100,Ended,finished,NK Slaven Belupo,nk-slaven-belupo,Slaven,M,Football,football,1,7897,SLA,False,False,0,2042,HR,Croatia,[],#4f6abc,#ffffff,#ffffff,HNK Hajduk Split,hnk-hajduk-split,Hajduk,M,Football,football,1,62457,HAJ,False,False,0,2036,HR,Croatia,[],#ffffff,#ffffff,#ffffff,0,0,0,0,0,1,1,0,1,1,"['time.injuryTime1', 'time.injuryTime2']",1681320420,28.0,1681320398.0,,,,HR,HR,,,2.0,Semifinal,semifinal,2.0,,
HPsRP,1,,True,False,10396403,1681578600,nk-slaven-belupo-gnk-dinamo-zagreb,False,HNL,hnl,Croatia,croatia,Football,football,1,14,croatia,HNL,hnl,#c61a18,#f83044,Croatia,croatia,Football,football,1,14,croatia,38341,170,True,False,True,False,344,48,100,Ended,finished,GNK Dinamo Zagreb,gnk-dinamo-zagreb,Dinamo,M,Football,football,1,122203,DIN,False,False,0,2032,HR,Croatia,[],#0b59a1,#ffffff,#ffffff,NK Slaven Belupo,nk-slaven-belupo,Slaven,M,Football,football,1,7897,SLA,False,False,0,2042,HR,Croatia,[],#4f6abc,#ffffff,#ffffff,4,4,3,1,4,0,0,0,0,0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681585469,29.0,1681585465.0,True,True,1.0,HR,HR,1.0,3.0,,,,,,
PPsRP,1,,True,False,10396435,1682093400,nk-slaven-belupo-nk-osijek,False,HNL,hnl,Croatia,croatia,Football,football,1,14,croatia,HNL,hnl,#c61a18,#f83044,Croatia,croatia,Football,football,1,14,croatia,38341,170,True,False,True,False,344,48,100,Ended,finished,NK Slaven Belupo,nk-slaven-belupo,Slaven,M,Football,football,1,7897,SLA,False,False,0,2042,HR,Croatia,[],#4f6abc,#ffffff,#ffffff,NK Osijek,nk-osijek,Osijek,M,Football,football,1,22879,OSI,False,False,0,2040,HR,Croatia,[],#08246d,#ffffff,#ffffff,2,2,0,2,2,1,1,0,1,1,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1682100712,30.0,1682100698.0,True,True,1.0,HR,HR,,4.0,,,,,,
EPsRP,1,,True,False,10396452,1682438400,nk-slaven-belupo-hnk-sibenik,False,HNL,hnl,Croatia,croatia,Football,football,1,14,croatia,HNL,hnl,#c61a18,#f83044,Croatia,croatia,Football,football,1,14,croatia,38341,170,True,False,True,False,344,48,100,Ended,finished,HNK Šibenik,hnk-sibenik,Šibenik,M,Football,football,1,7650,SIB,False,False,0,2029,HR,Croatia,[],#fd6d19,#000080,#000080,NK Slaven Belupo,nk-slaven-belupo,Slaven,M,Football,football,1,7897,SLA,False,False,0,2042,HR,Croatia,[],#4f6abc,#ffffff,#ffffff,3,3,2,1,3,1,1,0,1,1,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1682445250,31.0,1682445247.0,True,True,1.0,HR,HR,1.0,4.0,,,,,,
OPsRP,2,,True,False,10396469,1682957400,nk-slaven-belupo-hnk-rijeka,False,HNL,hnl,Croatia,croatia,Football,football,1,14,croatia,HNL,hnl,#c61a18,#f83044,Croatia,croatia,Football,football,1,14,croatia,38341,170,True,False,True,False,344,48,100,Ended,finished,NK Slaven Belupo,nk-slaven-belupo,Slaven,M,Football,football,1,7897,SLA,False,False,0,2042,HR,Croatia,[],#4f6abc,#ffffff,#ffffff,HNK Rijeka,hnk-rijeka,Rijeka,M,Football,football,1,26258,RIJ,False,False,0,2039,HR,Croatia,[],#ffffff,#6699ff,#6699ff,1,1,0,1,1,3,3,2,1,3,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1682964044,32.0,1682964042.0,True,True,1.0,HR,HR,2.0,4.0,,,,,,
RPsrDr,3,,True,False,10396415,1683385200,hnk-gorica-nk-slaven-belupo,False,HNL,hnl,Croatia,croatia,Football,football,1,14,croatia,HNL,hnl,#c61a18,#f83044,Croatia,croatia,Football,football,1,14,croatia,38341,170,True,False,True,False,344,48,100,Ended,finished,HNK Gorica,hnk-gorica,Gorica,M,Football,football,1,10172,GOR,False,False,0,43917,HR,Croatia,[],#ff0000,#ffffff,#ffffff,NK Slaven Belupo,nk-slaven-belupo,Slaven,M,Football,football,1,7897,SLA,False,False,0,2042,HR,Croatia,[],#4f6abc,#ffffff,#ffffff,0,0,0,0,0,0,0,0,0,0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1683392351,33.0,1683392349.0,True,True,1.0,HR,HR,3.0,4.0,,,,,,
RPsWzo,3,,True,False,10396449,1683907200,nk-lokomotiva-zagreb-nk-slaven-belupo,False,HNL,hnl,Croatia,croatia,Football,football,1,14,croatia,HNL,hnl,#c61a18,#f83044,Croatia,croatia,Football,football,1,14,croatia,38341,170,True,False,True,False,344,48,100,Ended,finished,NK Slaven Belupo,nk-slaven-belupo,Slaven,M,Football,football,1,7897,SLA,False,False,0,2042,HR,Croatia,[],#4f6abc,#ffffff,#ffffff,NK Lokomotiva Zagreb,nk-lokomotiva-zagreb,Lokomotiva,M,Football,football,1,10353,LOK,False,False,0,36246,HR,Croatia,[],#0000ff,#ffffff,#ffffff,0,0,0,0,0,0,0,0,0,0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1683914050,34.0,1683914045.0,True,True,1.0,HR,HR,1.0,4.0,,,,,,
LPsRP,2,,True,False,10396331,1684504800,nk-slaven-belupo-hnk-hajduk-split,False,HNL,hnl,Croatia,croatia,Football,football,1,14,croatia,HNL,hnl,#c61a18,#f83044,Croatia,croatia,Football,football,1,14,croatia,38341,170,True,False,True,False,344,48,100,Ended,finished,NK Slaven Belupo,nk-slaven-belupo,Slaven,M,Football,football,1,7897,SLA,False,False,0,2042,HR,Croatia,[],#4f6abc,#ffffff,#ffffff,HNK Hajduk Split,hnk-hajduk-split,Hajduk,M,Football,football,1,62457,HAJ,False,False,0,2036,HR,Croatia,[],#ffffff,#ffffff,#ffffff,0,0,0,0,0,1,1,1,0,1,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1684511471,35.0,1684511469.0,True,True,1.0,HR,HR,,4.0,,,,,,
