Home_value,Home_label,Home_player_name,Home_player_firstName,Home_player_lastName,Home_player_slug,Home_player_shortName,Home_player_position,Home_player_userCount,Home_player_id,Home_player_marketValueCurrency,Home_player_dateOfBirthTimestamp,Away_value,Away_label,Away_player_name,Away_player_slug,Away_player_shortName,Away_player_position,Away_player_userCount,Away_player_id,Away_player_marketValueCurrency
8.1,rating,Amanda Ilestedt,,,amanda-ilestedt,A. Ilestedt,D,232,94320,EUR,727228800,7.6,rating,Hildah Magaia,hildah-magaia,H. Magaia,M,31,973775,EUR
