name,home,away,compareCode,groupName
Ball possession,54%,46%,1,Possession
Total shots,11,14,2,Shots
Shots on target,5,4,1,Shots
Shots off target,3,3,3,Shots
Blocked shots,3,7,2,Shots
Corner kicks,6,5,1,TVData
Offsides,0,2,2,TVData
Fouls,7,10,2,TVData
Yellow cards,2,3,2,TVData
Free kicks,10,7,1,TVData
Throw-ins,38,27,1,TVData
Goal kicks,11,8,1,TVData
Big chances,2,3,2,Shots extra
Big chances missed,2,2,3,Shots extra
Counter attacks,0,1,2,Shots extra
Counter attack shots,0,1,2,Shots extra
Shots inside box,7,9,2,Shots extra
Shots outside box,4,5,2,Shots extra
Goalkeeper saves,2,3,2,Shots extra
Passes,419,357,1,Passes
Accurate passes,276 (66%),213 (60%),1,Passes
Long balls,27/86 (31%),30/102 (29%),1,Passes
Crosses,3/15 (20%),3/20 (15%),1,Passes
Dribbles,12/18 (67%),7/10 (70%),2,Duels
Possession lost,211,199,1,Duels
Duels won,66,66,3,Duels
Aerials won,32,26,1,Duels
Tackles,12,26,2,Defending
Interceptions,8,4,1,Defending
Clearances,23,25,2,Defending
Ball possession,48%,52%,2,Possession
Total shots,3,8,2,Shots
Shots on target,2,1,1,Shots
Shots off target,1,2,2,Shots
Blocked shots,0,5,2,Shots
Corner kicks,2,3,2,TVData
Offsides,0,1,2,TVData
Yellow cards,1,1,3,TVData
Free kicks,5,5,3,TVData
Throw-ins,16,11,1,TVData
Goal kicks,6,3,1,TVData
Big chances,1,1,3,Shots extra
Big chances missed,1,0,1,Shots extra
Counter attacks,0,0,3,Shots extra
Counter attack shots,0,0,3,Shots extra
Shots inside box,1,3,2,Shots extra
Shots outside box,2,5,2,Shots extra
Goalkeeper saves,0,2,2,Shots extra
Passes,192,203,2,Passes
Accurate passes,124 (65%),130 (64%),2,Passes
Long balls,13/45 (29%),17/51 (33%),2,Passes
Crosses,0/4 (0%),2/13 (15%),2,Passes
Dribbles,2/5 (40%),4/5 (80%),2,Duels
Possession lost,102,100,1,Duels
Duels won,27,36,2,Duels
Aerials won,16,12,1,Duels
Tackles,4,15,2,Defending
Interceptions,6,2,1,Defending
Clearances,16,7,1,Defending
Ball possession,60%,40%,1,Possession
Total shots,8,6,1,Shots
Shots on target,3,3,3,Shots
Shots off target,2,1,1,Shots
Blocked shots,3,2,1,Shots
Corner kicks,4,2,1,TVData
Offsides,0,1,2,TVData
Yellow cards,1,2,2,TVData
Free kicks,5,2,1,TVData
Throw-ins,22,16,1,TVData
Goal kicks,5,5,3,TVData
Big chances,1,2,2,Shots extra
Big chances missed,1,2,2,Shots extra
Counter attacks,0,1,2,Shots extra
Counter attack shots,0,1,2,Shots extra
Shots inside box,6,6,3,Shots extra
Shots outside box,2,0,1,Shots extra
Goalkeeper saves,2,1,1,Shots extra
Passes,227,154,1,Passes
Accurate passes,152 (67%),83 (54%),2,Passes
Long balls,14/41 (34%),13/51 (25%),1,Passes
Crosses,3/11 (27%),1/7 (14%),1,Passes
Dribbles,10/13 (77%),3/5 (60%),1,Duels
Possession lost,109,99,1,Duels
Duels won,39,30,1,Duels
Aerials won,16,14,1,Duels
Tackles,8,11,2,Defending
Interceptions,2,2,3,Defending
Clearances,7,18,2,Defending
