averageX,averageY,pointsCount,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_userCount,player_id,team
63.121428571429,57.571428571429,14,Nicolas Palavecino,,,palavecino-nicolas,N. Palavecino,M,92,1131305,home
74.381818181818,43.327272727273,11,Martiniano Moreno,Martiniano Moreno,,moreno-martiniano,M. Moreno,F,6,1485384,home
8.3375,51.2875,24,Mariano Andújar,,,mariano-andujar,M. Andújar,G,83,12758,home
69.852380952381,47.580952380952,42,Guido Carrillo,,,guido-carrillo,G. Carrillo,F,286,174519,home
64.968965517241,65.355172413793,29,Mauro Méndez,,,mauro-mendez,M. Méndez,F,183,979827,home
48.270192307692,38.392307692308,104,Santiago Ascacíbar,,,santiago-ascacibar,S. Ascacíbar,M,758,830667,home
57.259420289855,13.307246376812,69,Leonardo Godoy,,,leonardo-godoy,L. Godoy,D,101,794006,home
52.354285714286,75.001428571429,70,Franco Zapiola Yamartino,,,zapiola-yamartino-franco,F. Z. Yamartino,M,77,1212545,home
61.154166666667,48.2625,24,Fernando Zuqui,,,fernando-zuqui,F. Zuqui,M,69,284729,home
58.783333333333,51.143333333333,30,José Sosa,,,jose-sosa,J. Sosa,M,430,22981,home
61.922950819672,38.029508196721,61,Benjamín Rollheiser,,,benjamin-rollheiser,B. Rollheiser,F,385,922454,home
30.410810810811,26.621621621622,74,Santiago Núñez,Santiago Núñez,,santiago-nunez,S. Núñez,D,41,1161819,home
43.488505747126,58.867816091954,87,Jorge Rodríguez,,,jorge-rodriguez,J. Rodríguez,M,85,583332,home
51.306944444444,90.301388888889,72,Gastón Benedetti,,,gaston-benedetti,G. Benedetti,M,80,1018407,home
34.316129032258,71.74623655914,93,Luciano Lollo,,,luciano-lollo,L. Lollo,D,38,249009,home
65.551724137931,35.062068965517,29,Pablo Vegetti,,,pablo-vegetti,P. Vegetti,F,333,583974,away
29.991176470588,35.744117647059,68,Alejandro Rebola,,,alejandro-rebola,A. Rebola,D,13,830672,away
32.048648648649,70.851351351351,37,Erik Godoy,,,erik-godoy,E. Godoy,D,51,249427,away
58.765217391304,42.978260869565,23,Franco Jara,,,franco-jara,F. Jara,F,117,40776,away
55.748333333333,44.501666666667,60,Ulises Sánchez,,,ulises-sanchez,U. Sánchez,M,42,992114,away
6.7027027027027,50.808108108108,37,Nahuel Hernan Losada,,,nahuel-hernan-losada,N. H. Losada,G,28,384552,away
33.777777777778,20.25,36,Matias Moreno,Matias Moreno,,matias-moreno,M. Moreno,M,4,1496360,away
59.205555555556,13.111111111111,18,Daniel Barrea,Daniel Barrea,,barrea-daniel,D. Barrea,F,12,1183778,away
52.611111111111,78.661111111111,18,Ibrahim Hesar,,,ibrahim-hesar,I. Hesar,F,12,981453,away
53.579411764706,44.614705882353,34,Mariano Miño,,,mariano-mino,M. Miño,M,5,932714,away
52.03064516129,8.2451612903226,62,Juan Barinaga,,,juan-barinaga,J. Barinaga,D,17,974729,away
50.5375,14.14375,16,Guillermo Pereira,,,guillermo-pereira,G. Pereira,M,12,971214,away
48.437931034483,88.068965517241,58,Alex Ibacache,,,alex-ibacache,A. Ibacache,D,186,925222,away
51.5175,53.8775,40,Tomas Alejandro Castro,Tomas Alejandro Castro,,alejandro-castro-tomas,T. A. Castro,M,3,1468139,away
36.34,64.126666666667,15,Diego Novaretti,,,diego-novaretti,D. Novaretti,D,9,92021,away
39.378125,43.7078125,64,Santiago Longo,,,longo-santiago,S. Longo,M,25,990171,away
