customId,winnerCode,hasGlobalHighlights,crowdsourcingDataDisplayEnabled,id,awayRedCards,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.category.alpha2,tournament.uniqueTournament.userCount,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.gender,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.national,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.gender,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.national,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,coverage,awayTeam.disabled,homeRedCards,time.injuryTime1,roundInfo.name,roundInfo.slug,roundInfo.cupRoundType
KhdsMhd,3,False,False,10390219,1.0,1677256200,fk-zeleziarne-podbrezova-mfk-zemplin-michalovce,False,Niké liga,nike-liga,Slovakia,slovakia,Football,football,1,23,slovakia,SK,Superliga,superliga,#eda506,#010101,Slovakia,slovakia,Football,football,1,23,slovakia,SK,6129,False,False,211,False,False,0,92,21.0,100,Ended,finished,FK Železiarne Podbrezová,fk-zeleziarne-podbrezova,Podbrezová,M,Football,football,1,3338,ZEP,False,False,0,7887,SK,Slovakia,[],#990000,#ffffff,#ffffff,MFK Zemplín Michalovce,mfk-zemplin-michalovce,Michalovce,M,Football,football,1,1751,ZEM,False,0,7885,SK,Slovakia,[],#ffff00,#0000ff,#0000ff,2,2,1,1,2,2,2,2,0,2,6.0,1677263198.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1677263202,,,,3.0,,,
YXsMhd,3,False,False,10390301,,1677943800,fk-zeleziarne-podbrezova-as-trencin,False,Niké liga,nike-liga,Slovakia,slovakia,Football,football,1,23,slovakia,SK,Superliga,superliga,#eda506,#010101,Slovakia,slovakia,Football,football,1,23,slovakia,SK,6129,False,False,211,False,False,0,92,22.0,100,Ended,finished,AS Trenčín,as-trencin,Trenčín,M,Football,football,1,3289,TRE,False,False,0,2398,SK,Slovakia,[],#990000,#ffffff,#ffffff,FK Železiarne Podbrezová,fk-zeleziarne-podbrezova,Podbrezová,M,Football,football,1,3338,ZEP,False,0,7887,SK,Slovakia,[],#990000,#ffffff,#ffffff,1,1,1,0,1,1,1,0,1,1,3.0,1677950659.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1677950664,,False,,,,,
gYsMhd,1,False,False,11106721,,1678543200,fk-zeleziarne-podbrezova-fc-spartak-trnava,False,"Niké liga, Championship Round",nike-liga-championship-round,Slovakia,slovakia,Football,football,1,23,slovakia,SK,Superliga,superliga,#eda506,#010101,Slovakia,slovakia,Football,football,1,23,slovakia,SK,6129,False,False,211,False,False,0,64847,1.0,100,Ended,finished,FC Spartak Trnava,fc-spartak-trnava,FC Spartak Trnava,M,Football,football,1,8083,TRN,False,False,0,2406,SK,Slovakia,[],#ff0000,#000000,#000000,FK Železiarne Podbrezová,fk-zeleziarne-podbrezova,Podbrezová,M,Football,football,1,3338,ZEP,False,0,7887,SK,Slovakia,[],#990000,#ffffff,#ffffff,6,6,3,3,6,1,1,0,1,1,,1678549707.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1678549735,,False,,,,,
eYsMhd,2,False,False,11106728,,1679234400,fk-zeleziarne-podbrezova-sk-slovan-bratislava,False,"Niké liga, Championship Round",nike-liga-championship-round,Slovakia,slovakia,Football,football,1,23,slovakia,SK,Superliga,superliga,#eda506,#010101,Slovakia,slovakia,Football,football,1,23,slovakia,SK,6129,False,False,211,False,False,0,64847,2.0,100,Ended,finished,FK Železiarne Podbrezová,fk-zeleziarne-podbrezova,Podbrezová,M,Football,football,1,3338,ZEP,False,False,0,7887,SK,Slovakia,[],#990000,#ffffff,#ffffff,ŠK Slovan Bratislava,sk-slovan-bratislava,Slovan,M,Football,football,1,26179,SLO,False,0,2404,SK,Slovakia,[],#99ccff,#99ccff,#99ccff,1,1,1,0,1,2,2,1,1,2,4.0,1679241327.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1679241389,,,,1.0,,,
dPbsMhd,1,False,False,11106724,,1680364800,fk-zeleziarne-podbrezova-dukla-banska-bystrica,False,"Niké liga, Championship Round",nike-liga-championship-round,Slovakia,slovakia,Football,football,1,23,slovakia,SK,Superliga,superliga,#eda506,#010101,Slovakia,slovakia,Football,football,1,23,slovakia,SK,6129,False,False,211,False,False,0,64847,3.0,100,Ended,finished,Dukla Banska Bystrica,dukla-banska-bystrica,Banská Bystrica,M,Football,football,1,2303,DBB,,False,0,4503,SK,Slovakia,[],#cc0000,#ffffff,#ffffff,FK Železiarne Podbrezová,fk-zeleziarne-podbrezova,Podbrezová,M,Football,football,1,3338,ZEP,False,0,7887,SK,Slovakia,[],#990000,#ffffff,#ffffff,3,3,2,1,3,1,1,1,0,1,3.0,1680371487.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680371491,,False,,2.0,,,
cYsMhd,1,False,False,11106730,,1680881400,fk-zeleziarne-podbrezova-msk-zilina,False,"Niké liga, Championship Round",nike-liga-championship-round,Slovakia,slovakia,Football,football,1,23,slovakia,SK,Superliga,superliga,#eda506,#010101,Slovakia,slovakia,Football,football,1,23,slovakia,SK,6129,False,False,211,False,False,0,64847,4.0,100,Ended,finished,FK Železiarne Podbrezová,fk-zeleziarne-podbrezova,Podbrezová,M,Football,football,1,3338,ZEP,False,False,0,7887,SK,Slovakia,[],#990000,#ffffff,#ffffff,MŠK Žilina,msk-zilina,Žilina,M,Football,football,1,5984,ZIL,False,0,2402,SK,Slovakia,[],#ffff33,#ffff33,#ffff33,3,3,1,2,3,2,2,2,0,2,,1680888247.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680888250,,,,3.0,,,
MhdsIBj,1,False,False,11106733,1.0,1681486200,fk-zeleziarne-podbrezova-dac-1904,False,"Niké liga, Championship Round",nike-liga-championship-round,Slovakia,slovakia,Football,football,1,23,slovakia,SK,Superliga,superliga,#eda506,#010101,Slovakia,slovakia,Football,football,1,23,slovakia,SK,6129,False,False,211,False,False,0,64847,5.0,100,Ended,finished,DAC 1904,dac-1904,DAC 1904,M,Football,football,1,9928,DDS,False,False,0,23833,SK,Slovakia,[],#ffff00,#3300cc,#3300cc,FK Železiarne Podbrezová,fk-zeleziarne-podbrezova,Podbrezová,M,Football,football,1,3338,ZEP,False,0,7887,SK,Slovakia,[],#990000,#ffffff,#ffffff,2,2,0,2,2,1,1,1,0,1,2.0,1681492822.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681492824,,False,,2.0,,,
dPbsMhd,2,False,False,11106735,,1682179200,fk-zeleziarne-podbrezova-dukla-banska-bystrica,False,"Niké liga, Championship Round",nike-liga-championship-round,Slovakia,slovakia,Football,football,1,23,slovakia,SK,Superliga,superliga,#eda506,#010101,Slovakia,slovakia,Football,football,1,23,slovakia,SK,6129,False,False,211,False,False,0,64847,6.0,100,Ended,finished,FK Železiarne Podbrezová,fk-zeleziarne-podbrezova,Podbrezová,M,Football,football,1,3338,ZEP,False,False,0,7887,SK,Slovakia,[],#990000,#ffffff,#ffffff,Dukla Banska Bystrica,dukla-banska-bystrica,Banská Bystrica,M,Football,football,1,2303,DBB,False,0,4503,SK,Slovakia,[],#cc0000,#ffffff,#ffffff,1,1,1,0,1,2,2,0,2,2,,1682185701.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1682185704,,,,,,,
MhdsIBj,1,False,False,11106767,,1682868600,fk-zeleziarne-podbrezova-dac-1904,False,"Niké liga, Championship Round",nike-liga-championship-round,Slovakia,slovakia,Football,football,1,23,slovakia,SK,Superliga,superliga,#eda506,#010101,Slovakia,slovakia,Football,football,1,23,slovakia,SK,6129,False,False,211,False,False,0,64847,7.0,100,Ended,finished,FK Železiarne Podbrezová,fk-zeleziarne-podbrezova,Podbrezová,M,Football,football,1,3338,ZEP,False,False,0,7887,SK,Slovakia,[],#990000,#ffffff,#ffffff,DAC 1904,dac-1904,DAC 1904,M,Football,football,1,9928,DDS,False,0,23833,SK,Slovakia,[],#ffff00,#3300cc,#3300cc,2,2,1,1,2,0,0,0,0,0,4.0,1682875519.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1682875523,,False,,4.0,,,
cYsMhd,2,False,False,11106770,,1683300600,fk-zeleziarne-podbrezova-msk-zilina,False,"Niké liga, Championship Round",nike-liga-championship-round,Slovakia,slovakia,Football,football,1,23,slovakia,SK,Superliga,superliga,#eda506,#010101,Slovakia,slovakia,Football,football,1,23,slovakia,SK,6129,False,False,211,False,False,0,64847,8.0,100,Ended,finished,MŠK Žilina,msk-zilina,Žilina,M,Football,football,1,5984,ZIL,,False,0,2402,SK,Slovakia,[],#ffff33,#ffff33,#ffff33,FK Železiarne Podbrezová,fk-zeleziarne-podbrezova,Podbrezová,M,Football,football,1,3338,ZEP,False,0,7887,SK,Slovakia,[],#990000,#ffffff,#ffffff,0,0,0,0,0,1,1,1,0,1,,1683307065.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart', 'time.currentPeriodStart']",1683307066,,False,,,,,
gYsMhd,2,False,False,11106780,,1683988200,fk-zeleziarne-podbrezova-fc-spartak-trnava,False,"Niké liga, Championship Round",nike-liga-championship-round,Slovakia,slovakia,Football,football,1,23,slovakia,SK,Superliga,superliga,#eda506,#010101,Slovakia,slovakia,Football,football,1,23,slovakia,SK,6129,False,False,211,False,False,0,64847,9.0,100,Ended,finished,FK Železiarne Podbrezová,fk-zeleziarne-podbrezova,Podbrezová,M,Football,football,1,3338,ZEP,False,False,0,7887,SK,Slovakia,[],#990000,#ffffff,#ffffff,FC Spartak Trnava,fc-spartak-trnava,FC Spartak Trnava,M,Football,football,1,8083,TRN,False,0,2406,SK,Slovakia,[],#ff0000,#000000,#000000,0,0,0,0,0,3,3,1,2,3,,1683994631.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1683994634,,False,,,,,
eYsMhd,2,False,False,11106773,,1684598400,fk-zeleziarne-podbrezova-sk-slovan-bratislava,False,"Niké liga, Championship Round",nike-liga-championship-round,Slovakia,slovakia,Football,football,1,23,slovakia,SK,Superliga,superliga,#eda506,#010101,Slovakia,slovakia,Football,football,1,23,slovakia,SK,6129,False,False,211,False,False,0,64847,10.0,100,Ended,finished,ŠK Slovan Bratislava,sk-slovan-bratislava,Slovan,M,Football,football,1,26179,SLO,,False,0,2404,SK,Slovakia,[],#99ccff,#99ccff,#99ccff,FK Železiarne Podbrezová,fk-zeleziarne-podbrezova,Podbrezová,M,Football,football,1,3338,ZEP,False,0,7887,SK,Slovakia,[],#990000,#ffffff,#ffffff,0,0,0,0,0,1,1,0,1,1,,1684605468.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1684605471,,False,,9.0,,,
XXsMhd,2,False,False,11298377,,1684855800,fk-zeleziarne-podbrezova-mfk-ruzomberok,False,"Niké liga, Europa Playoff",nike-liga-europa-playoff,Slovakia,slovakia,Football,football,1,23,slovakia,SK,Superliga,superliga,#eda506,#010101,Slovakia,slovakia,Football,football,1,23,slovakia,SK,6129,False,False,211,False,False,0,93171,28.0,100,Ended,finished,FK Železiarne Podbrezová,fk-zeleziarne-podbrezova,Podbrezová,M,Football,football,1,3338,ZEP,False,False,0,7887,SK,Slovakia,[],#990000,#ffffff,#ffffff,MFK Ružomberok,mfk-ruzomberok,Ružomberok,M,Football,football,1,3156,RUZ,False,0,2397,SK,Slovakia,[],#ff6600,#ff6600,#ff6600,0,0,0,0,0,3,3,3,0,3,,1684862427.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1684862428,,,1.0,2.0,Semifinal,semifinal,2.0
MhdsbEj,1,False,False,11350630,,1687532400,fk-zeleziarne-podbrezova-mfk-karvina,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,#25497d,#d38f1d,World,world,Football,football,1,1468,international,,40028,False,False,853,False,False,0,86,1.0,100,Ended,finished,MFK Karviná,mfk-karvina,Karviná,M,Football,football,1,2995,KAR,False,False,0,23951,CZ,Czech Republic,[],#00ae76,#00ae76,#00ae76,FK Železiarne Podbrezová,fk-zeleziarne-podbrezova,Podbrezová,M,Football,football,1,3338,ZEP,False,0,7887,SK,Slovakia,[],#990000,#ffffff,#ffffff,3,3,3,0,3,2,2,2,0,2,,1687536240.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2']",1687538924,,False,,,,,
wXbsMhd,1,True,False,11340091,,1687878000,fk-zeleziarne-podbrezova-1-fc-slovacko,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,#25497d,#d38f1d,World,world,Football,football,1,1468,international,,40028,False,False,853,False,False,0,86,1.0,100,Ended,finished,1. FC Slovácko,1-fc-slovacko,Slovácko,M,Football,football,1,9683,FCS,,False,0,4871,CZ,Czech Republic,[],#ffffff,#00006c,#00006c,FK Železiarne Podbrezová,fk-zeleziarne-podbrezova,Podbrezová,M,Football,football,1,3338,ZEP,False,0,7887,SK,Slovakia,[],#990000,#ffffff,#ffffff,4,4,2,2,4,0,0,0,0,0,,1687884720.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'time.currentPeriodStart', 'homeScore.current', 'homeScore.display']",1687884774,,False,,,,,
