Home_value,Home_label,Home_player_name,Home_player_slug,Home_player_shortName,Home_player_position,Home_player_userCount,Home_player_id,Home_player_marketValueCurrency,Home_player_dateOfBirthTimestamp,Away_value,Away_label,Away_player_name,Away_player_slug,Away_player_shortName,Away_player_position,Away_player_userCount,Away_player_id,Away_player_marketValueCurrency,Away_player_dateOfBirthTimestamp
8.1,rating,Cleiton,cleiton,Cleiton,G,310,844576,EUR,871948800,7.8,rating,Sergio Rochet,sergio-rochet,Sergio Rochet,G,569,581060,EUR,732844800
