averageX,averageY,pointsCount,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_userCount,player_id,team
65.057142857143,45.59387755102,49,Merveil Ndockyt,,,merveil-ndockyt,M. Ndockyt,M,214,890996,home
71.945454545455,46.859090909091,22,Nikola Vujnović,,,nikola-vujnovic,N. Vujnović,F,34,357708,home
59.7,60.706976744186,43,Josip Mitrović,,,josip-mitrovic,J. Mitrović,M,128,880751,home
52.189090909091,84.510909090909,55,Dino Štiglec,,,dino-stiglec,D. Štiglec,D,38,51287,home
39.348275862069,45.368965517241,29,Marko Soldo,,,soldo-marko,M. Soldo,M,80,1133184,home
39.838461538462,21.984615384615,13,Valentino Majstorović,,,valentino-majstorovic,V. Majstorović,M,64,536820,home
52.483333333333,54.104166666667,24,Filip Mrzljak,,,filip-mrzljak,F. Mrzljak,M,45,94235,home
46.538461538462,26.361538461538,13,Sven Blummel,,,sven-blummel,S. Blummel,M,31,806289,home
65.82,66.833333333333,15,Ante Matej Jurić,Ante Matej Juric,,ante-matej-juric,A. M. Jurić,F,71,1144266,home
41.646153846154,78.138461538462,13,Krešimir Krizmanić,,,kresimir-krizmanic,K. Krizmanić,D,185,946040,home
7.8557692307692,48.478846153846,52,Ivan Banić,,,ivan-banic,I. Banić,G,72,136705,home
31.613559322034,67.072881355932,59,Mateo Leš,,,mateo-les,M. Leš,D,86,965816,home
55.024137931035,64.696551724138,58,Jurica Pršir,,,jurica-prsir,J. Pršir,M,208,880745,home
32.490476190476,37.746031746032,63,Matthew Steenvoorden,,,matthew-steenvoorden,M. Steenvoorden,D,50,196094,home
47.865277777778,20.845833333333,72,Momčilo Raspopović,,,momcilo-raspopovic,M. Raspopović,D,45,138935,home
65.711428571429,75.8,35,Michele Šego,,,michele-sego,M. Šego,F,192,880746,away
63.567441860465,52.225581395349,43,Fran Brodić,,,fran-brodic,F. Brodić,F,163,283841,away
54.164864864865,84.308108108108,37,Karlo Bručić,,,karlo-brucic,K. Bručić,D,40,93735,away
54.118181818182,24.8,22,Lovro Banovec,,,lovro-banovec,L. Banovec,M,73,1050122,away
47.879166666667,56.754166666667,24,Marin Pilj,,,marin-pilj,M. Pilj,M,65,921764,away
69.611111111111,48.477777777778,18,Ante Vukušić,,,ante-vukusic,A. Vukušić,F,165,55138,away
30.707407407407,35.967901234568,81,Luka Jelenić,,,luka-jelenic,L. Jelenić,D,102,957630,away
54.130769230769,27.988461538462,26,Dimitar Mitrovski,,,dimitar-mitrovski,D. Mitrovski,M,32,952098,away
53.970588235294,83.741176470588,17,Antonio Boršić,,,antonio-borsic,A. Boršić,D,12,886849,away
48.857692307692,38.565384615385,26,Leon Belcar,,,leon-belcar,L. Belcar,M,42,1094067,away
11.878333333333,47.47,60,Oliver Zelenika,,,oliver-zelenika,O. Zelenika,G,84,94218,away
49.550819672131,52.106557377049,61,Agon Elezi,,,agon-elezi,A. Elezi,M,70,995719,away
31.515789473684,36.952631578947,19,Ivan Nekić,,,ivan-nekic,I. Nekić,D,20,880741,away
50.46,15.173333333333,75,Matija Kolarić,,,matija-kolaric,M. Kolarić,D,29,814440,away
45.036363636364,43.763636363636,66,Igor Postonjski,,,igor-postonjski,I. Postonjski,M,69,867035,away
34.120879120879,66.957142857143,91,Jorgo Pëllumbi,,,jorgo-pellumbi,J. Pëllumbi,D,60,856561,away
