averageX,averageY,pointsCount,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_userCount,player_id,team
46.067924528302,40.777358490566,53,Matheus Fernandes,,,matheus-fernandes,Matheus Fernandes,M,1037,840150,home
73.484210526316,33.394736842105,19,Thiago Borbas,,,thiago-borbas,T. Borbas,F,477,1018547,home
68.476470588235,60.717647058824,17,Bruninho,Bruninho,,bruninho,Bruninho,F,291,1124246,home
71.472727272727,39.445454545455,11,Gustavinho,Gustavinho,,gustavinho,Gustavinho,M,82,1463904,home
64.303896103896,45.324675324675,77,Vitinho,,,vitinho,Vitinho,F,358,982405,home
43.749206349206,61.260317460317,63,Natan,,,natan,Natan,D,582,1015287,home
70.531868131868,31.341758241758,91,Lucas Evangelista,,,lucas-evangelista,L. Evangelista,M,420,331397,home
32.503846153846,39.842307692308,78,Luan Patrick,,,luan-patrick,Luan Patrick,D,150,1002565,home
51.760526315789,70.971052631579,76,Juninho Capixaba,,,juninho-capixaba,Juninho Capixaba,D,429,870556,home
48.527142857143,12.252857142857,70,Andrés Hurtado,,,andres-hurtado,Andrés Hurtado,D,304,987589,home
65.170731707317,50.887804878049,41,Eduardo Sasha,,,eduardo-sasha,E. Sasha,F,780,143846,home
11.486274509804,51.001960784314,51,Cleiton,,,cleiton,Cleiton,G,310,844576,home
54.391666666667,26.270833333333,24,Léo Ortiz,,,leo-ortiz,L. Ortiz,D,514,869643,home
59.937735849057,35.228301886792,53,Sorriso,Sorriso,,sorriso,Sorriso,M,182,1105595,home
54.380952380952,54.771428571429,84,Eric Ramires,,,eric-ramires,Eric Ramires,M,316,950545,home
26.058064516129,38.570967741935,62,Gabriel Mercado,,,gabriel-mercado,Gabriel Mercado,D,395,128376,away
54.590540540541,49.714864864865,74,Alan Patrick,,,alan-patrick,A. Patrick,M,684,124997,away
51.415384615385,23.846153846154,13,Matheus Dias,,,dias-matheus,Matheus Dias,M,96,1020610,away
33.889344262295,81.976229508197,122,Renê,,,rene,Renê,D,586,243113,away
35.24,58.02,15,Campanharo,,,campanharo,Campanharo,M,180,220094,away
42.849295774648,15.229577464789,71,Fabricio Bustos,,,fabricio-bustos,Fabricio Bustos,D,431,850023,away
38.586746987952,61.356626506024,83,Johnny,,,johnny,Johnny,M,696,990169,away
47.610606060606,77.907575757576,66,Wanderson,,,wanderson,Wanderson,M,573,247483,away
53.564150943396,31.209433962264,53,Carlos De Pena,,,carlos-de-pena,Carlos De Pena,M,455,311394,away
25.110144927536,65.43768115942,69,Nicolás Hernández,,,nicolas-hernandez,N. Hernández,D,227,887155,away
61.0,55.130909090909,55,Enner Valencia,,,enner-valencia,Enner Valencia,F,6445,106456,away
47.122413793103,49.156896551724,58,Charles Aránguiz,,,charles-aranguiz,C. Aránguiz,M,2157,18304,away
8.98,50.068888888889,45,Sergio Rochet,,,sergio-rochet,Sergio Rochet,G,569,581060,away
