name,home,away,compareCode,groupName
Ball possession,61%,39%,1,Possession
Total shots,12,7,1,Shots
Shots on target,3,2,1,Shots
Shots off target,5,4,1,Shots
Blocked shots,4,1,1,Shots
Corner kicks,5,7,2,TVData
Offsides,3,2,1,TVData
Fouls,10,16,2,TVData
Yellow cards,6,1,1,TVData
Red cards,1,0,1,TVData
Free kicks,16,10,1,TVData
Throw-ins,15,30,2,TVData
Goal kicks,10,9,1,TVData
Big chances,1,1,3,Shots extra
Big chances missed,1,1,3,Shots extra
Shots inside box,8,5,1,Shots extra
Shots outside box,4,2,1,Shots extra
Goalkeeper saves,1,3,2,Shots extra
Passes,433,266,1,Passes
Accurate passes,315 (73%),150 (56%),1,Passes
Long balls,24/75 (32%),24/78 (31%),1,Passes
Crosses,2/10 (20%),3/18 (17%),1,Passes
Dribbles,10/20 (50%),8/11 (73%),2,Duels
Possession lost,164,174,2,Duels
Duels won,61,62,2,Duels
Aerials won,22,26,2,Duels
Tackles,13,18,2,Defending
Interceptions,11,14,2,Defending
Clearances,19,12,1,Defending
Ball possession,62%,38%,1,Possession
Total shots,4,2,1,Shots
Shots on target,0,0,3,Shots
Shots off target,3,1,1,Shots
Blocked shots,1,1,3,Shots
Corner kicks,1,2,2,TVData
Offsides,3,2,1,TVData
Yellow cards,2,1,1,TVData
Red cards,0,0,3,TVData
Free kicks,6,4,1,TVData
Throw-ins,8,17,2,TVData
Goal kicks,4,7,2,TVData
Big chances,0,0,3,Shots extra
Big chances missed,0,0,3,Shots extra
Shots inside box,1,1,3,Shots extra
Shots outside box,3,1,1,Shots extra
Goalkeeper saves,0,0,3,Shots extra
Passes,234,141,1,Passes
Accurate passes,165 (71%),75 (53%),2,Passes
Long balls,10/40 (25%),12/37 (32%),2,Passes
Crosses,0/4 (0%),1/5 (20%),2,Passes
Dribbles,5/10 (50%),1/3 (33%),1,Duels
Possession lost,94,100,2,Duels
Duels won,31,30,1,Duels
Aerials won,12,15,2,Duels
Tackles,8,10,2,Defending
Interceptions,5,7,2,Defending
Clearances,5,8,2,Defending
Ball possession,60%,40%,1,Possession
Total shots,8,5,1,Shots
Shots on target,3,2,1,Shots
Shots off target,2,3,2,Shots
Blocked shots,3,0,1,Shots
Corner kicks,4,5,2,TVData
Offsides,0,0,3,TVData
Yellow cards,4,0,1,TVData
Red cards,1,0,1,TVData
Free kicks,10,6,1,TVData
Throw-ins,7,13,2,TVData
Goal kicks,6,2,1,TVData
Big chances,1,1,3,Shots extra
Big chances missed,1,1,3,Shots extra
Shots inside box,7,4,1,Shots extra
Shots outside box,1,1,3,Shots extra
Goalkeeper saves,1,3,2,Shots extra
Passes,199,125,1,Passes
Accurate passes,150 (75%),75 (60%),2,Passes
Long balls,14/35 (40%),12/41 (29%),1,Passes
Crosses,2/6 (33%),2/13 (15%),1,Passes
Dribbles,5/10 (50%),7/8 (88%),2,Duels
Possession lost,70,74,2,Duels
Duels won,30,32,2,Duels
Aerials won,10,11,2,Duels
Tackles,5,8,2,Defending
Interceptions,6,7,2,Defending
Clearances,14,4,1,Defending
