Home_value,Home_label,Home_player_name,Home_player_firstName,Home_player_lastName,Home_player_slug,Home_player_shortName,Home_player_position,Home_player_userCount,Home_player_id,Home_player_marketValueCurrency,Home_player_dateOfBirthTimestamp,Away_value,Away_label,Away_player_name,Away_player_slug,Away_player_shortName,Away_player_position,Away_player_userCount,Away_player_id,Away_player_marketValueCurrency,Away_player_dateOfBirthTimestamp
8.1,rating,Drake Callender,,,drake-callender,D. Callender,G,162,1013934,EUR,876182400,8.4,rating,José Rivero,jose-rivero,J. Rivero,M,116,789308,EUR,702864000
