name,home,away,compareCode,groupName
Ball possession,47%,53%,2,Possession
Total shots,13,15,2,Shots
Shots on target,6,4,1,Shots
Shots off target,4,10,2,Shots
Blocked shots,3,1,1,Shots
Corner kicks,5,6,2,TVData
Offsides,1,1,3,TVData
Fouls,11,18,2,TVData
Yellow cards,4,2,1,TVData
Free kicks,17,11,1,TVData
Throw-ins,20,29,2,TVData
Goal kicks,7,7,3,TVData
Big chances,1,2,2,Shots extra
Big chances missed,0,1,2,Shots extra
Hit woodwork,0,2,2,Shots extra
Shots inside box,6,13,2,Shots extra
Shots outside box,7,2,1,Shots extra
Goalkeeper saves,3,4,2,Shots extra
Passes,326,366,2,Passes
Accurate passes,221 (68%),248 (68%),2,Passes
Long balls,35/73 (48%),32/71 (45%),1,Passes
Crosses,2/10 (20%),7/18 (39%),2,Passes
Dribbles,4/14 (29%),1/10 (10%),1,Duels
Possession lost,149,165,2,Duels
Duels won,68,49,1,Duels
Aerials won,33,24,1,Duels
Tackles,14,13,1,Defending
Interceptions,6,5,1,Defending
Clearances,16,15,1,Defending
Ball possession,53%,47%,1,Possession
Total shots,6,8,2,Shots
Shots on target,3,2,1,Shots
Shots off target,1,5,2,Shots
Blocked shots,2,1,1,Shots
Corner kicks,1,4,2,TVData
Offsides,0,1,2,TVData
Yellow cards,0,1,2,TVData
Free kicks,10,4,1,TVData
Throw-ins,11,15,2,TVData
Goal kicks,3,1,1,TVData
Big chances,0,0,3,Shots extra
Big chances missed,0,0,3,Shots extra
Hit woodwork,0,1,2,Shots extra
Shots inside box,1,7,2,Shots extra
Shots outside box,5,1,1,Shots extra
Goalkeeper saves,2,2,3,Shots extra
Passes,195,174,1,Passes
Accurate passes,142 (73%),119 (68%),1,Passes
Long balls,13/31 (42%),14/27 (52%),2,Passes
Crosses,0/5 (0%),2/6 (33%),2,Passes
Dribbles,0/5 (0%),1/4 (25%),2,Duels
Possession lost,72,79,2,Duels
Duels won,30,22,1,Duels
Aerials won,15,10,1,Duels
Tackles,5,7,2,Defending
Interceptions,3,5,2,Defending
Clearances,5,8,2,Defending
Ball possession,40%,60%,2,Possession
Total shots,7,7,3,Shots
Shots on target,3,2,1,Shots
Shots off target,3,5,2,Shots
Blocked shots,1,0,1,Shots
Corner kicks,4,2,1,TVData
Offsides,1,0,1,TVData
Yellow cards,4,1,1,TVData
Free kicks,7,7,3,TVData
Throw-ins,9,14,2,TVData
Goal kicks,4,6,2,TVData
Big chances,1,2,2,Shots extra
Big chances missed,0,1,2,Shots extra
Hit woodwork,0,1,2,Shots extra
Shots inside box,5,6,2,Shots extra
Shots outside box,2,1,1,Shots extra
Goalkeeper saves,1,2,2,Shots extra
Passes,131,192,2,Passes
Accurate passes,79 (60%),129 (67%),1,Passes
Long balls,22/42 (52%),18/44 (41%),1,Passes
Crosses,2/5 (40%),5/12 (42%),2,Passes
Dribbles,4/9 (44%),0/6 (0%),1,Duels
Possession lost,77,86,2,Duels
Duels won,38,27,1,Duels
Aerials won,18,14,1,Duels
Tackles,9,6,1,Defending
Interceptions,3,0,1,Defending
Clearances,11,7,1,Defending
