customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport,tournament.category.id,tournament.category.flag,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,tournament.uniqueTournament.category,tournament.uniqueTournament.userCount,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.gender,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.national,homeTeam.type,homeTeam.id,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.gender,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.national,awayTeam.type,awayTeam.id,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,coverage,roundInfo.name,roundInfo.slug
mYcsDPi,1,True,True,True,1.0,False,10834004,1690372800,canada-ireland,False,"World Championship, Women, Group B",world-championship-women-group-b,World,world,"{'name': 'Football', 'slug': 'football', 'id': 1}",1468,international,World Championship Women,world-championship-women,#3099ff,#fcc831,"{'name': 'World', 'slug': 'world', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 1468, 'flag': 'international'}",89506,290,True,False,False,False,622,1505,2,100,Ended,finished,Canada,canada,Canada,F,Football,football,1,6637,CAN,False,True,0,7412,[],#ff0000,#ffffff,#ffffff,Ireland,ireland,Ireland,F,Football,football,1,4676,IRL,False,True,0,22028,[],#139442,#ffffff,#ffffff,2,2,1,1,2,1,1,1,0,1,5.0,5.0,1690380065,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690380069,,,
mYcsDPi,1,False,,,,False,5161286,1394625600,canada-ireland,False,"Cyprus Women Cup, Final round",cyprus-women-cup-final-round,World,world,"{'name': 'Football', 'slug': 'football', 'id': 1}",1468,international,Cyprus Women Cup,cyprus-women-cup,#d47600,#4a5a26,"{'name': 'World', 'slug': 'world', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 1468, 'flag': 'international'}",930,1018,False,False,False,False,0,19635,31,100,Ended,finished,Canada,canada,Canada,F,Football,football,1,6637,CAN,False,True,0,7412,[],#ff0000,#ffffff,#ffffff,Ireland,ireland,Ireland,F,Football,football,1,4676,IRL,False,True,0,22028,[],#139442,#ffffff,#ffffff,2,2,0,2,2,1,1,1,0,1,,,1394632382,,0,-1.0,5th Place Final,5th-place-final
