customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,awayRedCards,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.userCount,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,roundInfo.name,roundInfo.cupRoundType,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,tournament.category.alpha2,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,tournament.uniqueTournament.category.alpha2,homeRedCards,aggregatedWinnerCode,previousLegEventId,homeTeam.gender,homeTeam.national,awayTeam.gender,awayTeam.national,homeScore.aggregated,awayScore.aggregated
UccsMok,1,True,True,True,1.0,False,10383370,1.0,1681308000,fk-javor-ivanjica-fk-radnicki-nis,False,Superliga,superliga,Serbia,serbia,Football,football,1,152,serbia,Mozzart Bet Superliga,mozzart-bet-superliga,Serbia,serbia,Football,football,1,152,serbia,0,False,False,210,True,False,340,1107,30.0,,,100,Ended,finished,FK Radnički Niš,fk-radnicki-nis,Radnički N.,Football,football,1,0,RNI,False,0,25737,RS,Serbia,[],#52b030,#52b030,#ffffff,FK Javor Ivanjica,fk-javor-ivanjica,Javor,Football,football,1,0,JAV,,0,5144,RS,Serbia,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1681314829.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681314833,RS,,,RS,,,,,,,,,
zddsCxU,1,True,True,True,1.0,False,10383414,,1681315200,fk-napredak-krusevac-fk-radnik-surdulica,False,Superliga,superliga,Serbia,serbia,Football,football,1,152,serbia,Mozzart Bet Superliga,mozzart-bet-superliga,Serbia,serbia,Football,football,1,152,serbia,0,False,False,210,True,False,340,1107,30.0,,,100,Ended,finished,FK Radnik Surdulica,fk-radnik-surdulica,Radnik,Football,football,1,0,RSU,False,0,111127,RS,Serbia,[],#52b030,#52b030,#ffffff,FK Napredak Kruševac,fk-napredak-krusevac,Napredak,Football,football,1,0,NAP,False,0,7674,RS,Serbia,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1681322074.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681322077,RS,,,RS,,,,,,,,,
vLrsQXFb,2,True,True,True,1.0,False,10440920,1.0,1681304400,bandirmaspor-manisa-fk,False,1. Lig,1-lig,Turkey,turkey,Football,football,1,46,turkey,TFF 1. Lig,tff-1-lig,Turkey,turkey,Football,football,1,46,turkey,0,False,False,98,True,False,261,101,32.0,,,100,Ended,finished,Manisa FK,manisa-fk,Manisa,Football,football,1,0,MAN,False,0,202391,TR,Turkey,[],#52b030,#52b030,#ffffff,Bandırmaspor,bandirmaspor,Bandırmaspor,Football,football,1,0,BAS,,0,44320,TR,Turkey,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,6.0,1681311481.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681311486,TR,,,TR,,,,,,,,,
PPcscgd,2,True,True,True,1.0,False,10440930,,1681320600,genclerbirligi-eyupspor,False,1. Lig,1-lig,Turkey,turkey,Football,football,1,46,turkey,TFF 1. Lig,tff-1-lig,Turkey,turkey,Football,football,1,46,turkey,0,False,False,98,True,False,261,101,32.0,,,100,Ended,finished,Eyüpspor,eyupspor,Eyüpspor,Football,football,1,0,EYU,,0,7040,TR,Turkey,[],#52b030,#52b030,#ffffff,Gençlerbirliği,genclerbirligi,Gençlerbirliği,Football,football,1,0,GEN,False,0,7802,TR,Turkey,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,1681327622.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681327624,TR,,,TR,,,,,,,,,
olbsFlb,1,True,True,True,1.0,False,10440917,,1681390800,sakaryaspor-caykur-rizespor,False,1. Lig,1-lig,Turkey,turkey,Football,football,1,46,turkey,TFF 1. Lig,tff-1-lig,Turkey,turkey,Football,football,1,46,turkey,0,False,False,98,True,False,261,101,32.0,,,100,Ended,finished,Çaykur Rizespor,caykur-rizespor,Rizespor,Football,football,1,0,RIZ,,0,3064,TR,Turkey,[],#52b030,#52b030,#ffffff,Sakaryaspor,sakaryaspor,Sakaryaspor,Football,football,1,0,SAK,False,0,3080,TR,Turkey,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,10.0,1681398333.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681398343,TR,,,TR,,,,,,,,,
vlbsZUj,2,True,True,True,1.0,False,10440929,,1681407000,altay-altinordu,False,1. Lig,1-lig,Turkey,turkey,Football,football,1,46,turkey,TFF 1. Lig,tff-1-lig,Turkey,turkey,Football,football,1,46,turkey,0,False,False,98,True,False,261,101,32.0,,,100,Ended,finished,Altay,altay,Altay,Football,football,1,0,ALT,False,0,3070,TR,Turkey,[],#52b030,#52b030,#ffffff,Altınordu,altinordu,Altınordu,Football,football,1,0,ALT,,0,24749,TR,Turkey,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,9.0,11.0,1681414977.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681414978,TR,,,TR,1.0,,,,,,,,
JibsHIYc,1,True,True,True,1.0,False,10544056,,1681465500,macarthur-fc-newcastle-jets,False,A-League,a-league,Australia,australia,Football,football,1,34,australia,A-League Men,a-league-men,Australia,australia,Football,football,1,34,australia,0,False,False,136,True,False,258,144,24.0,,,100,Ended,finished,Newcastle Jets,newcastle-jets,Newcastle Jets,Football,football,1,0,NUJ,,0,2934,AU,Australia,[],#52b030,#52b030,#ffffff,Macarthur FC,macarthur-fc,Macarthur,Football,football,1,0,MAC,False,0,371682,AU,Australia,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,1681472514.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681472572,AU,,,AU,,,,,,,,,
jxcsBMK,2,True,True,True,1.0,False,10991480,1.0,1681331400,union-magdalena-deportivo-pereira,False,"Primera A, Apertura",primera-a-apertura,Colombia,colombia,Football,football,1,274,colombia,"Primera A, Apertura",primera-a-apertura,Colombia,colombia,Football,football,1,274,colombia,0,False,False,11539,True,False,226,19232,13.0,,,100,Ended,finished,Unión Magdalena,union-magdalena,Unión Magdalena,Football,football,1,0,UMG,,0,89376,CO,Colombia,[],#52b030,#52b030,#ffffff,Deportivo Pereira,deportivo-pereira,Deportivo Pereira,Football,football,1,0,PER,False,0,6109,CO,Colombia,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,1681338357.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681338358,CO,,,CO,,,,,,,,,
mxcspxc,1,True,True,True,1.0,False,10991481,,1681347600,independiente-medellin-deportivo-cali,False,"Primera A, Apertura",primera-a-apertura,Colombia,colombia,Football,football,1,274,colombia,"Primera A, Apertura",primera-a-apertura,Colombia,colombia,Football,football,1,274,colombia,0,False,False,11539,True,False,226,19232,13.0,,,100,Ended,finished,Independiente Medellín,independiente-medellin,Ind. Medellín,Football,football,1,0,DIM,False,0,6115,CO,Colombia,[],#52b030,#52b030,#ffffff,Deportivo Cali,deportivo-cali,Dep. Cali,Football,football,1,0,CAL,False,0,6112,CO,Colombia,[],#52b030,#52b030,#ffffff,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1681354773.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681354775,CO,,,CO,,,,,,,,,
lxcsoxc,1,True,True,True,1.0,False,10991514,,1681417800,envigado-fc-deportes-tolima,False,"Primera A, Apertura",primera-a-apertura,Colombia,colombia,Football,football,1,274,colombia,"Primera A, Apertura",primera-a-apertura,Colombia,colombia,Football,football,1,274,colombia,0,False,False,11539,True,False,226,19232,13.0,,,100,Ended,finished,Envigado FC,envigado-fc,Envigado,Football,football,1,0,ENV,False,0,6114,CO,Colombia,[],#52b030,#52b030,#ffffff,Deportes Tolima,deportes-tolima,Tolima,Football,football,1,0,TOL,False,0,6111,CO,Colombia,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,1681424916.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681424917,CO,,,CO,,,,,,,,,
dxcsnxc,1,True,True,True,1.0,False,10991513,,1681426800,deportivo-pasto-atletico-bucaramanga,False,"Primera A, Apertura",primera-a-apertura,Colombia,colombia,Football,football,1,274,colombia,"Primera A, Apertura",primera-a-apertura,Colombia,colombia,Football,football,1,274,colombia,0,False,False,11539,True,False,226,19232,13.0,,,100,Ended,finished,Deportivo Pasto,deportivo-pasto,Dep. Pasto,Football,football,1,0,PAS,,0,6113,CO,Colombia,[],#52b030,#52b030,#ffffff,Atlético Bucaramanga,atletico-bucaramanga,Bucaramanga,Football,football,1,0,BUC,,0,6103,CO,Colombia,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1681433658.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681433660,CO,,,CO,,,,,,,,,
fxcshxc,3,True,True,True,1.0,False,10991483,1.0,1681434600,boyaca-chico-fc-junior-barranquilla,False,"Primera A, Apertura",primera-a-apertura,Colombia,colombia,Football,football,1,274,colombia,"Primera A, Apertura",primera-a-apertura,Colombia,colombia,Football,football,1,274,colombia,0,False,False,11539,True,False,226,19232,13.0,,,100,Ended,finished,Junior Barranquilla,junior-barranquilla,Junior Barranquilla,Football,football,1,0,JUN,False,0,6105,CO,Colombia,[],#52b030,#52b030,#ffffff,Boyacá Chicó FC,boyaca-chico-fc,Boyacá Chicó,Football,football,1,0,CHI,,0,6107,CO,Colombia,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1681441935.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681441936,CO,,,CO,,,,,,,,,
jQcsRnud,1,True,True,True,1.0,False,11156235,1.0,1681326000,bolivar-fc-libertad-gran-mamore,False,Division Profesional,division-profesional,Bolivia,bolivia,Football,football,1,379,bolivia,Division Profesional,division-profesional,Bolivia,bolivia,Football,football,1,379,bolivia,0,False,False,16736,True,False,188,4330,7.0,,,100,Ended,finished,FC Libertad Gran Mamoré,fc-libertad-gran-mamore,Libertad Gran Mamoré,Football,football,1,0,LIB,,0,423192,BO,Bolivia,[],#52b030,#52b030,#ffffff,Bolívar,bolivar,Bolívar,Football,football,1,0,BOL,False,0,7059,BO,Bolivia,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1681329900.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1681332972,BO,,,BO,,,,,,,,,
Eansbeu,0,False,,,,False,11176423,,1681335000,guabira-the-strongest,False,Division Profesional,division-profesional,Bolivia,bolivia,Football,football,1,379,bolivia,Division Profesional,division-profesional,Bolivia,bolivia,Football,football,1,379,bolivia,0,False,False,16736,True,False,188,4330,7.0,,,60,Postponed,postponed,The Strongest,the-strongest,The Strongest,Football,football,1,0,STR,False,0,32529,BO,Bolivia,[],#52b030,#52b030,#ffffff,Guabirá,guabira,Guabirá,Football,football,1,0,GUA,False,0,47701,BO,Bolivia,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,,"['status.code', 'status.description', 'status.type']",1681096920,BO,,,BO,,,,,,,,,
rqysxHYc,3,True,True,True,1.0,False,11180563,,1681326900,el-dakhlya-ceramica-cleopatra,False,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,0,False,False,808,True,False,172,38612,25.0,,,100,Ended,finished,El Dakhlya,el-dakhlya,El Dakhlya,Football,football,1,0,DAK,False,0,58317,EG,Egypt,[],#52b030,#52b030,#ffffff,Ceramica Cleopatra,ceramica-cleopatra,Ceramica Cleopatra,Football,football,1,0,CER,False,0,371622,EG,Egypt,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1681333738.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681333741,EG,,,EG,,,,,,,,,
uqysFqgc,2,True,True,True,1.0,False,11180551,,1681326900,ghazl-el-mahalla-future-fc,False,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,0,False,False,808,True,False,172,38612,25.0,,,100,Ended,finished,Ghazl El Mahalla,ghazl-el-mahalla,El Mahalla,Football,football,1,0,GHA,False,0,58319,EG,Egypt,[],#52b030,#52b030,#ffffff,Future FC,future-fc,Future FC,Football,football,1,0,FUT,False,0,265830,EG,Egypt,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,7.0,1681334179.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681334184,EG,,,EG,,,,,,,,,
lwrsBHgc,0,False,,,,False,11180554,,1681412400,talaea-el-gaish-national-bank-of-egypt,False,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,0,False,False,808,True,False,172,38612,25.0,,,60,Postponed,postponed,National Bank of Egypt,national-bank-of-egypt,National Bank,Football,football,1,0,NBE,False,0,266626,EG,Egypt,[],#52b030,#52b030,#ffffff,Tala'ea El-Gaish,talaea-el-gaish,El-Gaish,Football,football,1,0,GAI,False,0,43561,EG,Egypt,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,,"['status.code', 'status.description', 'status.type']",1680610655,EG,,,EG,,,,,,,,,
pXqskwr,3,True,True,True,1.0,False,11180559,,1681413300,al-masry-al-mokawloon,False,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,0,False,False,808,True,False,172,38612,25.0,,,100,Ended,finished,Al-Mokawloon,al-mokawloon,Al-Mokawloon,Football,football,1,0,MOK,,0,42365,EG,Egypt,[],#52b030,#52b030,#ffffff,Al-Masry,al-masry,Al-Masry,Football,football,1,0,MAS,False,0,43560,EG,Egypt,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1681420338.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681420344,EG,,,EG,,,,,,,,,
tXqsqwr,2,True,True,True,1.0,False,11180561,,1681413300,haras-el-hedoud-zamalek-sc,False,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,0,False,False,808,True,False,172,38612,25.0,,,100,Ended,finished,Haras El Hedoud,haras-el-hedoud,Haras El Hedoud,Football,football,1,0,HOD,False,0,43566,EG,Egypt,[],#52b030,#52b030,#ffffff,Zamalek SC,zamalek-sc,Zamalek,Football,football,1,0,ZAM,False,0,42368,EG,Egypt,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,1681420151.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681420153,EG,,,EG,,,,,,,,,
qXqsowr,1,True,True,True,1.0,False,11180556,,1681413300,enppi-ismaily,False,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,0,False,False,808,True,False,172,38612,25.0,,,100,Ended,finished,Ismaily,ismaily,Ismaily,Football,football,1,0,ISM,False,0,42366,EG,Egypt,[],#52b030,#52b030,#ffffff,ENPPI,enppi,ENPPI,Football,football,1,0,ENP,False,0,43564,EG,Egypt,[],#52b030,#52b030,#ffffff,3.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,,,1681417440.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681420557,EG,,,EG,,,,,,,,,
oddspdd,3,False,True,True,1.0,False,10510537,,1681320600,mamelodi-sundowns-lamontville-golden-arrows,False,Premiership,premiership,South Africa,south-africa,Football,football,1,322,south-africa,Premiership,premiership,South Africa,south-africa,Football,football,1,322,south-africa,0,False,False,358,True,False,129,3830,26.0,,,100,Ended,finished,Lamontville Golden Arrows,lamontville-golden-arrows,Golden Arrows,Football,football,1,0,GAR,,0,7664,ZA,South Africa,[],#52b030,#52b030,#ffffff,Mamelodi Sundowns,mamelodi-sundowns,Sundowns,Football,football,1,0,MAM,False,0,7665,ZA,South Africa,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1681327329.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681327479,ZA,,,ZA,,,,,,,,,
WtDsClfc,1,False,True,True,1.0,False,10510549,,1681320600,chippa-united-marumo-gallants-fc,False,Premiership,premiership,South Africa,south-africa,Football,football,1,322,south-africa,Premiership,premiership,South Africa,south-africa,Football,football,1,322,south-africa,0,False,False,358,True,False,129,3830,26.0,,,100,Ended,finished,Marumo Gallants FC,marumo-gallants-fc,Marumo Gallants FC,Football,football,1,0,MGL,False,0,263077,ZA,South Africa,[],#52b030,#52b030,#ffffff,Chippa United,chippa-united,Chippa Utd,Football,football,1,0,CHI,,0,70946,ZA,South Africa,[],#52b030,#52b030,#ffffff,3.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,,,1681327377.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681327378,ZA,,,ZA,,,,,,,,,
ZNsIWp,3,True,True,True,1.0,False,11151734,,1681351200,philadelphia-union-atlas,False,CONCACAF Champions Cup,concacaf-champions-cup,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,CONCACAF Champions Cup,concacaf-champions-cup,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,0,False,False,498,True,False,113,9895,27.0,Quarterfinal,4.0,100,Ended,finished,Atlas,atlas,Atlas,Football,football,1,14076,ATL,False,0,1949,MX,Mexico,[],#e70b17,#000000,#000000,Philadelphia Union,philadelphia-union,Philadelphia,Football,football,1,15320,PHI,False,0,39833,US,USA,[],#000033,#999900,#999900,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,1681358480.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681358482,,,,,1.0,2.0,11137654.0,M,False,M,False,2.0,3.0
PNsXPi,1,True,True,True,1.0,False,11137652,,1681437600,fc-motagua-tigres-uanl,False,CONCACAF Champions Cup,concacaf-champions-cup,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,CONCACAF Champions Cup,concacaf-champions-cup,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,0,False,False,498,True,False,113,9895,27.0,Quarterfinal,4.0,100,Ended,finished,Tigres UANL,tigres-uanl,Tigres,Football,football,1,27845,TIG,False,0,1940,MX,Mexico,[],#ffcc00,#0080ff,#0080ff,FC Motagua,fc-motagua,Motagua,Football,football,1,5213,MOT,,0,22047,HN,Honduras,[],#330066,#330066,#330066,5.0,5.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,,1681444398.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681444544,,,,,,1.0,11137330.0,M,False,M,False,6.0,0.0
ePisrHq,2,True,True,True,1.0,False,10986970,,1681342200,fc-tampa-bay-rowdies-charleston-battery,False,"USL, Championship",usl-championship,USA,usa,Football,football,1,26,usa,USL Championship,usl-championship,USA,usa,Football,football,1,26,usa,0,False,False,13363,True,False,79,71367,1.0,,,100,Ended,finished,FC Tampa Bay Rowdies,fc-tampa-bay-rowdies,Tampa Bay,Football,football,1,0,TAM,,0,41617,US,USA,[],#52b030,#52b030,#ffffff,Charleston Battery,charleston-battery,Charleston Battery,Football,football,1,0,CHA,,0,22004,US,USA,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,1681349320.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681349481,US,,,US,,,,,,,,,
UfmdsYend,3,True,True,True,1.0,False,10987641,,1681340400,one-knoxville-sc-central-valley-fuego,False,USL League One,usl-league-one,USA,usa,Football,football,1,26,usa,USL League One,usl-league-one,USA,usa,Football,football,1,26,usa,0,False,False,13362,True,False,77,71366,1.0,,,100,Ended,finished,One Knoxville SC,one-knoxville-sc,ONE Knoxville,Football,football,1,0,ONE,False,0,407748,US,USA,[],#52b030,#52b030,#ffffff,Central Valley Fuego,central-valley-fuego,CV Fuego,Football,football,1,0,FUE,False,0,405294,US,USA,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,1681344535.0,"['status.code', 'status.description', 'status.type']",1681347640,US,,,US,,,,,,,,,
gUqsJrVb,1,False,,,,False,11150142,,1681335000,usm-alger-usm-khenchela,False,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,0,False,False,841,False,False,0,3657,17.0,,,100,Ended,finished,USM Alger,usm-alger,USM Alger,Football,football,1,0,UAL,False,0,42206,DZ,Algeria,[],#52b030,#52b030,#ffffff,USM Khenchela,usm-khenchela,USM Khenchela,Football,football,1,0,KHE,False,0,238384,DZ,Algeria,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1681342125.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681342126,DZ,,,DZ,,,,,,,,,
hUqsXTJb,3,False,,,,False,11137710,,1681421400,cr-belouizdad-paradou-ac,False,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,0,False,False,841,False,False,0,3657,17.0,,,100,Ended,finished,CR Belouizdad,cr-belouizdad,Belouizdad,Football,football,1,0,CRB,False,0,42207,DZ,Algeria,[],#52b030,#52b030,#ffffff,Paradou AC,paradou-ac,Paradou,Football,football,1,0,PAR,,0,212197,DZ,Algeria,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,1681428414.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681428416,DZ,,,DZ,,,,,,,,,
wobspLPb,0,False,,,6.0,False,11188273,,1681322400,arsenal-de-sarandi-villa-mitre,False,Copa Argentina,copa-argentina,Argentina,argentina,Football,football,1,48,argentina,Copa Argentina,copa-argentina,Argentina,argentina,Football,football,1,48,argentina,0,False,False,1024,False,False,0,273,32.0,Round of 64,,60,Postponed,postponed,Arsenal de Sarandí,arsenal-de-sarandi,Arsenal,Football,football,1,0,ARS,False,0,3221,AR,Argentina,[],#52b030,#52b030,#ffffff,Villa Mitre,villa-mitre,Villa Mitre,Football,football,1,0,BAB,,0,226815,AR,Argentina,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,,"['status.code', 'status.description', 'status.type']",1680859717,AR,,,AR,,,,,,,,,
