customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.userCount,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,homeRedCards,roundInfo.name,tournament.category.alpha2,tournament.uniqueTournament.category.alpha2,awayRedCards,homeScore.penalties,awayScore.penalties,roundInfo.cupRoundType,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,coverage,choice_1,choice_X,choice_2
fsY,3,True,,,,False,11360164,1690310700,bolton-wanderers-everton,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1.0,1468.0,international,0.0,853.0,False,False,False,False,0,86,,100,Ended,finished,Bolton Wanderers,bolton-wanderers,Bolton,Football,football,1,0,BOL,,0,5,EN,England,[],#52b030,#52b030,#ffffff,Everton,everton,Everton,Football,football,1,0,EVE,False,0,48,EN,England,[],#52b030,#52b030,#ffffff,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.0,2.0,1690317584.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690317588,,,,,,,,,,,,4.0,4.0,1.62
Fdswe,1,False,,,,False,11327922,1690310700,dartford-bromley,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1.0,1468.0,international,0.0,853.0,False,False,False,False,0,86,,100,Ended,finished,Bromley,bromley,Bromley,Football,football,1,0,BRO,,0,180,EN,England,[],#52b030,#52b030,#ffffff,Dartford,dartford,Dartford,Football,football,1,0,DAR,,0,221,EN,England,[],#52b030,#52b030,#ffffff,2,2,2.0,0.0,2.0,1,1,1.0,0.0,1.0,2.0,4.0,1690317809.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690317813,,,,,,,,,,,,1.8,3.75,3.4
EsJc,2,True,,,,False,11327928,1690310700,stoke-city-burton-albion,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1.0,1468.0,international,0.0,853.0,False,False,False,False,0,86,,100,Ended,finished,Burton Albion,burton-albion,Burton,Football,football,1,0,BUR,,0,134,EN,England,[],#52b030,#52b030,#ffffff,Stoke City,stoke-city,Stoke,Football,football,1,0,STK,False,0,29,EN,England,[],#52b030,#52b030,#ffffff,0,0,0.0,0.0,0.0,1,1,0.0,1.0,1.0,,3.0,1690317607.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690317609,,,,,,,,,,,,3.75,3.75,1.73
Ibswc,3,False,,,,False,11420494,1690310700,leyton-orient-dagenham-and-redbridge,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1.0,1468.0,international,0.0,853.0,False,False,False,False,0,86,,100,Ended,finished,Dagenham & Redbridge,dagenham-redbridge,Dag & Red,Football,football,1,0,DAG,,0,121,EN,England,[],#52b030,#52b030,#ffffff,Leyton Orient,leyton-orient,Leyton Orient,Football,football,1,0,LEY,,0,83,EN,England,[],#52b030,#52b030,#ffffff,1,1,1.0,0.0,1.0,1,1,0.0,1.0,1.0,,,1690317424.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690317426,,,,,,,,,,,,4.0,3.75,1.67
IKosIPp,2,False,,,,False,11460160,1690310700,dundela-carrick-rangers,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1.0,1468.0,international,0.0,853.0,False,False,False,False,0,86,1.0,100,Ended,finished,Dundela,dundela,Dundela,Football,football,1,0,DUN,,0,39533,NX,Northern Ireland,[],#52b030,#52b030,#ffffff,Carrick Rangers,carrick-rangers,Carrick Rangers,Football,football,1,0,CAR,,0,36783,NX,Northern Ireland,[],#52b030,#52b030,#ffffff,0,0,0.0,0.0,0.0,3,3,3.0,0.0,3.0,,,1690314534.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2']",1690317268,,,,,,,,,,,,3.2,4.0,1.8
NbsYe,2,False,,,,False,11439095,1690310700,farnborough-metropolitan-police,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1.0,1468.0,international,0.0,853.0,False,False,False,False,0,86,1.0,100,Ended,finished,Metropolitan Police,metropolitan-police,Metropolitan,Football,football,1,0,MET,,0,248,EN,England,[],#52b030,#52b030,#ffffff,Farnborough,farnborough,Farnborough,Football,football,1,0,FAR,,0,88,EN,England,[],#52b030,#52b030,#ffffff,1,1,0.0,1.0,1.0,2,2,1.0,1.0,2.0,,,1690317249.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690317252,,,,,,,,,,,,3.1,3.75,1.91
AsX,3,True,,,,False,11377202,1690310700,charlton-athletic-millwall,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1.0,1468.0,international,0.0,853.0,False,False,False,False,0,86,1.0,100,Ended,finished,Millwall,millwall,Millwall,Football,football,1,0,MIL,False,0,25,EN,England,[],#52b030,#52b030,#ffffff,Charlton Athletic,charlton-athletic,Charlton,Football,football,1,0,CHA,,0,47,EN,England,[],#52b030,#52b030,#ffffff,2,2,0.0,2.0,2.0,2,2,2.0,0.0,2.0,,,1690314685.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.injuryTime1', 'time.injuryTime2']",1690317569,,,,,,,,,,,,1.73,3.75,3.75
rEosOop,2,False,,,,False,11347261,1690310700,potters-bar-town-boreham-wood,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1.0,1468.0,international,0.0,853.0,False,False,False,False,0,86,1.0,100,Ended,finished,Potters Bar Town,potters-bar-town,Potters,Football,football,1,0,POT,,0,38239,EN,England,[],#52b030,#52b030,#ffffff,Boreham Wood,boreham-wood,Boreham,Football,football,1,0,BOR,,0,36467,EN,England,[],#52b030,#52b030,#ffffff,0,0,0.0,0.0,0.0,3,3,0.0,3.0,3.0,,,1690317661.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1690317664,,,,,,,,,,,,6.0,4.33,1.4
DcsOBc,1,False,,,,False,11289963,1690310700,sutton-united-woking,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1.0,1468.0,international,0.0,853.0,False,False,False,False,0,86,1.0,100,Ended,finished,Woking,woking,Woking,Football,football,1,0,WOK,,0,128,EN,England,[],#52b030,#52b030,#ffffff,Sutton United,sutton-united,Sutton,Football,football,1,0,SUT,,0,6339,EN,England,[],#52b030,#52b030,#ffffff,2,2,1.0,1.0,2.0,0,0,0.0,0.0,0.0,1.0,,1690317191.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1690317293,,,,,,,,,,,,2.4,3.6,2.4
KKosFGcb,1,False,,,,False,11439157,1690311600,ballinamallard-united-newry-city-afc,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1.0,1468.0,international,0.0,853.0,False,False,False,False,0,86,,100,Ended,finished,Newry City AFC,newry-city-afc,Newry City,Football,football,1,0,NCA,,0,131580,NX,Northern Ireland,[],#52b030,#52b030,#ffffff,Ballinamallard United,ballinamallard-united,Ballinamallard Utd.,Football,football,1,0,BAL,,0,36785,NX,Northern Ireland,[],#52b030,#52b030,#ffffff,1,1,1.0,0.0,1.0,0,0,0.0,0.0,0.0,,,1690317974.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690317978,,,,,,,,,,,,1.4,4.5,5.75
gsgkb,2,True,,,,False,11457556,1690313400,burnley-benfica,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1.0,1468.0,international,0.0,853.0,False,False,False,False,0,86,,100,Ended,finished,Benfica,benfica,Benfica,Football,football,1,0,BEN,False,0,3006,PT,Portugal,[],#52b030,#52b030,#ffffff,Burnley,burnley,Burnley,Football,football,1,0,BUR,False,0,6,EN,England,[],#52b030,#52b030,#ffffff,0,0,0.0,0.0,0.0,2,2,0.0,2.0,2.0,1.0,3.0,1690320326.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1690320331,,,,,,,,,,,,1.5,3.75,5.5
zgbsbkb,1,True,,,,False,11396992,1690313400,sporting-real-sociedad,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1.0,1468.0,international,0.0,853.0,False,False,False,False,0,86,,100,Ended,finished,Sporting,sporting,Sporting,Football,football,1,0,SPO,False,0,3001,PT,Portugal,[],#52b030,#52b030,#ffffff,Real Sociedad,real-sociedad,Real Sociedad,Football,football,1,0,RSO,False,0,2824,ES,Spain,[],#52b030,#52b030,#ffffff,3,3,2.0,1.0,3.0,0,0,0.0,0.0,0.0,,3.0,1690320323.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1690320329,1.0,,,,,,,,,,,2.5,3.4,2.4
Ksob,2,True,True,True,1.0,False,11350912,1690338600,wrexham-manchester-united,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1.0,1468.0,international,0.0,853.0,False,False,False,False,0,86,1.0,100,Ended,finished,Manchester United,manchester-united,Man Utd,Football,football,1,0,MUN,False,0,35,EN,England,[],#52b030,#52b030,#ffffff,Wrexham,wrexham,Wrexham,Football,football,1,0,WRE,False,0,64,WA,Wales,[],#52b030,#52b030,#ffffff,1,1,1.0,0.0,1.0,3,3,2.0,1.0,3.0,5.0,0.0,1690342821.0,"['time.injuryTime2', 'status.code', 'status.description', 'status.type']",1690345601,1.0,,,,,,,,,,,1.8,4.0,3.2
PVjsnluc,3,False,,,,False,11472452,1690356600,csm-slatina-concordia-chiajna,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1.0,1468.0,international,0.0,853.0,False,False,False,False,0,86,1.0,100,Ended,finished,Concordia Chiajna,concordia-chiajna,Concordia,Football,football,1,0,CON,,0,24790,RO,Romania,[],#52b030,#52b030,#ffffff,CSM Slatina,csm-slatina,CSM Slatina,Football,football,1,0,SLA,False,0,298063,RO,Romania,[],#52b030,#52b030,#ffffff,1,1,1.0,0.0,1.0,1,1,0.0,1.0,1.0,,,1690377798.0,['time.currentPeriodStart'],1690377801,,,,,,,,,,,,2.4,3.4,2.5
pYsblb,2,False,,,6.0,False,11461476,1690362000,trabzonspor-triglav-kranj,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1.0,1468.0,international,0.0,853.0,False,False,False,False,0,86,1.0,100,Ended,finished,Triglav Kranj,triglav-kranj,Triglav,Football,football,1,0,NKT,False,0,2415,SI,Slovenia,[],#52b030,#52b030,#ffffff,Trabzonspor,trabzonspor,Trabzonspor,Football,football,1,0,TRA,False,0,3051,TR,Turkey,[],#52b030,#52b030,#ffffff,0,0,0.0,0.0,0.0,4,4,1.0,3.0,4.0,,,1690365600.0,['awayScore.period1'],1690370478,,,,,,,,,,,,15.0,7.0,1.1
rsxdb,2,True,True,True,1.0,False,11327929,1690367400,fc-bayern-munchen-manchester-city,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1.0,1468.0,international,0.0,853.0,False,False,False,False,0,86,1.0,100,Ended,finished,FC Bayern München,fc-bayern-munchen,Bayern,Football,football,1,0,BMU,False,0,2672,DE,Germany,[],#52b030,#52b030,#ffffff,Manchester City,manchester-city,Man City,Football,football,1,0,MCI,False,0,17,EN,England,[],#52b030,#52b030,#ffffff,1,1,0.0,1.0,1.0,2,2,1.0,1.0,2.0,2.0,3.0,1690371223.0,"['status.code', 'status.description', 'status.type']",1690374120,,,,,,,,,,,,3.0,3.75,2.15
IsQkb,2,False,,,,False,11439090,1690371000,tottenham-hotspur-lion-city-sailors,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1.0,1468.0,international,0.0,853.0,False,False,False,False,0,86,1.0,100,Ended,finished,Lion City Sailors,lion-city-sailors,Lion City Sailors,Football,football,1,0,LIO,False,0,3041,SG,Singapore,[],#52b030,#52b030,#ffffff,Tottenham Hotspur,tottenham-hotspur,Tottenham ,Football,football,1,0,TOT,False,0,33,EN,England,[],#52b030,#52b030,#ffffff,1,1,1.0,0.0,1.0,5,5,1.0,4.0,5.0,,,1690375020.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2', 'awayScore.normaltime']",1690378000,,,,,,,,,,,,41.0,17.0,1.03
psoKj,2,True,,,,False,11412961,1690372800,girona-sheffield-united,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1.0,1468.0,international,0.0,853.0,False,False,False,False,0,86,1.0,100,Ended,finished,Sheffield United,sheffield-united,Sheffield Utd,Football,football,1,0,SHU,False,0,15,EN,England,[],#52b030,#52b030,#ffffff,Girona,girona,Girona,Football,football,1,0,GIR,False,0,24264,ES,Spain,[],#52b030,#52b030,#ffffff,0,0,0.0,0.0,0.0,2,2,0.0,2.0,2.0,,,1690376340.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2', 'awayScore.normaltime']",1690379572,,,,,,,,,,,,1.91,3.4,3.4
