name,home,away,compareCode,groupName
Ball possession,68%,32%,1,Possession
Total shots,17,9,1,Shots
Shots on target,11,0,1,Shots
Shots off target,3,6,2,Shots
Blocked shots,3,3,3,Shots
Corner kicks,7,7,3,TVData
Offsides,2,2,3,TVData
Fouls,10,8,1,TVData
Free kicks,8,10,2,TVData
Throw-ins,26,13,1,TVData
Goal kicks,6,8,2,TVData
Big chances,1,0,1,Shots extra
Counter attacks,1,2,2,Shots extra
Counter attack shots,1,2,2,Shots extra
Shots inside box,6,5,1,Shots extra
Shots outside box,11,4,1,Shots extra
Goalkeeper saves,0,9,2,Shots extra
Passes,632,277,1,Passes
Accurate passes,558 (88%),206 (74%),1,Passes
Long balls,34/49 (69%),15/39 (38%),1,Passes
Crosses,4/16 (25%),5/14 (36%),2,Passes
Dribbles,9/18 (50%),5/17 (29%),1,Duels
Possession lost,116,116,3,Duels
Duels won,48,41,1,Duels
Aerials won,15,9,1,Duels
Tackles,16,17,2,Defending
Interceptions,8,7,1,Defending
Clearances,10,20,2,Defending
Ball possession,66%,34%,1,Possession
Total shots,8,5,1,Shots
Shots on target,5,0,1,Shots
Shots off target,2,4,2,Shots
Blocked shots,1,1,3,Shots
Corner kicks,1,5,2,TVData
Offsides,1,1,3,TVData
Free kicks,5,4,1,TVData
Throw-ins,11,6,1,TVData
Goal kicks,3,5,2,TVData
Big chances,1,0,1,Shots extra
Counter attacks,1,1,3,Shots extra
Counter attack shots,1,1,3,Shots extra
Shots inside box,4,3,1,Shots extra
Shots outside box,4,2,1,Shots extra
Goalkeeper saves,0,4,2,Shots extra
Passes,323,158,1,Passes
Accurate passes,285 (88%),119 (75%),1,Passes
Long balls,16/25 (64%),9/20 (45%),1,Passes
Crosses,2/7 (29%),4/9 (44%),2,Passes
Dribbles,5/6 (83%),4/7 (57%),1,Duels
Possession lost,54,58,2,Duels
Duels won,21,19,1,Duels
Aerials won,7,7,3,Duels
Tackles,4,4,3,Defending
Interceptions,4,4,3,Defending
Clearances,5,8,2,Defending
Ball possession,71%,29%,1,Possession
Total shots,9,4,1,Shots
Shots on target,6,0,1,Shots
Shots off target,1,2,2,Shots
Blocked shots,2,2,3,Shots
Corner kicks,6,2,1,TVData
Offsides,1,1,3,TVData
Free kicks,3,6,2,TVData
Throw-ins,15,7,1,TVData
Goal kicks,3,3,3,TVData
Big chances,0,0,3,Shots extra
Counter attacks,0,1,2,Shots extra
Counter attack shots,0,1,2,Shots extra
Shots inside box,2,2,3,Shots extra
Shots outside box,7,2,1,Shots extra
Goalkeeper saves,0,5,2,Shots extra
Passes,309,119,1,Passes
Accurate passes,273 (88%),87 (73%),2,Passes
Long balls,18/24 (75%),6/19 (32%),1,Passes
Crosses,2/9 (22%),1/5 (20%),1,Passes
Dribbles,4/12 (33%),1/10 (10%),1,Duels
Possession lost,62,58,1,Duels
Duels won,27,22,1,Duels
Aerials won,8,2,1,Duels
Tackles,12,13,2,Defending
Interceptions,4,3,1,Defending
Clearances,5,12,2,Defending
