customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.userCount,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,roundInfo.name,roundInfo.cupRoundType,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,homeScore.extra1,homeScore.extra2,homeScore.overtime,homeScore.penalties,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,awayScore.extra1,awayScore.extra2,awayScore.overtime,awayScore.penalties,time.injuryTime1,time.injuryTime2,time.injuryTime3,time.injuryTime4,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,awayRedCards,tournament.category.alpha2,tournament.uniqueTournament.category.alpha2,aggregatedWinnerCode,homeRedCards,coverage,choice_1,choice_X,choice_2
PmbsXmb,1,True,True,True,1.0,False,11009459,1688205600,fc-tokyo-kashiwa-reysol,False,J1 League,j1-league,Japan,japan,Football,football,1,52,japan,J1 League,j1-league,Japan,japan,Football,football,1,52,japan,0,False,False,196,True,False,166,82,19.0,,,100,Ended,finished,FC Tokyo,fc-tokyo,Tokyo,Football,football,1,0,TOK,,0,3147,JP,Japan,[],#52b030,#52b030,#ffffff,Kashiwa Reysol,kashiwa-reysol,Kashiwa,Football,football,1,0,REY,,0,3140,JP,Japan,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,4.0,6.0,,,1688212714.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688212718,,JP,JP,,,,2.1,3.4,3.5
VmbseNi,2,True,True,True,1.0,False,11009462,1688205600,urawa-red-diamonds-sagan-tosu,False,J1 League,j1-league,Japan,japan,Football,football,1,52,japan,J1 League,j1-league,Japan,japan,Football,football,1,52,japan,0,False,False,196,True,False,166,82,19.0,,,100,Ended,finished,Sagan Tosu,sagan-tosu,S. Tosu,Football,football,1,0,TOS,,0,21904,JP,Japan,[],#52b030,#52b030,#ffffff,Urawa Red Diamonds,urawa-red-diamonds,Urawa Reds,Football,football,1,0,URD,False,0,3145,JP,Japan,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,,,,,2.0,2.0,2.0,0.0,2.0,,,,,3.0,6.0,,,1688212867.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart', 'time.currentPeriodStart']",1688212871,,JP,JP,,,,4.0,3.6,1.91
RmbsWmb,3,True,True,True,1.0,False,11009461,1688205600,vissel-kobe-hokkaido-consadole-sapporo,False,J1 League,j1-league,Japan,japan,Football,football,1,52,japan,J1 League,j1-league,Japan,japan,Football,football,1,52,japan,0,False,False,196,True,False,166,82,19.0,,,100,Ended,finished,Vissel Kobe,vissel-kobe,Vissel Kobe,Football,football,1,0,VIK,False,0,3146,JP,Japan,[],#52b030,#52b030,#ffffff,Hokkaido Consadole Sapporo,hokkaido-consadole-sapporo,Sapporo,Football,football,1,0,HCS,,0,3142,JP,Japan,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,2.0,4.0,,,1688212521.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688212523,,JP,JP,,,,1.8,4.2,3.75
MmbsfNi,1,True,True,True,1.0,False,11009463,1688292000,yokohama-marinos-shonan-bellmare,False,J1 League,j1-league,Japan,japan,Football,football,1,52,japan,J1 League,j1-league,Japan,japan,Football,football,1,52,japan,0,False,False,196,True,False,166,82,19.0,,,100,Ended,finished,Yokohama F. Marinos,yokohama-f-marinos,Yokohama FM,Football,football,1,0,MAR,False,0,3137,JP,Japan,[],#52b030,#52b030,#ffffff,Shonan Bellmare,shonan-bellmare,Shonan,Football,football,1,0,SHO,,0,21905,JP,Japan,[],#52b030,#52b030,#ffffff,4.0,4.0,2.0,2.0,4.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,2.0,4.0,,,1688298999.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688299001,,JP,JP,,,,1.62,4.5,4.75
oyspy,2,True,True,True,1.0,False,10932782,1688227200,valerenga-if-viking-fk,False,Eliteserien,eliteserien,Norway,norway,Football,football,1,5,norway,Eliteserien,eliteserien,Norway,norway,Football,football,1,5,norway,0,False,False,20,True,False,163,5,12.0,,,100,Ended,finished,Vålerenga IF,valerenga-if,Vålerenga,Football,football,1,0,VIF,,0,1165,NO,Norway,[],#52b030,#52b030,#ffffff,Viking FK,viking-fk,Viking,Football,football,1,0,VIK,False,0,1164,NO,Norway,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,2.0,2.0,1.0,1.0,2.0,,,,,,6.0,,,1688234187.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688234583,,NO,NO,,1.0,,2.25,3.8,2.9
VCnsehK,3,True,True,True,1.0,False,11351955,1688157000,universidad-tecnica-de-cajamarca-sport-huancayo,False,"Liga 1, Clausura",liga-1-clausura,Peru,peru,Football,football,1,20,peru,Liga 1,liga-1,Peru,peru,Football,football,1,20,peru,0,False,False,406,True,False,159,34468,2.0,,,100,Ended,finished,Universidad Técnica de Cajamarca,universidad-tecnica-de-cajamarca,UTC,Football,football,1,0,CAJ,,0,87854,PE,Peru,[],#52b030,#52b030,#ffffff,Sport Huancayo,sport-huancayo,Sport Huancayo,Football,football,1,0,HUA,,0,33895,PE,Peru,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,3.0,5.0,,,1688163933.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688163935,,PE,PE,,,,2.7,3.5,2.55
OqkcshlJc,1,True,True,True,1.0,False,11351951,1688243400,asociacion-deportiva-tarma-deportivo-binacional,False,"Liga 1, Clausura",liga-1-clausura,Peru,peru,Football,football,1,20,peru,Liga 1,liga-1,Peru,peru,Football,football,1,20,peru,0,False,False,406,True,False,159,34468,2.0,,,100,Ended,finished,Asociacion Deportiva Tarma,asociacion-deportiva-tarma,Asociacion Deportiva Tarma,Football,football,1,0,ASO,False,0,335557,PE,Peru,[],#52b030,#52b030,#ffffff,Deportivo Binacional,deportivo-binacional,Binacional,Football,football,1,0,EDB,,0,275839,PE,Peru,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1688250471.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688250473,2.0,PE,PE,,1.0,,1.67,4.0,5.25
iWsJwId,3,True,True,True,1.0,False,11351956,1688252400,deportivo-garcilaso-melgar,False,"Liga 1, Clausura",liga-1-clausura,Peru,peru,Football,football,1,20,peru,Liga 1,liga-1,Peru,peru,Football,football,1,20,peru,0,False,False,406,True,False,159,34468,2.0,,,100,Ended,finished,Deportivo Garcilaso,deportivo-garcilaso,Deportivo Garcilaso,Football,football,1,0,DEP,False,0,458584,PE,Peru,[],#52b030,#52b030,#ffffff,Melgar,melgar,Melgar,Football,football,1,0,MEL,False,0,2308,PE,Peru,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,2.0,2.0,2.0,0.0,2.0,,,,,6.0,7.0,,,1688259661.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688259665,,PE,PE,,,,2.4,3.2,3.1
lWsGPc,2,True,True,True,1.0,False,11351952,1688261400,deportivo-municipal-alianza-lima,False,"Liga 1, Clausura",liga-1-clausura,Peru,peru,Football,football,1,20,peru,Liga 1,liga-1,Peru,peru,Football,football,1,20,peru,0,False,False,406,True,False,159,34468,2.0,,,100,Ended,finished,Deportivo Municipal,deportivo-municipal,Municipal,Football,football,1,0,MUN,,0,7031,PE,Peru,[],#52b030,#52b030,#ffffff,Alianza Lima,alianza-lima,Alianza Lima,Football,football,1,0,ALI,False,0,2311,PE,Peru,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,4.0,5.0,,,1688268463.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688268467,,PE,PE,,,,9.0,5.25,1.33
hLsRL,2,True,True,True,1.0,False,10923035,1688216400,ifk-varnamo-degerfors-if,False,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,0,False,False,40,True,False,133,24,13.0,,,100,Ended,finished,Degerfors IF,degerfors-if,Degerfors,Football,football,1,0,DEG,,0,1807,SE,Sweden,[],#52b030,#52b030,#ffffff,IFK Värnamo,ifk-varnamo,Värnamo,Football,football,1,0,VAR,,0,1842,SE,Sweden,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,1.0,1.0,2.0,,,,,2.0,4.0,,,1688223122.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688223125,,SE,SE,,,,2.4,3.3,2.88
oKsMK,2,True,True,True,1.0,False,10923029,1688216400,if-brommapojkarna-aik,False,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,0,False,False,40,True,False,133,24,13.0,,,100,Ended,finished,IF Brommapojkarna,if-brommapojkarna,Brommapojkarna,Football,football,1,0,BRO,,0,1787,SE,Sweden,[],#52b030,#52b030,#ffffff,AIK,aik,AIK,Football,football,1,0,AIK,False,0,1764,SE,Sweden,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,2.0,0.0,2.0,,,,,4.0,7.0,,,1688223476.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688223479,,SE,SE,,,,3.1,3.4,2.3
TKsRM,1,True,True,True,1.0,False,10923248,1688225400,malmo-ff-ik-sirius,False,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,0,False,False,40,True,False,133,24,13.0,,,100,Ended,finished,Malmö FF,malmo-ff,Malmö,Football,football,1,0,MAL,False,0,1892,SE,Sweden,[],#52b030,#52b030,#ffffff,IK Sirius,ik-sirius,Sirius,Football,football,1,0,SIR,,0,1793,SE,Sweden,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,,,1688232301.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart', 'time.currentPeriodStart']",1688232305,1.0,SE,SE,,,,1.33,5.25,8.5
lKsrK,3,False,True,True,1.0,False,10923018,1688302800,halmstads-bk-ifk-goteborg,False,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,0,False,False,40,True,False,133,24,13.0,,,100,Ended,finished,Halmstads BK,halmstads-bk,Halmstad,Football,football,1,0,HAL,,0,1767,SE,Sweden,[],#52b030,#52b030,#ffffff,IFK Göteborg,ifk-goteborg,Göteborg,Football,football,1,0,IFK,False,0,1761,SE,Sweden,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,7.0,3.0,,,1688310090.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688310092,,SE,SE,,,,2.4,3.2,3.1
kKsuK,3,True,True,True,1.0,False,10923251,1688302800,ifk-norrkoping-bk-hacken,False,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,0,False,False,40,True,False,133,24,13.0,,,100,Ended,finished,IFK Norrköping,ifk-norrkoping,Norrköping,Football,football,1,0,NKP,False,0,1769,SE,Sweden,[],#52b030,#52b030,#ffffff,BK Häcken,bk-hacken,Häcken,Football,football,1,0,HAC,False,0,1760,SE,Sweden,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,2.0,2.0,1.0,1.0,2.0,,,,,3.0,4.0,,,1688309591.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688309594,,SE,SE,,,,4.5,4.2,1.67
odcsKjt,2,True,True,True,1.0,False,11232170,1688164200,panama-martinique,False,"CONCACAF Gold Cup, Group C",concacaf-gold-cup-group-c,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,CONCACAF Gold Cup,concacaf-gold-cup,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,0,False,False,140,True,False,97,3330,2.0,,,100,Ended,finished,Martinique,martinique,Martinique,Football,football,1,0,MAR,False,0,45485,MQ,Martinique,[],#52b030,#52b030,#ffffff,Panama,panama,Panama,Football,football,1,0,PAN,False,0,5164,PA,Panama,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,2.0,2.0,0.0,2.0,2.0,,,,,1.0,4.0,,,1688171294.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688171410,,,,,,,11.0,6.0,1.25
gVbsAWb,3,True,True,True,1.0,False,11232158,1688171400,el-salvador-costa-rica,False,"CONCACAF Gold Cup, Group C",concacaf-gold-cup-group-c,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,CONCACAF Gold Cup,concacaf-gold-cup,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,0,False,False,140,True,False,97,3330,2.0,,,100,Ended,finished,El Salvador,el-salvador,El Salvador,Football,football,1,0,ESA,False,0,4825,SV,El Salvador,[],#52b030,#52b030,#ffffff,Costa Rica,costa-rica,Costa Rica,Football,football,1,0,CRC,False,0,4756,CR,Costa Rica,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,1.0,7.0,,,1688180535.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688180537,,,,,,,3.6,3.0,2.25
zWbsZVc,2,True,True,True,1.0,False,11232165,1688254200,guadeloupe-cuba,False,"CONCACAF Gold Cup, Group D",concacaf-gold-cup-group-d,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,CONCACAF Gold Cup,concacaf-gold-cup,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,0,False,False,140,True,False,96,72316,2.0,,,100,Ended,finished,Cuba,cuba,Cuba,Football,football,1,0,CUB,False,0,4824,CU,Cuba,[],#52b030,#52b030,#ffffff,Guadeloupe,guadeloupe,Guadeloupe,Football,football,1,0,GP,False,0,7299,GP,Guadeloupe,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,4.0,4.0,3.0,1.0,4.0,,,,,5.0,,,,1688261224.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688261228,,,,,1.0,,4.33,3.25,1.95
cVbsndc,3,True,True,True,1.0,False,11232172,1688261400,guatemala-canada,False,"CONCACAF Gold Cup, Group D",concacaf-gold-cup-group-d,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,CONCACAF Gold Cup,concacaf-gold-cup,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,0,False,False,140,True,False,96,72316,2.0,,,100,Ended,finished,Guatemala,guatemala,Guatemala,Football,football,1,0,GUA,False,0,5163,GT,Guatemala,[],#52b030,#52b030,#ffffff,Canada,canada,Canada,Football,football,1,0,CAN,False,0,4752,CA,Canada,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,5.0,,,1688270495.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688270498,,,,,,,5.5,4.0,1.6
RXycsqzAc,1,True,True,True,1.0,False,11035002,1688162400,forge-fc-hfx-wanderers-fc,False,Canadian Premier League,canadian-premier-league,Canada,canada,Football,football,1,388,canada,Canadian Premier League,canadian-premier-league,Canada,canada,Football,football,1,388,canada,0,False,False,13470,True,False,84,72112,1.0,,,100,Ended,finished,HFX Wanderers FC,hfx-wanderers-fc,HFX Wanderers,Football,football,1,0,HFX,,0,309892,CA,Canada,[],#52b030,#52b030,#ffffff,Forge FC,forge-fc,Forge,Football,football,1,0,FOR,,0,313716,CA,Canada,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,2.0,7.0,,,1688166734.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime']",1688170116,,CA,CA,,,,2.75,3.0,2.38
NXycsBQLc,3,True,True,True,1.0,False,11034993,1688175000,atletico-ottawa-pacific-fc,False,Canadian Premier League,canadian-premier-league,Canada,canada,Football,football,1,388,canada,Canadian Premier League,canadian-premier-league,Canada,canada,Football,football,1,388,canada,0,False,False,13470,True,False,84,72112,1.0,,,100,Ended,finished,Pacific FC,pacific-fc,Pacific,Football,football,1,0,PAC,,0,309888,CA,Canada,[],#52b030,#52b030,#ffffff,Atlético Ottawa,atletico-ottawa,Atl. Ottawa,Football,football,1,0,OTT,False,0,342076,CA,Canada,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,2.0,2.0,1.0,1.0,2.0,,,,,4.0,8.0,,,1688179412.0,"['status.code', 'status.description', 'status.type']",1688182617,1.0,CA,CA,,,,1.73,3.4,4.33
OXycsrzAc,2,True,True,True,1.0,False,11034991,1688238000,valour-fc-cavalry-fc,False,Canadian Premier League,canadian-premier-league,Canada,canada,Football,football,1,388,canada,Canadian Premier League,canadian-premier-league,Canada,canada,Football,football,1,388,canada,0,False,False,13470,True,False,84,72112,1.0,,,100,Ended,finished,Valour FC,valour-fc,Valour,Football,football,1,0,VAL,,0,313717,CA,Canada,[],#52b030,#52b030,#ffffff,Cavalry FC,cavalry-fc,Cavalry,Football,football,1,0,CAV,,0,309889,CA,Canada,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,1.0,1.0,2.0,,,,,3.0,5.0,,,1688242293.0,"['status.code', 'status.description', 'status.type']",1688245430,,CA,CA,,,,2.4,3.2,2.62
ePisuuzc,1,True,True,True,1.0,False,10986834,1688167800,loudoun-united-fc-charleston-battery,False,"USL, Championship",usl-championship,USA,usa,Football,football,1,26,usa,USL Championship,usl-championship,USA,usa,Football,football,1,26,usa,0,False,False,13363,True,False,79,71367,1.0,,,100,Ended,finished,Charleston Battery,charleston-battery,Charleston Battery,Football,football,1,0,CHA,,0,22004,US,USA,[],#52b030,#52b030,#ffffff,Loudoun United FC,loudoun-united-fc,Loudoun United,Football,football,1,0,LOU,,0,310969,US,USA,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,,1688174804.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688174807,1.0,US,US,,,,1.6,4.0,4.75
wQDbsRmoc,1,True,True,True,1.0,False,10986833,1688173200,detroit-city-fc-fc-tulsa,False,"USL, Championship",usl-championship,USA,usa,Football,football,1,26,usa,USL Championship,usl-championship,USA,usa,Football,football,1,26,usa,0,False,False,13363,True,False,79,71367,1.0,,,100,Ended,finished,FC Tulsa,fc-tulsa,FC Tulsa,Football,football,1,0,TUL,,0,197071,US,USA,[],#52b030,#52b030,#ffffff,Detroit City FC,detroit-city-fc,Detroit City FC,Football,football,1,0,DET,,0,285642,US,USA,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,,,,,2.0,2.0,1.0,1.0,2.0,,,,,1.0,2.0,,,1688180263.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688180267,,US,US,,,,2.7,3.2,2.4
REjbslBKc,3,True,True,True,1.0,False,10986830,1688252100,san-diego-loyal-sc-indy-eleven,False,"USL, Championship",usl-championship,USA,usa,Football,football,1,26,usa,USL Championship,usl-championship,USA,usa,Football,football,1,26,usa,0,False,False,13363,True,False,79,71367,1.0,,,100,Ended,finished,Indy Eleven,indy-eleven,Indy Eleven,Football,football,1,0,IEL,,0,148992,US,USA,[],#52b030,#52b030,#ffffff,San Diego Loyal SC,san-diego-loyal-sc,San Diego Loyal SC,Football,football,1,0,SAN,,0,338811,US,USA,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,,,,,2.0,2.0,1.0,1.0,2.0,,,,,3.0,8.0,,,1688259373.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688259377,,US,US,,1.0,,2.45,3.4,2.45
KxjsvQDb,3,True,True,True,1.0,False,10986827,1688252400,pittsburgh-riverhounds-louisville-city-fc,False,"USL, Championship",usl-championship,USA,usa,Football,football,1,26,usa,USL Championship,usl-championship,USA,usa,Football,football,1,26,usa,0,False,False,13363,True,False,79,71367,1.0,,,100,Ended,finished,Pittsburgh Riverhounds,pittsburgh-riverhounds,Pittsburgh Riverhounds,Football,football,1,0,PIT,,0,23635,US,USA,[],#52b030,#52b030,#ffffff,Louisville City FC,louisville-city-fc,Louisville City,Football,football,1,0,LOU,,0,197070,US,USA,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,,,1688259523.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688259527,,US,US,,,,1.95,3.2,3.6
pQDbsgmMb,1,True,True,True,1.0,False,10986832,1688259600,miami-fc-colorado-springs-switchbacks-fc,False,"USL, Championship",usl-championship,USA,usa,Football,football,1,26,usa,USL Championship,usl-championship,USA,usa,Football,football,1,26,usa,0,False,False,13363,True,False,79,71367,1.0,,,100,Ended,finished,Colorado Springs Switchbacks FC,colorado-springs-switchbacks-fc,Switchbacks FC,Football,football,1,0,CSS,,0,197065,US,USA,[],#52b030,#52b030,#ffffff,Miami FC,miami-fc,Miami FC,Football,football,1,0,MIA,,0,218106,US,USA,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,,,1688266760.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688266763,,US,US,,,,1.7,3.75,4.2
JRLbsruzc,1,True,True,True,1.0,False,10986824,1688259600,birmingham-legion-fc-san-antonio-fc,False,"USL, Championship",usl-championship,USA,usa,Football,football,1,26,usa,USL Championship,usl-championship,USA,usa,Football,football,1,26,usa,0,False,False,13363,True,False,79,71367,1.0,,,100,Ended,finished,San Antonio FC,san-antonio-fc,San Antonio,Football,football,1,0,SAN,,0,217134,US,USA,[],#52b030,#52b030,#ffffff,Birmingham Legion FC,birmingham-legion-fc,Birmingham Legion,Football,football,1,0,BIR,False,0,310967,US,USA,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,3.0,5.0,,,1688266833.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688266835,,US,US,,,,1.7,3.8,4.2
GkzcsHkzc,2,True,True,True,1.0,False,10986831,1688261400,el-paso-locomotive-fc-new-mexico-united,False,"USL, Championship",usl-championship,USA,usa,Football,football,1,26,usa,USL Championship,usl-championship,USA,usa,Football,football,1,26,usa,0,False,False,13363,True,False,79,71367,1.0,,,100,Ended,finished,El Paso Locomotive FC,el-paso-locomotive-fc,Locomotive,Football,football,1,0,PAS,False,0,310532,US,USA,[],#52b030,#52b030,#ffffff,New Mexico United,new-mexico-united,New Mexico United,Football,football,1,0,NEW,,0,310531,US,USA,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,,5.0,,,1688268562.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688268567,,US,US,,,,1.8,3.75,3.8
