customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.userCount,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,roundInfo.name,roundInfo.cupRoundType,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,homeScore.extra1,homeScore.extra2,homeScore.overtime,homeScore.penalties,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,awayScore.extra1,awayScore.extra2,awayScore.overtime,awayScore.penalties,time.injuryTime1,time.injuryTime2,time.injuryTime3,time.injuryTime4,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,awayRedCards,tournament.category.alpha2,tournament.uniqueTournament.category.alpha2,aggregatedWinnerCode,homeRedCards,coverage,choice_1,choice_X,choice_2
vJBbsNzNb,2,False,,,,False,11223342,1688297400,shanghai-jiading-huilong-jiangxi-beidamen,False,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,0,False,False,782,False,False,0,3583,12.0,,,100,Ended,finished,Shanghai Jiading Huilong,shanghai-jiading-huilong,Jiading,Football,football,1,0,SJC,False,0,221238,CN,China,[],#52b030,#52b030,#ffffff,Jiangxi Beidamen,jiangxi-beidamen,Jiangxi,Football,football,1,0,JIL,False,0,191720,CN,China,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,2.0,2.0,1.0,1.0,2.0,,,,,,,,,1688303100.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688306110,,CN,CN,,,,2.88,2.88,2.4
GBmcsvPcd,2,False,,,,False,11223344,1688297400,wuxi-wugou-sichuan-jiuniu,False,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,0,False,False,782,False,False,0,3583,12.0,,,100,Ended,finished,Wuxi Wugou,wuxi-wugou,Wugo,Football,football,1,0,WUX,,0,382020,CN,China,[],#52b030,#52b030,#ffffff,Sichuan Jiuniu,sichuan-jiuniu,Sichuan,Football,football,1,0,SIJ,False,0,281331,CN,China,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,,1688304582.0,"['homeScore.period1', 'awayScore.period1']",1688304616,,CN,CN,,,,6.5,3.4,1.5
BZmsPQYb,3,True,,,,False,10991194,1688144400,paide-linnameeskond-parnu-jk-vaprus,False,Premium Liiga,premium-liiga,Estonia,estonia,Football,football,1,92,estonia,Premium Liiga,premium-liiga,Estonia,estonia,Football,football,1,92,estonia,0,False,False,178,False,False,0,618,19.0,,,100,Ended,finished,Pärnu JK Vaprus,parnu-jk-vaprus,Pärnu,Football,football,1,0,VAP,False,0,247090,EE,Estonia,[],#52b030,#52b030,#ffffff,Paide Linnameeskond,paide-linnameeskond,Paide,Football,football,1,0,PAI,,0,32476,EE,Estonia,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,,1688148180.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1688151355,,EE,EE,,,,6.5,4.33,1.36
gRcsUjEb,3,True,,,,False,10991198,1688220000,fc-kuressaare-harju-jalgpallikool,False,Premium Liiga,premium-liiga,Estonia,estonia,Football,football,1,92,estonia,Premium Liiga,premium-liiga,Estonia,estonia,Football,football,1,92,estonia,0,False,False,178,False,False,0,618,19.0,,,100,Ended,finished,Harju Jalgpallikool,harju-jalgpallikool,Harju Jalgpallikool,Football,football,1,0,HAR,,0,197994,EE,Estonia,[],#52b030,#52b030,#ffffff,FC Kuressaare,fc-kuressaare,Kuressaare,Football,football,1,0,KUR,,0,7106,EE,Estonia,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,,,,,1688226950.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688226953,,EE,EE,,,,3.8,3.4,1.8
RqbsTqb,1,True,,,,False,10991200,1688229000,narva-trans-fci-levadia-tallinn,False,Premium Liiga,premium-liiga,Estonia,estonia,Football,football,1,92,estonia,Premium Liiga,premium-liiga,Estonia,estonia,Football,football,1,92,estonia,0,False,False,178,False,False,0,618,19.0,,,100,Ended,finished,FCI Levadia Tallinn,fci-levadia-tallinn,Levadia,Football,football,1,0,LEV,False,0,3342,EE,Estonia,[],#52b030,#52b030,#ffffff,Narva Trans,narva-trans,Trans,Football,football,1,0,NAR,,0,3343,EE,Estonia,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1688232660.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1688235769,,EE,EE,,,,1.4,4.75,5.25
RUskV,3,True,,,,False,11016020,1688209200,fc-honka-hjk,False,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,0,False,False,41,False,False,0,31,13.0,,,100,Ended,finished,FC Honka,fc-honka,Honka,Football,football,1,0,HON,,0,2260,FI,Finland,[],#52b030,#52b030,#ffffff,HJK,hjk,HJK,Football,football,1,0,HJK,False,0,2242,FI,Finland,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,1.0,4.0,,,1688216285.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688216289,,FI,FI,,,,3.1,3.0,2.3
PUsocc,1,True,,,,False,11016018,1688220000,ac-oulu-fc-haka,False,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,0,False,False,41,False,False,0,31,14.0,,,100,Ended,finished,AC Oulu,ac-oulu,Oulu,Football,football,1,0,ACO,False,0,5114,FI,Finland,[],#52b030,#52b030,#ffffff,FC Haka,fc-haka,Haka,Football,football,1,0,VAL,False,0,2240,FI,Finland,[],#52b030,#52b030,#ffffff,3.0,3.0,3.0,0.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,,,1688226962.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688226965,,FI,FI,,,,2.25,3.1,2.9
LXisVXi,3,True,,,,False,11016025,1688220000,sjk-ilves,False,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,0,False,False,41,False,False,0,31,13.0,,,100,Ended,finished,Ilves,ilves,Ilves,Football,football,1,0,ILV,False,0,22386,FI,Finland,[],#52b030,#52b030,#ffffff,SJK,sjk,SJK,Football,football,1,0,SEI,False,0,22395,FI,Finland,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,,4.0,,,1688227101.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688227103,1.0,FI,FI,,1.0,,2.75,3.25,2.4
WUsXU,1,True,,,,False,11016026,1688220000,inter-turku-vps,False,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,0,False,False,41,False,False,0,31,14.0,,,100,Ended,finished,VPS,vps,VPS,Football,football,1,0,VPS,False,0,2246,FI,Finland,[],#52b030,#52b030,#ffffff,Inter Turku,inter-turku,Inter,Football,football,1,0,INT,False,0,2247,FI,Finland,[],#52b030,#52b030,#ffffff,3.0,3.0,2.0,1.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,1688226504.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688226506,1.0,FI,FI,,,,2.7,3.1,2.45
fVsibc,3,False,,,,False,11016029,1688225400,ifk-mariehamn-ktp,False,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,0,False,False,41,False,False,0,31,14.0,,,100,Ended,finished,IFK Mariehamn,ifk-mariehamn,Mariehamn,Football,football,1,0,MAR,False,0,5058,FI,Finland,[],#52b030,#52b030,#ffffff,KTP,ktp,KTP,Football,football,1,0,KOT,,0,2255,FI,Finland,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,1.0,6.0,,,1688232312.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688232314,,FI,FI,,1.0,,2.38,3.1,2.7
UUsZU,2,True,,,,False,11016004,1688227200,fc-lahti-kups,False,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,0,False,False,41,False,False,0,31,14.0,,,100,Ended,finished,FC Lahti,fc-lahti,Lahti,Football,football,1,0,LAH,False,0,2249,FI,Finland,[],#52b030,#52b030,#ffffff,KuPS,kups,KuPS,Football,football,1,0,KUPS,False,0,2244,FI,Finland,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,,,,,4.0,4.0,2.0,2.0,4.0,,,,,1.0,3.0,,,1688233926.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688233928,,FI,FI,,,,4.75,3.5,1.65
gVspcc,2,False,,,,False,11030097,1688212800,mp-kpv,False,Ykkonen,ykkonen,Finland,finland,Football,football,1,19,finland,Ykkönen,ykkonen,Finland,finland,Football,football,1,19,finland,0,False,False,55,False,False,0,527,1.0,,,100,Ended,finished,KPV,kpv,KPV,Football,football,1,0,KPV,False,0,2256,FI,Finland,[],#52b030,#52b030,#ffffff,MP,mp,MP,Football,football,1,0,MIP,False,0,5115,FI,Finland,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,4.0,4.0,3.0,1.0,4.0,,,,,,4.0,,,1688219487.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688219489,,FI,FI,,,,3.3,3.2,2.1
ZKAsIUGb,2,True,,,,False,11382970,1688198400,bali-united-fc-pss-sleman,False,Liga 1,liga-1,Indonesia,indonesia,Football,football,1,368,indonesia,Liga 1,liga-1,Indonesia,indonesia,Football,football,1,368,indonesia,0,False,False,1015,False,False,0,4113,1.0,,,100,Ended,finished,Bali United FC,bali-united-fc,Bali Utd,Football,football,1,0,BAU,False,0,64299,ID,Indonesia,[],#52b030,#52b030,#ffffff,PSS Sleman,pss-sleman,PSS Sleman,Football,football,1,0,SLE,,0,204733,ID,Indonesia,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,1.0,4.0,,,1688205219.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688205221,,ID,ID,,,,1.53,4.2,4.5
uBFsvaFb,2,True,,,,False,11382971,1688212800,persebaya-surabaya-persis-solo,False,Liga 1,liga-1,Indonesia,indonesia,Football,football,1,368,indonesia,Liga 1,liga-1,Indonesia,indonesia,Football,football,1,368,indonesia,0,False,False,1015,False,False,0,4113,1.0,,,100,Ended,finished,Persis Solo,persis-solo,Persis,Football,football,1,0,PSO,False,0,200020,ID,Indonesia,[],#52b030,#52b030,#ffffff,Persebaya Surabaya,persebaya-surabaya,Persebaya,Football,football,1,0,PER,False,0,76319,ID,Indonesia,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,,,,,3.0,3.0,1.0,2.0,3.0,,,,,2.0,2.0,,,1688219635.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688219639,,ID,ID,,,,2.1,3.5,2.88
pZtsQCdd,1,False,,,,False,11382972,1688284800,arema-fc-dewa-united-fc,False,Liga 1,liga-1,Indonesia,indonesia,Football,football,1,368,indonesia,Liga 1,liga-1,Indonesia,indonesia,Football,football,1,368,indonesia,0,False,False,1015,False,False,0,4113,1.0,,,100,Ended,finished,Dewa United FC,dewa-united-fc,Dewa United,Football,football,1,0,DEW,False,0,383891,ID,Indonesia,[],#52b030,#52b030,#ffffff,Arema FC,arema-fc,Arema,Football,football,1,0,ARE,False,0,47465,ID,Indonesia,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,5.0,,,1688291694.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688291697,,ID,ID,,,,2.45,3.0,2.7
OKAsDGJ,3,True,,,,False,11382973,1688284800,madura-united-persib-bandung,False,Liga 1,liga-1,Indonesia,indonesia,Football,football,1,368,indonesia,Liga 1,liga-1,Indonesia,indonesia,Football,football,1,368,indonesia,0,False,False,1015,False,False,0,4113,1.0,,,100,Ended,finished,Persib Bandung,persib-bandung,Persib,Football,football,1,0,PBA,False,0,64289,ID,Indonesia,[],#52b030,#52b030,#ffffff,Madura United,madura-united,Madura Utd,Football,football,1,0,MAU,False,0,86578,ID,Indonesia,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,,1688288640.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1688291650,,ID,ID,,,,1.6,3.8,4.33
RFJsBGJ,1,False,,,,False,11382974,1688299200,persita-tangerang-barito-putera,False,Liga 1,liga-1,Indonesia,indonesia,Football,football,1,368,indonesia,Liga 1,liga-1,Indonesia,indonesia,Football,football,1,368,indonesia,0,False,False,1015,False,False,0,4113,1.0,,,100,Ended,finished,Barito Putera,barito-putera,Barito Putera,Football,football,1,0,BAR,False,0,86542,ID,Indonesia,[],#52b030,#52b030,#ffffff,Persita Tangerang,persita-tangerang,Persita,Football,football,1,0,PER,False,0,86576,ID,Indonesia,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1688303040.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2']",1688305995,,ID,ID,,,,1.95,3.4,3.3
KnbsYnb,2,True,,,6.0,False,11068335,1688150700,athlone-town-cobh-ramblers,False,First Division,first-division,Ireland,ireland,Football,football,1,51,ireland,First Division,first-division,Ireland,ireland,Football,football,1,51,ireland,0,False,False,193,False,False,0,718,21.0,,,100,Ended,finished,Athlone Town,athlone-town,Athlone Town,Football,football,1,0,ATH,,0,3198,IE,Ireland,[],#52b030,#52b030,#ffffff,Cobh Ramblers,cobh-ramblers,Cobh Ramblers,Football,football,1,0,COB,False,0,3185,IE,Ireland,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,3.0,3.0,1.0,2.0,3.0,,,,,1.0,4.0,,,1688157368.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688157371,,IE,IE,,,,2.0,3.6,3.2
HXebstUId,1,True,,,6.0,False,11068336,1688150700,kerry-fc-galway-united,False,First Division,first-division,Ireland,ireland,Football,football,1,51,ireland,First Division,first-division,Ireland,ireland,Football,football,1,51,ireland,0,False,False,193,False,False,0,718,21.0,,,100,Ended,finished,Galway United,galway-united,Galway Utd,Football,football,1,0,GAL,,0,137382,IE,Ireland,[],#52b030,#52b030,#ffffff,Kerry FC,kerry-fc,Kerry FC,Football,football,1,0,KER,,0,459718,IE,Ireland,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,,,1688157321.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688157323,,IE,IE,,,,1.02,19.0,41.0
wnbspfbd,3,True,,,6.0,False,11068337,1688150700,treaty-united-fc-bray-wanderers,False,First Division,first-division,Ireland,ireland,Football,football,1,51,ireland,First Division,first-division,Ireland,ireland,Football,football,1,51,ireland,0,False,False,193,False,False,0,718,21.0,,,100,Ended,finished,Treaty United FC,treaty-united-fc,Treaty United FC,Football,football,1,0,TRE,,0,377765,IE,Ireland,[],#52b030,#52b030,#ffffff,Bray Wanderers,bray-wanderers,Bray Wanderers,Football,football,1,0,BRA,,0,3171,IE,Ireland,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,3.0,,,1688157331.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688157335,,IE,IE,,,,3.0,3.4,2.15
GnbsUnb,1,True,,,6.0,False,11068338,1688150700,waterford-fc-finn-harps,False,First Division,first-division,Ireland,ireland,Football,football,1,51,ireland,First Division,first-division,Ireland,ireland,Football,football,1,51,ireland,0,False,False,193,False,False,0,718,21.0,,,100,Ended,finished,Waterford FC,waterford-fc,Waterford,Football,football,1,0,WAT,,0,3194,IE,Ireland,[],#52b030,#52b030,#ffffff,Finn Harps,finn-harps,Finn Harps,Football,football,1,0,FHA,,0,3181,IE,Ireland,[],#52b030,#52b030,#ffffff,6.0,6.0,3.0,3.0,6.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,1.0,2.0,,,1688157292.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688157297,,IE,IE,,,,1.1,8.5,21.0
AnbsDRc,1,True,,,6.0,False,11068339,1688236200,wexford-fc-longford-town,False,First Division,first-division,Ireland,ireland,Football,football,1,51,ireland,First Division,first-division,Ireland,ireland,Football,football,1,51,ireland,0,False,False,193,False,False,0,718,21.0,,,100,Ended,finished,Longford Town,longford-town,Longford Town,Football,football,1,0,LON,,0,3175,IE,Ireland,[],#52b030,#52b030,#ffffff,Wexford FC,wexford-fc,Wexford,Football,football,1,0,WEX,,0,7128,IE,Ireland,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,5.0,,,1688243160.0,['cardsCode'],1688285036,1.0,IE,IE,,,,3.25,3.6,2.0
FccsjNr,1,True,,,,False,11020794,1688202000,omiya-ardija-machida-zelvia,False,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,0,False,False,402,False,False,0,3034,23.0,,,100,Ended,finished,Machida Zelvia,machida-zelvia,Machida Z,Football,football,1,0,MAC,,0,44409,JP,Japan,[],#52b030,#52b030,#ffffff,Omiya Ardija,omiya-ardija,Omiya Ardija,Football,football,1,0,ARD,,0,5130,JP,Japan,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,,,,,2.0,2.0,2.0,0.0,2.0,,,,,2.0,4.0,,,1688208925.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688208929,,JP,JP,,,,1.7,3.75,5.0
Imbsenp,1,True,,,,False,11020793,1688202000,v-varen-nagasaki-shimizu-s-pulse,False,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,0,False,False,402,False,False,0,3034,23.0,,,100,Ended,finished,Shimizu S-Pulse,shimizu-s-pulse,Shimizu,Football,football,1,0,SHI,,0,3133,JP,Japan,[],#52b030,#52b030,#ffffff,V-Varen Nagasaki,v-varen-nagasaki,Nagasaki,Football,football,1,0,VVN,False,0,38154,JP,Japan,[],#52b030,#52b030,#ffffff,3.0,3.0,2.0,1.0,3.0,,,,,2.0,2.0,0.0,2.0,2.0,,,,,3.0,7.0,,,1688209110.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688209113,,JP,JP,,,,1.53,4.2,6.0
bNisJFn,1,False,,,,False,11020786,1688205600,fagiano-okayama-mito-hollyhock,False,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,0,False,False,402,False,False,0,3034,23.0,,,100,Ended,finished,Fagiano Okayama,fagiano-okayama,Okayama,Football,football,1,0,FAG,,0,34034,JP,Japan,[],#52b030,#52b030,#ffffff,Mito Hollyhock,mito-hollyhock,Mito Hollyhock,Football,football,1,0,MIT,,0,21901,JP,Japan,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,5.0,,,1688212657.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688212661,,JP,JP,,,,1.95,3.4,4.2
WmpsavX,3,False,,,,False,11020788,1688205600,renofa-yamaguchi-fc-fujieda-myfc,False,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,0,False,False,402,False,False,0,3034,23.0,,,100,Ended,finished,Fujieda MYFC,fujieda-myfc,Fujieda,Football,football,1,0,FJD,,0,118500,JP,Japan,[],#52b030,#52b030,#ffffff,Renofa Yamaguchi FC,renofa-yamaguchi-fc,Yamaguchi,Football,football,1,0,REN,,0,38146,JP,Japan,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,1.0,5.0,,,1688212490.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688212492,,JP,JP,,,,1.8,4.0,4.0
Umbsmpc,1,True,,,,False,11020792,1688205600,ventforet-kofu-jef-united-chiba,False,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,0,False,False,402,False,False,0,3034,23.0,,,100,Ended,finished,JEF United Chiba,jef-united-chiba,Chiba,Football,football,1,0,JEF,False,0,3144,JP,Japan,[],#52b030,#52b030,#ffffff,Ventforet Kofu,ventforet-kofu,Ventforet Kofu,Football,football,1,0,VEN,,0,5762,JP,Japan,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,2.0,4.0,,,1688212541.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688212544,,JP,JP,,,,2.1,3.3,3.75
HmbsEcc,3,False,,,,False,11020790,1688205600,oita-trinita-jubilo-iwata,False,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,0,False,False,402,False,False,0,3034,23.0,,,100,Ended,finished,Jubilo Iwata,jubilo-iwata,Jubilo Iwata,Football,football,1,0,JUB,False,0,3132,JP,Japan,[],#52b030,#52b030,#ffffff,Oita Trinita,oita-trinita,Oita,Football,football,1,0,OIT,,0,5129,JP,Japan,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,2.0,4.0,,,1688212500.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688212502,,JP,JP,,,,1.8,3.5,4.75
gNishNi,3,False,,,,False,11020787,1688205600,tokushima-vortis-thespakusatsu-gunma,False,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,0,False,False,402,False,False,0,3034,23.0,,,100,Ended,finished,Tokushima Vortis,tokushima-vortis,Tokushima V,Football,football,1,0,VOR,,0,21907,JP,Japan,[],#52b030,#52b030,#ffffff,Thespakusatsu Gunma,thespakusatsu-gunma,Kusatsu G,Football,football,1,0,THG,,0,21906,JP,Japan,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,,1688212480.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688212484,,JP,JP,,,,2.05,3.1,4.0
