name,home,away,compareCode,groupName
Expected goals,0.87,1.12,2,Expected
Expected assists,1.86,1.28,1,Expected
Ball possession,57%,43%,1,Possession
Total shots,12,8,1,Shots
Shots on target,4,2,1,Shots
Shots off target,7,2,1,Shots
Blocked shots,1,4,2,Shots
Corner kicks,1,6,2,TVData
Offsides,5,2,1,TVData
Fouls,12,16,2,TVData
Yellow cards,3,4,2,TVData
Free kicks,15,11,1,TVData
Throw-ins,19,23,2,TVData
Goal kicks,5,7,2,TVData
Big chances,1,2,2,Shots extra
Big chances missed,1,0,1,Shots extra
Hit woodwork,1,0,1,Shots extra
Shots inside box,8,6,1,Shots extra
Shots outside box,4,2,1,Shots extra
Goalkeeper saves,0,3,2,Shots extra
Goals prevented,-0.98,0.22,2,Shots extra
Passes,533,395,1,Passes
Accurate passes,417 (78%),290 (73%),1,Passes
Long balls,38/73 (52%),34/77 (44%),1,Passes
Crosses,9/21 (43%),6/17 (35%),1,Passes
Dribbles,12/20 (60%),5/13 (38%),1,Duels
Possession lost,162,164,2,Duels
Duels won,66,48,1,Duels
Aerials won,23,16,1,Duels
Tackles,16,16,3,Defending
Interceptions,8,11,2,Defending
Clearances,24,22,1,Defending
Expected goals,0.38,0.15,1,Expected
Expected assists,0.53,0.33,1,Expected
Ball possession,54%,46%,1,Possession
Total shots,5,3,1,Shots
Shots on target,3,0,1,Shots
Shots off target,1,1,3,Shots
Blocked shots,1,2,2,Shots
Corner kicks,1,5,2,TVData
Offsides,2,2,3,TVData
Yellow cards,1,0,1,TVData
Free kicks,8,5,1,TVData
Throw-ins,8,11,2,TVData
Goal kicks,3,2,1,TVData
Big chances,1,0,1,Shots extra
Big chances missed,1,0,1,Shots extra
Hit woodwork,0,0,3,Shots extra
Shots inside box,4,1,1,Shots extra
Shots outside box,1,2,2,Shots extra
Goalkeeper saves,0,3,2,Shots extra
Passes,250,204,1,Passes
Accurate passes,204 (82%),159 (78%),1,Passes
Long balls,23/37 (62%),16/36 (44%),1,Passes
Crosses,2/6 (33%),2/11 (18%),1,Passes
Dribbles,5/10 (50%),1/6 (17%),1,Duels
Possession lost,67,79,2,Duels
Duels won,33,21,1,Duels
Aerials won,11,5,1,Duels
Tackles,9,10,2,Defending
Interceptions,6,4,1,Defending
Clearances,15,6,1,Defending
Expected goals,0.49,0.96,2,Expected
Expected assists,1.33,0.95,1,Expected
Ball possession,60%,40%,1,Possession
Total shots,7,5,1,Shots
Shots on target,1,2,2,Shots
Shots off target,6,1,1,Shots
Blocked shots,0,2,2,Shots
Corner kicks,0,1,2,TVData
Offsides,3,0,1,TVData
Yellow cards,2,4,2,TVData
Free kicks,7,6,1,TVData
Throw-ins,11,12,2,TVData
Goal kicks,2,5,2,TVData
Big chances,0,2,2,Shots extra
Big chances missed,0,0,3,Shots extra
Hit woodwork,1,0,1,Shots extra
Shots inside box,4,5,2,Shots extra
Shots outside box,3,0,1,Shots extra
Goalkeeper saves,0,0,3,Shots extra
Passes,283,191,1,Passes
Accurate passes,213 (75%),131 (69%),1,Passes
Long balls,15/36 (42%),18/41 (44%),2,Passes
Crosses,7/15 (47%),4/6 (67%),2,Passes
Dribbles,7/10 (70%),4/7 (57%),1,Duels
Possession lost,95,85,1,Duels
Duels won,33,27,1,Duels
Aerials won,12,11,1,Duels
Tackles,7,6,1,Defending
Interceptions,2,7,2,Defending
Clearances,9,16,2,Defending
