averageX,averageY,pointsCount,player_name,player_slug,player_shortName,player_position,player_userCount,player_id,player_firstName,player_lastName,team
24.6,31.595,40,Bruno Bianchi,bruno-felix-bianchi,B. Bianchi,D,10,34007,,,home
60.130769230769,53.719230769231,26,Mateo Coronel,mateo-coronel,M. Coronel,F,202,898982,,,home
54.144230769231,75.482692307692,52,Braian Guille,braian-guille,B. Guille,F,21,873642,,,home
49.014285714286,18.520408163265,49,Renzo Tesuri,renzo-tesuri,R. Tesuri,M,15,897044,,,home
51.730769230769,70.038461538462,13,Bautista Kociubinski,bautista-kociubinski,B. Kociubinski,M,58,1086935,Bautista Kociubinski,,home
62.468333333333,55.74,60,Marcelo Estigarribia,marcelo-estigarribia,M. Estigarribia,F,45,943166,,,home
66.7125,75.95,8,Ignacio Maestro Puch,maestro-puch-ignacio,I. M. Puch,F,305,1096798,,,home
56.5,77.85,6,Francisco Di Franco,francisco-di-franco,F. D. Franco,M,7,331867,,,home
35.365217391304,16.313043478261,46,Marcelo Ortíz,marcelo-ortiz,M. Ortíz,D,5,895340,,,home
7.3659090909091,48.379545454545,44,Tomás Marchiori,tomas-marchiori,T. Marchiori,G,14,898750,,,home
43.067741935484,42.36935483871,62,Guillermo Acosta,guillermo-acosta,G. Acosta,M,15,830747,,,home
51.666666666667,78.438095238095,21,Ramiro Ruiz Rodríguez,ramiro-ruiz-rodriguez,R. R. Rodríguez,F,38,935094,,,home
47.059615384615,55.565384615385,52,Adrián Sánchez,adrian-sanchez,A. Sánchez,M,46,1009957,,,home
21.240350877193,65.628070175439,57,Nicolás Romero,nicolas-romero,N. Romero,D,25,1102816,Nicolás Romero,,home
34.946376811594,86.268115942029,69,Matías Orihuela,matias-orihuela,M. Orihuela,D,15,584422,,,home
57.4,60.0,30,Martín Sarrafiore,martin-sarrafiore,M. Sarrafiore,M,162,789677,,,away
58.554347826087,22.080434782609,46,Mateo Barcia,mateo-barcia,M. Barcia,M,60,1116590,Mateo Barcia,,away
11.377777777778,46.293333333333,45,Rodrigo Rey,rodrigo-rey,R. Rey,G,104,158249,,,away
65.404,50.04,25,Martín Cauteruccio,martin-cauteruccio,M. Cauteruccio,F,266,47435,,,away
63.696,55.712,25,Matías Giménez Rojas,matias-gimenez-rojas,M. Giménez Rojas,F,89,977680,,,away
65.85,44.8,2,Tomas Rambert,rambert-tomas,T. Rambert,F,9,1199249,Tomás Rambert,,away
75.35,22.6,2,Santiago Hidalgo,santiago-hidalgo,S. Hidalgo,F,76,1199247,Santiago Hidalgo,,away
56.323913043478,43.010869565217,46,Sergio Ortiz,ortiz-sergio,S. Ortíz,M,21,1199248,Sergio Ortíz,,away
50.975,13.3625,16,Santiago Salle,salle-santiago,S. Salle,F,11,1461801,,,away
51.1875,47.658333333333,24,Kevin Lopez,lopez-kevin,K. López,M,38,1163996,,,away
43.086046511628,54.970930232558,86,Iván Marcone,ivan-marcone,I. Marcone,M,213,122634,,,away
47.298979591837,83.364285714286,98,Ayrton Costa,ayrton-costa,A. Costa,D,61,976485,,,away
35.775555555556,32.327777777778,90,Joaquín Laso,joaquin-laso,J. Laso,D,55,789853,,,away
46.866666666667,17.693055555556,72,Patricio Ostachuk,patricio-ostachuk,P. Ostachuk,D,18,1093193,Javier Osatchuk,,away
29.826470588235,59.370588235294,68,Christian Javier Báez,christian-javier-baez,C. J. Báez,D,63,136758,,,away
69.478571428571,74.519642857143,56,Braian Martínez,braian-martinez,B. Martínez,F,31,1020255,,,away
