name,home,away,compareCode,groupName
Ball possession,57%,43%,1,Possession
Total shots,7,14,2,Shots
Shots on target,2,3,2,Shots
Shots off target,5,8,2,Shots
Blocked shots,0,3,2,Shots
Corner kicks,0,4,2,TVData
Offsides,3,0,1,TVData
Fouls,15,19,2,TVData
Yellow cards,3,4,2,TVData
Free kicks,18,15,1,TVData
Throw-ins,18,19,2,TVData
Goal kicks,7,10,2,TVData
Big chances,1,3,2,Shots extra
Big chances missed,0,2,2,Shots extra
Hit woodwork,1,0,1,Shots extra
Counter attacks,2,1,1,Shots extra
Counter attack shots,1,1,3,Shots extra
Counter attack goals,1,0,1,Shots extra
Shots inside box,5,9,2,Shots extra
Shots outside box,2,5,2,Shots extra
Goalkeeper saves,1,0,1,Shots extra
Passes,553,409,1,Passes
Accurate passes,469 (85%),340 (83%),1,Passes
Long balls,39/66 (59%),31/61 (51%),1,Passes
Crosses,5/14 (36%),2/9 (22%),1,Passes
Dribbles,5/17 (29%),9/22 (41%),2,Duels
Possession lost,127,119,1,Duels
Duels won,56,45,1,Duels
Aerials won,9,5,1,Duels
Tackles,24,16,1,Defending
Interceptions,13,12,1,Defending
Clearances,8,12,2,Defending
Ball possession,53%,47%,1,Possession
Total shots,3,7,2,Shots
Shots on target,1,1,3,Shots
Shots off target,2,4,2,Shots
Blocked shots,0,2,2,Shots
Corner kicks,0,2,2,TVData
Offsides,1,0,1,TVData
Yellow cards,2,0,1,TVData
Free kicks,9,7,1,TVData
Throw-ins,8,12,2,TVData
Goal kicks,3,4,2,TVData
Big chances,1,2,2,Shots extra
Big chances missed,0,1,2,Shots extra
Hit woodwork,0,0,3,Shots extra
Counter attacks,2,0,1,Shots extra
Counter attack shots,1,0,1,Shots extra
Counter attack goals,1,0,1,Shots extra
Shots inside box,3,6,2,Shots extra
Shots outside box,0,1,2,Shots extra
Goalkeeper saves,0,0,3,Shots extra
Passes,274,243,1,Passes
Accurate passes,232 (85%),211 (87%),1,Passes
Long balls,14/26 (54%),18/31 (58%),2,Passes
Crosses,2/3 (67%),1/5 (20%),1,Passes
Dribbles,1/9 (11%),5/10 (50%),2,Duels
Possession lost,61,56,1,Duels
Duels won,23,22,1,Duels
Aerials won,3,0,1,Duels
Tackles,10,10,3,Defending
Interceptions,6,8,2,Defending
Clearances,6,4,1,Defending
Ball possession,63%,37%,1,Possession
Total shots,4,7,2,Shots
Shots on target,1,2,2,Shots
Shots off target,3,4,2,Shots
Blocked shots,0,1,2,Shots
Corner kicks,0,2,2,TVData
Offsides,2,0,1,TVData
Yellow cards,1,4,2,TVData
Free kicks,9,8,1,TVData
Throw-ins,10,7,1,TVData
Goal kicks,4,6,2,TVData
Big chances,0,1,2,Shots extra
Big chances missed,0,1,2,Shots extra
Hit woodwork,1,0,1,Shots extra
Counter attacks,0,1,2,Shots extra
Counter attack shots,0,1,2,Shots extra
Counter attack goals,0,0,3,Shots extra
Shots inside box,2,3,2,Shots extra
Shots outside box,2,4,2,Shots extra
Goalkeeper saves,1,0,1,Shots extra
Passes,279,166,1,Passes
Accurate passes,237 (85%),129 (78%),1,Passes
Long balls,25/40 (63%),13/30 (43%),1,Passes
Crosses,3/11 (27%),1/4 (25%),1,Passes
Dribbles,4/8 (50%),4/12 (33%),1,Duels
Possession lost,66,63,1,Duels
Duels won,33,23,1,Duels
Aerials won,6,5,1,Duels
Tackles,14,6,1,Defending
Interceptions,7,4,1,Defending
Clearances,2,8,2,Defending
