Home_value,Home_label,Home_player_name,Home_player_firstName,Home_player_slug,Home_player_shortName,Home_player_position,Home_player_userCount,Home_player_id,Home_player_marketValueCurrency,Home_player_dateOfBirthTimestamp,Away_value,Away_label,Away_player_name,Away_player_firstName,Away_player_lastName,Away_player_slug,Away_player_shortName,Away_player_position,Away_player_userCount,Away_player_id,Away_player_marketValueCurrency,Away_player_dateOfBirthTimestamp
7.7,rating,Gabriel Xavier,Gabriel Xavier,gabriel-xavier,G. Xavier,D,70,1117710,EUR,989107200,7.8,rating,Bruno Méndez,,,bruno-mendez,Bruno Méndez,D,806,923000,EUR,936921600
