Home_value,Home_label,Home_player_name,Home_player_slug,Home_player_shortName,Home_player_position,Home_player_userCount,Home_player_id,Home_player_marketValueCurrency,Home_player_dateOfBirthTimestamp,Away_value,Away_label,Away_player_name,Away_player_slug,Away_player_shortName,Away_player_position,Away_player_userCount,Away_player_id,Away_player_marketValueCurrency,Away_player_dateOfBirthTimestamp
9.1,rating,Benjamín Rollheiser,benjamin-rollheiser,B. Rollheiser,F,385,922454,EUR,953856000,7.0,rating,Diego Novaretti,diego-novaretti,D. Novaretti,D,9,92021,EUR,484444800
