name,home,away,compareCode,groupName
Expected goals,1.49,2.48,2,Expected
Ball possession,64%,36%,1,Possession
Total shots,16,17,2,Shots
Shots on target,6,5,1,Shots
Shots off target,6,7,2,Shots
Blocked shots,4,5,2,Shots
Corner kicks,4,4,3,TVData
Offsides,2,4,2,TVData
Fouls,15,9,1,TVData
Yellow cards,2,4,2,TVData
Free kicks,9,14,2,TVData
Throw-ins,19,21,2,TVData
Goal kicks,6,7,2,TVData
Big chances,2,0,1,Shots extra
Big chances missed,1,0,1,Shots extra
Shots inside box,11,14,2,Shots extra
Shots outside box,5,3,1,Shots extra
Goalkeeper saves,4,4,3,Shots extra
Passes,418,229,1,Passes
Accurate passes,325 (78%),141 (62%),1,Passes
Long balls,38/70 (54%),22/63 (35%),1,Passes
Crosses,5/29 (17%),3/20 (15%),1,Passes
Dribbles,8/20 (40%),5/9 (56%),2,Duels
Possession lost,151,132,1,Duels
Duels won,52,55,2,Duels
Aerials won,29,20,1,Duels
Tackles,6,16,2,Defending
Interceptions,2,10,2,Defending
Clearances,14,27,2,Defending
Ball possession,71%,29%,1,Possession
Total shots,10,4,1,Shots
Shots on target,4,2,1,Shots
Shots off target,4,2,1,Shots
Blocked shots,2,0,1,Shots
Corner kicks,2,3,2,TVData
Offsides,2,2,3,TVData
Yellow cards,1,2,2,TVData
Free kicks,5,3,1,TVData
Throw-ins,12,12,3,TVData
Goal kicks,1,4,2,TVData
Big chances,1,0,1,Shots extra
Big chances missed,1,0,1,Shots extra
Shots inside box,7,4,1,Shots extra
Shots outside box,3,0,1,Shots extra
Goalkeeper saves,1,3,2,Shots extra
Passes,220,89,1,Passes
Accurate passes,175 (80%),49 (55%),2,Passes
Long balls,19/30 (63%),5/28 (18%),1,Passes
Crosses,4/23 (17%),1/8 (13%),1,Passes
Dribbles,5/12 (42%),0/2 (0%),1,Duels
Possession lost,79,65,1,Duels
Duels won,28,20,1,Duels
Aerials won,15,8,1,Duels
Tackles,3,9,2,Defending
Interceptions,1,6,2,Defending
Clearances,6,19,2,Defending
Ball possession,58%,42%,1,Possession
Total shots,6,13,2,Shots
Shots on target,2,3,2,Shots
Shots off target,2,5,2,Shots
Blocked shots,2,5,2,Shots
Corner kicks,2,1,1,TVData
Offsides,0,2,2,TVData
Yellow cards,1,2,2,TVData
Free kicks,4,11,2,TVData
Throw-ins,7,9,2,TVData
Goal kicks,5,3,1,TVData
Big chances,1,0,1,Shots extra
Big chances missed,0,0,3,Shots extra
Shots inside box,4,10,2,Shots extra
Shots outside box,2,3,2,Shots extra
Goalkeeper saves,3,1,1,Shots extra
Passes,198,140,1,Passes
Accurate passes,150 (76%),92 (66%),2,Passes
Long balls,19/40 (48%),17/35 (49%),2,Passes
Crosses,1/6 (17%),2/12 (17%),2,Passes
Dribbles,3/8 (38%),5/7 (71%),2,Duels
Possession lost,72,67,1,Duels
Duels won,24,35,2,Duels
Aerials won,14,12,1,Duels
Tackles,3,7,2,Defending
Interceptions,1,4,2,Defending
Clearances,8,8,3,Defending
