customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.category.alpha2,tournament.uniqueTournament.userCount,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,awayRedCards,homeRedCards,roundInfo.name,roundInfo.cupRoundType,homeScore.extra1,homeScore.extra2,homeScore.overtime,homeScore.penalties,awayScore.extra1,awayScore.extra2,awayScore.overtime,awayScore.penalties,time.injuryTime3,time.injuryTime4,coverage,choice_1,choice_X,choice_2
ApbsUZRb,3,True,,,,False,11350990,1689530400,cska-sofia-fk-hebar-pazardzhik,False,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,BG,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,BG,0,247,False,False,False,False,0,232,1.0,100,Ended,finished,FK Hebar Pazardzhik,fk-hebar-pazardzhik,Hebar Pazardzhik,Football,football,1,0,HEB,False,0,232494,BG,Bulgaria,[],#52b030,#52b030,#ffffff,CSKA Sofia,cska-sofia,CSKA Sofia,Football,football,1,0,CSK,False,0,3275,BG,Bulgaria,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1689537307.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689537311,,,,,,,,,,,,,,,,9.5,5.25,1.33
CpbsNNo,1,True,,,,False,11350985,1689607800,botev-vratsa-lokomotiv-sofia,False,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,BG,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,BG,0,247,False,False,False,False,0,232,1.0,100,Ended,finished,Lokomotiv Sofia,lokomotiv-sofia,Lokomotiv Sofia,Football,football,1,0,LSO,False,0,3277,BG,Bulgaria,[],#52b030,#52b030,#ffffff,Botev Vratsa,botev-vratsa,Botev,Football,football,1,0,BVR,False,0,36938,BG,Bulgaria,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1689614852.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689614855,,,,,,,,,,,,,,,,1.85,3.5,4.2
zpbsQNo,2,True,,,,False,11350992,1689615900,fk-etar-veliko-tarnovo-slavia-sofia,False,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,BG,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,BG,0,247,False,False,False,False,0,232,1.0,100,Ended,finished,FK Etar Veliko Tarnovo,fk-etar-veliko-tarnovo,Etar,Football,football,1,0,ETA,False,0,36941,BG,Bulgaria,[],#52b030,#52b030,#ffffff,Slavia Sofia,slavia-sofia,Slavia,Football,football,1,0,SLA,False,0,3274,BG,Bulgaria,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,1689622934.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689622937,,,,,,,,,,,,,,,,3.75,2.9,2.25
cnbsbmc,2,False,,,,False,10989100,1689534000,antofagasta-union-san-felipe,False,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,0,1240,False,False,False,False,0,60673,18.0,100,Ended,finished,Antofagasta,antofagasta,Antofagasta,Football,football,1,0,ANT,False,0,5601,CL,Chile,[],#52b030,#52b030,#ffffff,Unión San Felipe,union-san-felipe,San Felipe,Football,football,1,0,USF,False,0,3152,CL,Chile,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,,,1689538052.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689541457,,,,,,,,,,,,,,,,1.73,3.3,4.5
GacsPuXb,2,True,,,,False,10989097,1689641100,deportes-la-serena-deportes-santa-cruz,False,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,0,1240,False,False,False,False,0,60673,18.0,100,Ended,finished,Deportes La Serena,deportes-la-serena,La Serena,Football,football,1,0,DLS,,0,5031,CL,Chile,[],#52b030,#52b030,#ffffff,Deportes Santa Cruz,deportes-santa-cruz,Santa Cruz,Football,football,1,0,CRU,,0,243490,CL,Chile,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,7.0,1689648285.0,['cardsCode'],1689661973,,,,,,,,,,,,,,,,1.8,3.2,4.2
xajsZaj,2,False,True,True,1.0,False,11431414,1689534000,portugal-u19-italy-u19,False,"U19 European Championship, Knockout stage",u19-european-championship-knockout-stage,Europe,europe,Football,football,1,1465,europe,,U19 European Championship,u19-european-championship,Europe,europe,Football,football,1,1465,europe,,0,258,True,False,False,False,0,2248,29.0,100,Ended,finished,Portugal U19,portugal-u19,Portugal,Football,football,1,0,POR,False,0,22549,PT,Portugal,[],#52b030,#52b030,#ffffff,Italy U19,italy-u19,Italy,Football,football,1,0,ITA,False,0,22522,IT,Italy,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,1689540940.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689540944,,,Final,1.0,,,,,,,,,,,,1.67,3.8,5.0
ZUsVXi,3,True,,,,False,11016001,1689521400,fc-lahti-sjk,False,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,FI,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,FI,0,41,False,False,False,False,0,31,16.0,100,Ended,finished,FC Lahti,fc-lahti,Lahti,Football,football,1,0,LAH,False,0,2249,FI,Finland,[],#52b030,#52b030,#ffffff,SJK,sjk,SJK,Football,football,1,0,SEI,False,0,22395,FI,Finland,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1689528356.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689528359,,,,,,,,,,,,,,,,3.5,3.2,1.95
UUsXU,3,True,,,,False,11016038,1689606000,inter-turku-kups,False,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,FI,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,FI,0,41,False,False,False,False,0,31,16.0,100,Ended,finished,Inter Turku,inter-turku,Inter,Football,football,1,0,INT,False,0,2247,FI,Finland,[],#52b030,#52b030,#ffffff,KuPS,kups,KuPS,Football,football,1,0,KUPS,False,0,2244,FI,Finland,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1689612823.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689612828,,,,,,,,,,,,,,,,2.9,3.25,2.25
VMsaN,3,True,,,,False,10976467,1689523200,keflavik-if-ibv-vestmannaeyjar,False,Besta deild karla,besta-deild-karla,Iceland,iceland,Football,football,1,10,iceland,IS,Besta deild karla,besta-deild-karla,Iceland,iceland,Football,football,1,10,iceland,IS,0,188,False,False,False,False,0,102,15.0,100,Ended,finished,ÍBV Vestmannaeyjar,ibv-vestmannaeyjar,Vestmannaeyjar,Football,football,1,0,VES,False,0,1895,IS,Iceland,[],#52b030,#52b030,#ffffff,Keflavík IF,keflavik-if,Keflavík,Football,football,1,0,KEF,,0,1900,IS,Iceland,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1689526920.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2', 'awayScore.normaltime']",1689530158,1.0,,,,,,,,,,,,,,,1.57,4.2,4.75
UMscN,0,False,,,,False,10976469,1689534900,kr-reykjavik-fh-hafnarfjordur,False,Besta deild karla,besta-deild-karla,Iceland,iceland,Football,football,1,10,iceland,IS,Besta deild karla,besta-deild-karla,Iceland,iceland,Football,football,1,10,iceland,IS,0,188,False,False,False,False,0,102,15.0,60,Postponed,postponed,KR Reykjavík,kr-reykjavik,KR Reykjavík,Football,football,1,0,KRR,False,0,1902,IS,Iceland,[],#52b030,#52b030,#ffffff,FH Hafnarfjörður,fh-hafnarfjordur,Hafnarfjörður,Football,football,1,0,HAF,False,0,1894,IS,Iceland,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,,"['status.code', 'status.description', 'status.type']",1689077606,,,,,,,,,,,,,,,,1.91,3.6,3.5
ZMsmN,1,True,,,,False,10976473,1689621300,stjarnan-gardabaer-valur-reykjavik,False,Besta deild karla,besta-deild-karla,Iceland,iceland,Football,football,1,10,iceland,IS,Besta deild karla,besta-deild-karla,Iceland,iceland,Football,football,1,10,iceland,IS,0,188,False,False,False,False,0,102,15.0,100,Ended,finished,Stjarnan Garðabær,stjarnan-gardabaer,Stjarnan,Football,football,1,0,STJ,False,0,1912,IS,Iceland,[],#52b030,#52b030,#ffffff,Valur Reykjavík,valur-reykjavik,Valur,Football,football,1,0,VAL,False,0,1899,IS,Iceland,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1689627953.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689627956,,,,,,,,,,,,,,,,2.8,3.6,2.15
VKAsrrNb,1,True,,,,False,11382992,1689508800,persija-jakarta-bhayangkara-presisi-indonesia-fc,False,Liga 1,liga-1,Indonesia,indonesia,Football,football,1,368,indonesia,ID,Liga 1,liga-1,Indonesia,indonesia,Football,football,1,368,indonesia,ID,0,1015,False,False,False,False,0,4113,3.0,100,Ended,finished,Persija Jakarta,persija-jakarta,Persija,Football,football,1,0,PEJ,False,0,64295,ID,Indonesia,[],#52b030,#52b030,#ffffff,Bhayangkara Presisi Indonesia FC,bhayangkara-presisi-indonesia-fc,Bhayangkara FC,Football,football,1,0,BHA,False,0,220867,ID,Indonesia,[],#52b030,#52b030,#ffffff,4.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,,,1689512622.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.injuryTime1', 'time.injuryTime2']",1689515453,,,,,,,,,,,,,,,,1.5,3.8,5.5
ohcsNIo,2,True,,,,False,11035213,1689516000,zhetysu-taldykorgan-caspiy-aktau,False,Premier League,premier-league,Kazakhstan,kazakhstan,Football,football,1,278,kazakhstan,KZ,Premier League,premier-league,Kazakhstan,kazakhstan,Football,football,1,278,kazakhstan,KZ,0,682,False,False,False,False,0,3103,15.0,100,Ended,finished,Caspiy Aktau,caspiy-aktau,Caspiy,Football,football,1,0,KAS,False,0,36688,KZ,Kazakhstan,[],#52b030,#52b030,#ffffff,Zhetysu Taldykorgan,zhetysu-taldykorgan,Zhetysu,Football,football,1,0,ZHE,,0,5364,KZ,Kazakhstan,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,,,1689519840.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2', 'awayScore.normaltime']",1689522804,,,,,,,,,,,,,,,,1.91,3.4,3.4
LaCbshlzc,2,True,,,,False,11328644,1689519300,fk-riteriai-dainava-alytus,False,A Lyga,a-lyga,Lithuania,lithuania,Football,football,1,160,lithuania,LT,A Lyga,a-lyga,Lithuania,lithuania,Football,football,1,160,lithuania,LT,0,198,False,False,False,False,0,1260,22.0,100,Ended,finished,FK Riteriai,fk-riteriai,Riteriai,Football,football,1,0,RIT,False,0,310557,LT,Lithuania,[],#52b030,#52b030,#ffffff,Dainava Alytus,dainava-alytus,Dainava,Football,football,1,0,DAA,False,0,192536,LT,Lithuania,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,0.0,3.0,,,1689526218.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689526220,,,,,,,,,,,,,,,,3.0,2.9,2.3
POzsJqKc,2,True,,,,False,11021138,1689509700,perak-fc-kuching-fa,False,Malaysia Super League,malaysia-super-league,Malaysia,malaysia,Football,football,1,85,malaysia,MY,Malaysia Super League,malaysia-super-league,Malaysia,malaysia,Football,football,1,85,malaysia,MY,0,1000,False,False,False,False,0,3938,17.0,100,Ended,finished,Kuching FA,kuching-fa,Kuching,Football,football,1,0,KUC,False,0,338334,MY,Malaysia,[],#52b030,#52b030,#ffffff,Perak FC,perak-fc,Perak,Football,football,1,0,PER,,0,61990,MY,Malaysia,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,,,1689513480.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689516568,,,,,,,,,,,,,,,,1.8,3.8,3.3
IqbszCfb,3,True,,,,False,11021140,1689512400,terengganu-pdrm-fc,False,Malaysia Super League,malaysia-super-league,Malaysia,malaysia,Football,football,1,85,malaysia,MY,Malaysia Super League,malaysia-super-league,Malaysia,malaysia,Football,football,1,85,malaysia,MY,0,1000,False,False,False,False,0,3938,17.0,100,Ended,finished,PDRM FC,pdrm-fc,PDRM,Football,football,1,0,PDR,False,0,138874,MY,Malaysia,[],#52b030,#52b030,#ffffff,Terengganu,terengganu,Terengganu,Football,football,1,0,TER,,0,3333,MY,Malaysia,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1689519310.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689519315,,,,,,,,,,,,,,,,3.1,4.2,1.8
fpsVwc,2,False,,,,False,10950963,1689512400,arendal-valerenga-if-ii,False,"2nd Division, Group 1",2nd-division-group-1,Norway,norway,Football,football,1,5,norway,NO,"2nd Division, Group 1",2nd-division-group-1,Norway,norway,Football,football,1,5,norway,NO,0,11085,False,False,False,False,0,396,14.0,100,Ended,finished,Vålerenga IF II,valerenga-if-ii,Vålerenga II,Football,football,1,0,VA2,,0,6095,NO,Norway,[],#52b030,#52b030,#ffffff,Arendal,arendal,Arendal,Football,football,1,0,ARF,,0,755,NO,Norway,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,1689519056.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689519060,,,,,,,,,,,,,,,,10.0,7.0,1.14
vtseu,2,False,,,,False,10950949,1689514200,brattvag-egersund,False,"2nd Division, Group 1",2nd-division-group-1,Norway,norway,Football,football,1,5,norway,NO,"2nd Division, Group 1",2nd-division-group-1,Norway,norway,Football,football,1,5,norway,NO,0,11085,False,False,False,False,0,396,14.0,100,Ended,finished,Brattvåg,brattvag,Brattvåg,Football,football,1,0,BRA,,0,954,NO,Norway,[],#52b030,#52b030,#ffffff,Egersund,egersund,Egersund,Football,football,1,0,EIK,,0,920,NO,Norway,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,,,1689517860.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689520820,,,,,,,,,,,,,,,,5.0,4.5,1.45
OnsvWc,3,False,,,,False,10950958,1689519600,grorud-traeff,False,"2nd Division, Group 1",2nd-division-group-1,Norway,norway,Football,football,1,5,norway,NO,"2nd Division, Group 1",2nd-division-group-1,Norway,norway,Football,football,1,5,norway,NO,0,11085,False,False,False,False,0,396,14.0,100,Ended,finished,Træff,traeff,Træff,Football,football,1,0,TRA,,0,689,NO,Norway,[],#52b030,#52b030,#ffffff,Grorud,grorud,Grorud,Football,football,1,0,GIL,,0,7320,NO,Norway,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,,,1689523380.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2']",1689526351,,,,,,,,,,,,,,,,2.55,4.0,2.15
hWcsjfd,1,False,,,,False,10950961,1689606000,fram-larvik-aalesund-fk-ii,False,"2nd Division, Group 1",2nd-division-group-1,Norway,norway,Football,football,1,5,norway,NO,"2nd Division, Group 1",2nd-division-group-1,Norway,norway,Football,football,1,5,norway,NO,0,11085,False,False,False,False,0,396,14.0,100,Ended,finished,Fram Larvik,fram-larvik,Fram Larvik,Football,football,1,0,FRA,,0,7759,NO,Norway,[],#52b030,#52b030,#ffffff,Aalesund FK II,aalesund-fk-ii,Aalesund II,Football,football,1,0,AA2,,0,7307,NO,Norway,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,1689612606.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689612608,,,,,,,,,,,,,,,,1.45,5.25,4.0
xrsOWM,3,False,,,,False,11338977,1689611400,sotra-sk-brann-ii,False,"2nd Division, Group 2",2nd-division-group-2,Norway,norway,Football,football,1,5,norway,NO,"2nd Division, Group 2",2nd-division-group-2,Norway,norway,Football,football,1,5,norway,NO,0,11090,False,False,False,False,0,395,9.0,100,Ended,finished,Sotra,sotra,Sotra,Football,football,1,0,SOT,,0,94839,NO,Norway,[],#52b030,#52b030,#ffffff,SK Brann II,sk-brann-ii,Brann II,Football,football,1,0,BRA,,0,872,NO,Norway,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,1689615000.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1689617916,,,,,,,,,,,,,,,,1.65,4.2,3.6
xUpsucfd,1,False,False,,4.0,False,11422741,1689537600,sportivo-trinidense-general-caballero,False,"Primera Division, Clausura",primera-division-clausura,Paraguay,paraguay,Football,football,1,280,paraguay,PY,"Primera Division, Clausura",primera-division-clausura,Paraguay,paraguay,Football,football,1,280,paraguay,PY,0,11541,False,False,False,False,0,16752,2.0,100,Ended,finished,General Caballero,general-caballero,General Caballero,Football,football,1,0,CAB,False,0,387619,PY,Paraguay,[],#52b030,#52b030,#ffffff,Sportivo Trinidense,sportivo-trinidense,Trinidense,Football,football,1,0,TRI,,0,39722,PY,Paraguay,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1689544507.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689544511,,,,,,,,,,,,,,,,3.0,3.0,2.2
UucsWuc,2,False,False,,4.0,False,11422743,1689546600,libertad-guarani,False,"Primera Division, Clausura",primera-division-clausura,Paraguay,paraguay,Football,football,1,280,paraguay,PY,"Primera Division, Clausura",primera-division-clausura,Paraguay,paraguay,Football,football,1,280,paraguay,PY,0,11541,False,False,False,False,0,16752,2.0,100,Ended,finished,Guaraní,guarani,Guaraní,Football,football,1,0,GUA,,0,5994,PY,Paraguay,[],#52b030,#52b030,#ffffff,Libertad,libertad,Libertad,Football,football,1,0,LIB,False,0,5996,PY,Paraguay,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1689553310.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689553313,,,,,,,,,,,,,,,,4.5,3.2,1.73
YucsUIZb,3,False,False,,4.0,False,11422742,1689627600,sportivo-luqueno-guairena,False,"Primera Division, Clausura",primera-division-clausura,Paraguay,paraguay,Football,football,1,280,paraguay,PY,"Primera Division, Clausura",primera-division-clausura,Paraguay,paraguay,Football,football,1,280,paraguay,PY,0,11541,False,False,False,False,0,16752,2.0,100,Ended,finished,Guaireña,guairena,Guaireña,Football,football,1,0,GUA,False,0,249194,PY,Paraguay,[],#52b030,#52b030,#ffffff,Sportivo Luqueño,sportivo-luqueno,Sportivo Luqueño,Football,football,1,0,LUQ,False,0,5998,PY,Paraguay,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,7.0,1689634599.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689634601,,,,,,,,,,,,,,,,3.0,3.0,2.3
Zucsbkn,3,False,False,,4.0,False,11422748,1689636600,tacuary-nacional-asuncion,False,"Primera Division, Clausura",primera-division-clausura,Paraguay,paraguay,Football,football,1,280,paraguay,PY,"Primera Division, Clausura",primera-division-clausura,Paraguay,paraguay,Football,football,1,280,paraguay,PY,0,11541,False,False,False,False,0,16752,2.0,100,Ended,finished,Nacional Asunción,nacional-asuncion,Nacional,Football,football,1,0,NAC,,0,33001,PY,Paraguay,[],#52b030,#52b030,#ffffff,Tacuary,tacuary,Tacuary,Football,football,1,0,TAC,False,0,5999,PY,Paraguay,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1689643517.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689643520,,,,,,,,,,,,,,,,1.5,3.5,6.0
oPDsndxc,2,True,,,,False,11433919,1689523200,cerro-porteno-u20-penarol-u20,False,"U20 CONMEBOL Libertadores, Knockout stage",u20-conmebol-libertadores-knockout-stage,South America,south-america,Football,football,1,1470,south-america,,U20 CONMEBOL Libertadores,u20-conmebol-libertadores,South America,south-america,Football,football,1,1470,south-america,,0,1074,False,False,False,False,0,16416,50.0,120,AP,finished,Peñarol U20,penarol-u20,Peñarol,Football,football,1,0,PEN,,0,305163,UY,Uruguay,[],#52b030,#52b030,#ffffff,Cerro Porteño U20,cerro-porteno-u20,Cerro Porteño,Football,football,1,0,CER,,0,72014,PY,Paraguay,[],#52b030,#52b030,#ffffff,4.0,2.0,0.0,2.0,,6.0,2.0,1.0,1.0,,1.0,3.0,1689530663.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.display', 'homeScore.penalties', 'awayScore.current', 'awayScore.display', 'awayScore.penalties']",1689530667,,,3rd place final,,,,,2.0,,,,4.0,,,,1.62,3.5,5.0
cPDsBuKb,1,True,,,,False,11433924,1689535800,boca-juniors-u20-independiente-del-valle-u20,False,"U20 CONMEBOL Libertadores, Knockout stage",u20-conmebol-libertadores-knockout-stage,South America,south-america,Football,football,1,1470,south-america,,U20 CONMEBOL Libertadores,u20-conmebol-libertadores,South America,south-america,Football,football,1,1470,south-america,,0,1074,False,False,False,False,0,16416,29.0,100,Ended,finished,Boca Juniors U20,boca-juniors-u20,Boca Juniors,Football,football,1,0,BOC,,0,72002,BR,Brazil,[],#52b030,#52b030,#ffffff,Independiente del Valle U20,independiente-del-valle-u20,Independiente,Football,football,1,0,VAL,,0,213476,EC,Ecuador,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1689542487.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689542490,,,Final,1.0,,,,,,,,,,,,3.3,3.0,2.1
CKseuc,1,True,,,,False,10926600,1689512400,afc-eskilstuna-ik-brage,False,Superettan,superettan,Sweden,sweden,Football,football,1,9,sweden,SE,Superettan,superettan,Sweden,sweden,Football,football,1,9,sweden,SE,0,46,False,False,False,False,0,27,14.0,100,Ended,finished,AFC Eskilstuna,afc-eskilstuna,Eskilstuna,Football,football,1,0,ESK,,0,5954,SE,Sweden,[],#52b030,#52b030,#ffffff,IK Brage,ik-brage,Brage,Football,football,1,0,IKB,,0,1777,SE,Sweden,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,5.0,1689519281.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689519284,,,,,,,,,,,,,,,,3.0,3.4,2.15
