customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.category.alpha2,tournament.uniqueTournament.userCount,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,awayRedCards,homeRedCards,aggregatedWinnerCode,roundInfo.name,roundInfo.cupRoundType,homeScore.extra1,homeScore.extra2,homeScore.overtime,homeScore.penalties,awayScore.extra1,awayScore.extra2,awayScore.overtime,awayScore.penalties,coverage,choice_1,choice_X,choice_2
bUqsqudb,1,False,,,,False,11334235,1688486400,aso-chlef-mc-el-bayadh,False,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,0,841,False,False,False,False,0,3657,27.0,100,Ended,finished,MC El Bayadh,mc-el-bayadh,El Bayadh,Football,football,1,0,MEB,,0,133466,DZ,Algeria,[],#52b030,#52b030,#ffffff,ASO Chlef,aso-chlef,Chlef,Football,football,1,0,ASO,False,0,42201,DZ,Algeria,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1688493633.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688493639,,,,,,,,,,,,,,,2.0,2.9,3.6
gKqsbat,1,False,,,,False,11334234,1688486400,mc-oran-es-setif,False,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,0,841,False,False,False,False,0,3657,27.0,100,Ended,finished,MC Oran,mc-oran,Oran,Football,football,1,0,MCO,,0,45001,DZ,Algeria,[],#52b030,#52b030,#ffffff,ES Sétif,es-setif,ES Sétif,Football,football,1,0,ESS,False,0,41756,DZ,Algeria,[],#52b030,#52b030,#ffffff,3.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,,,1688493693.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688498286,,1.0,,,,,,,,,,,,,2.0,2.9,3.6
eUqsXTJb,1,False,,,,False,11334240,1688486400,mc-alger-paradou-ac,False,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,0,841,False,False,False,False,0,3657,27.0,100,Ended,finished,Paradou AC,paradou-ac,Paradou,Football,football,1,0,PAR,,0,212197,DZ,Algeria,[],#52b030,#52b030,#ffffff,MC Alger,mc-alger,MC Alger,Football,football,1,0,ALG,False,0,42204,DZ,Algeria,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1688493381.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688493384,1.0,1.0,,,,,,,,,,,,,1.45,3.6,7.0
gUqsNudb,3,False,,,,False,11334230,1688486400,usm-alger-nc-magra,False,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,0,841,False,False,False,False,0,3657,27.0,100,Ended,finished,USM Alger,usm-alger,USM Alger,Football,football,1,0,UAL,False,0,42206,DZ,Algeria,[],#52b030,#52b030,#ffffff,NC Magra,nc-magra,Magra,Football,football,1,0,MGR,,0,133488,DZ,Algeria,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1688493573.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688493575,,1.0,,,,,,,,,,,,,1.44,3.6,7.0
pZUsJrVb,1,False,,,,False,11334232,1688486400,usm-khenchela-rc-arbaa,False,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,0,841,False,False,False,False,0,3657,27.0,100,Ended,finished,USM Khenchela,usm-khenchela,USM Khenchela,Football,football,1,0,KHE,False,0,238384,DZ,Algeria,[],#52b030,#52b030,#ffffff,RC Arbaâ,rc-arbaa,RCA,Football,football,1,0,RCA,False,0,112465,DZ,Algeria,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,,5.0,1688493878.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688493881,,,,,,,,,,,,,,,1.67,3.5,4.5
JLoslrKb,1,True,,,,False,11000253,1688429400,club-atletico-all-boys-club-atletico-san-telmo,False,"Primera Nacional, Group A",primera-nacional-group-a,Argentina,argentina,Football,football,1,48,argentina,AR,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,0,703,False,False,False,False,0,37309,23.0,100,Ended,finished,Club Atlético All Boys,club-atletico-all-boys,Club Atlético All Boys,Football,football,1,0,ABO,,0,36834,AR,Argentina,[],#52b030,#52b030,#ffffff,Club Atletico San Telmo,club-atletico-san-telmo,San Telmo,Football,football,1,0,STE,,0,213361,AR,Argentina,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,1688436374.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688436377,,,,,,,,,,,,,,,2.8,3.1,2.63
hmMsyUAb,1,True,,,,False,10997181,1688407200,estudiantes-de-buenos-aires-deportivo-riestra,False,"Primera Nacional, Group B",primera-nacional-group-b,Argentina,argentina,Football,football,1,48,argentina,AR,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,0,703,False,False,False,False,0,37310,20.0,100,Ended,finished,Deportivo Riestra,deportivo-riestra,Dep. Riestra,Football,football,1,0,RIE,,0,189723,AR,Argentina,[],#52b030,#52b030,#ffffff,Estudiantes de Buenos Aires,estudiantes-de-buenos-aires,Estudiantes B.A.,Football,football,1,0,EST,,0,93107,AR,Argentina,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,6.0,1688414765.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688414768,,,,,,,,,,,,,,,2.05,3.1,4.0
ZAwsvRNb,3,True,,,,False,10997199,1688425200,club-atletico-atlanta-deportivo-madryn,False,"Primera Nacional, Group B",primera-nacional-group-b,Argentina,argentina,Football,football,1,48,argentina,AR,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,0,703,False,False,False,False,0,37310,20.0,100,Ended,finished,Club Atlético Atlanta,club-atletico-atlanta,Atlanta,Football,football,1,0,CAA,,0,53799,AR,Argentina,[],#52b030,#52b030,#ffffff,Deportivo Madryn,deportivo-madryn,Deportivo Madryn,Football,football,1,0,DMA,,0,222120,AR,Argentina,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,1688432586.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688432588,,,,,,,,,,,,,,,2.2,2.88,3.8
DWbsthc,2,True,,,,False,11398069,1688479200,kuwait-india,False,"SAFF Championship, Knockout stage",saff-championship-knockout-stage,Asia,asia,Football,football,1,1467,asia,,SAFF Championship,saff-championship,Asia,asia,Football,football,1,1467,asia,,0,2354,False,False,False,False,0,50183,29.0,120,AP,finished,Kuwait,kuwait,Kuwait,Football,football,1,0,KUW,False,0,5368,KW,Kuwait,[],#52b030,#52b030,#ffffff,India,india,India,Football,football,1,0,IND,False,0,4828,IN,India,[],#52b030,#52b030,#ffffff,5.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,1.0,,,1688487600.0,"['status.code', 'status.description', 'status.type']",1688489521,,,2.0,Final,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,,2.5,2.88,2.9
lPsZnQb,1,False,,,,False,11114172,1688425200,aa-altos-nautico,False,Brasileiro Serie C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,0,1281,False,False,False,False,0,27213,11.0,100,Ended,finished,Náutico,nautico,Náutico,Football,football,1,0,NAU,False,0,2011,BR,Brazil,[],#52b030,#52b030,#ffffff,AA Altos,aa-altos,Altos,Football,football,1,0,ALT,,0,228199,BR,Brazil,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1688432113.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688432118,,,,,,,,,,,,,,,1.62,3.6,4.5
yPsEhRd,1,False,,,,False,11328354,1688425200,sao-jose-america-rn,False,Brasileiro Serie C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,0,1281,False,False,False,False,0,27213,11.0,100,Ended,finished,São José,sao-jose,São José,Football,football,1,0,SAJ,,0,480379,BR,Brazil,[],#52b030,#52b030,#ffffff,América-RN,america-rn,América-RN,Football,football,1,0,ARN,False,0,2023,BR,Brazil,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1688432155.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688432158,,,,,,,,,,,,,,,1.95,3.1,3.75
fOsBtc,3,True,True,True,1.0,False,11335833,1688515200,gremio-bahia,False,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,BR,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,BR,0,373,False,False,False,False,0,283,27.0,100,Ended,finished,Bahia,bahia,Bahia,Football,football,1,0,BAH,False,0,1955,BR,Brazil,[],#52b030,#52b030,#ffffff,Grêmio,gremio,Grêmio,Football,football,1,0,GPA,False,0,5926,BR,Brazil,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.0,1688522343.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688522345,,,,Quarterfinal,4.0,,,,,,,,,,2.9,3.2,2.5
mnbsnnb,2,False,True,True,1.0,False,11389926,1688425200,ohiggins-audax-italiano,False,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,CL,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,CL,0,1221,False,False,False,False,0,9133,3.0,100,Ended,finished,Audax Italiano,audax-italiano,Audax Italiano,Football,football,1,0,AUD,False,0,3162,CL,Chile,[],#52b030,#52b030,#ffffff,O'Higgins,ohiggins,O'Higgins,Football,football,1,0,OHF,,0,3163,CL,Chile,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,4.0,7.0,1688429059.0,"['status.code', 'status.description', 'status.type']",1688432205,,,,Round 3,,,,,,,,,,,2.1,3.25,3.25
enbsVtMd,1,False,False,,4.0,False,11391197,1688500800,comunal-cabrero-rangers-de-talca,False,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,CL,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,CL,0,1221,False,False,False,False,0,9133,2.0,100,Ended,finished,Rangers de Talca,rangers-de-talca,Rangers Talca,Football,football,1,0,RAN,,0,3154,CL,Chile,[],#52b030,#52b030,#ffffff,Comunal Cabrero,comunal-cabrero,Comunal Cabrero,Football,football,1,0,COM,,0,468445,CL,Chile,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1688507870.0,"['time.injuryTime1', 'time.injuryTime2']",1688507886,,,1.0,Round 2,,,,,,,,,,,1.2,6.0,12.0
fnbsRou,1,True,True,True,1.0,False,11389832,1688511600,union-la-calera-colo-colo,False,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,CL,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,CL,0,1221,False,False,False,False,0,9133,2.0,100,Ended,finished,Colo Colo,colo-colo,Colo-Colo,Football,football,1,0,CC,False,0,3155,CL,Chile,[],#52b030,#52b030,#ffffff,Unión La Calera,union-la-calera,Unión La Calera,Football,football,1,0,ULC,False,0,48242,CL,Chile,[],#52b030,#52b030,#ffffff,6.0,6.0,4.0,2.0,6.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1688515877.0,"['status.code', 'status.description', 'status.type']",1688518722,1.0,,,Round 2,,,,,,,,,,,1.45,3.75,7.0
cavbsBHgc,2,True,True,True,1.0,False,11379741,1688405400,national-bank-of-egypt-pyramids-fc,False,Egypt Cup,egypt-cup,Egypt,egypt,Football,football,1,305,egypt,EG,Egypt Cup,egypt-cup,Egypt,egypt,Football,football,1,305,egypt,EG,0,2305,False,False,False,False,0,4480,27.0,100,Ended,finished,National Bank of Egypt,national-bank-of-egypt,National Bank,Football,football,1,0,NBE,False,0,266626,EG,Egypt,[],#52b030,#52b030,#ffffff,Pyramids FC,pyramids-fc,Pyramids,Football,football,1,0,PYR,False,0,175002,EG,Egypt,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1688409588.0,"['status.code', 'status.description', 'status.type']",1688412419,,1.0,,Quarterfinal,4.0,,,,,,,,,,4.75,3.3,1.7
owrschAb,1,True,True,True,1.0,False,11378089,1688482800,enppi-nogoom-fc,False,Egypt Cup,egypt-cup,Egypt,egypt,Football,football,1,305,egypt,EG,Egypt Cup,egypt-cup,Egypt,egypt,Football,football,1,305,egypt,EG,0,2305,False,False,False,False,0,4480,27.0,100,Ended,finished,ENPPI,enppi,ENPPI,Football,football,1,0,ENP,False,0,43564,EG,Egypt,[],#52b030,#52b030,#ffffff,Nogoom FC,nogoom-fc,Nogoom FC,Football,football,1,0,NOG,,0,187852,EG,Egypt,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,1688486827.0,"['status.code', 'status.description', 'status.type']",1688489829,,,,Quarterfinal,4.0,,,,,,,,,,1.33,4.0,9.0
pXqstXq,1,True,True,True,1.0,False,11378091,1688491800,zamalek-sc-al-mokawloon,False,Egypt Cup,egypt-cup,Egypt,egypt,Football,football,1,305,egypt,EG,Egypt Cup,egypt-cup,Egypt,egypt,Football,football,1,305,egypt,EG,0,2305,False,False,False,False,0,4480,27.0,100,Ended,finished,Zamalek SC,zamalek-sc,Zamalek,Football,football,1,0,ZAM,False,0,42368,EG,Egypt,[],#52b030,#52b030,#ffffff,Al-Mokawloon,al-mokawloon,Al-Mokawloon,Football,football,1,0,MOK,,0,42365,EG,Egypt,[],#52b030,#52b030,#ffffff,6.0,6.0,3.0,3.0,6.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1688496186.0,"['status.code', 'status.description', 'status.type']",1688499068,,,,Quarterfinal,4.0,,,,,,,,,,1.8,3.1,4.2
YajsZaj,2,False,True,True,1.0,False,11258750,1688400000,portugal-u19-poland-u19,False,"U19 European Championship, Group A",u19-european-championship-group-a,Europe,europe,Football,football,1,1465,europe,,U19 European Championship,u19-european-championship,Europe,europe,Football,football,1,1465,europe,,0,258,True,False,False,False,0,4600,1.0,100,Ended,finished,Poland U19,poland-u19,Poland,Football,football,1,0,POL,False,0,22548,PL,Poland,[],#52b030,#52b030,#ffffff,Portugal U19,portugal-u19,Portugal,Football,football,1,0,POR,False,0,22549,PT,Portugal,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,1688404227.0,"['status.code', 'status.description', 'status.type']",1688407299,,,,,,,,,,,,,,,5.75,3.8,1.5
xajsNaj,2,True,True,True,1.0,False,11258751,1688410800,malta-u19-italy-u19,False,"U19 European Championship, Group A",u19-european-championship-group-a,Europe,europe,Football,football,1,1465,europe,,U19 European Championship,u19-european-championship,Europe,europe,Football,football,1,1465,europe,,0,258,True,False,False,False,0,4600,1.0,100,Ended,finished,Malta U19,malta-u19,Malta,Football,football,1,0,MLT,False,0,22538,MT,Malta,[],#52b030,#52b030,#ffffff,Italy U19,italy-u19,Italy,Football,football,1,0,ITA,False,0,22522,IT,Italy,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,4.0,1.0,4.0,1688429728.0,['time.currentPeriodStart'],1688434350,,1.0,,,,,,,,,,,,,29.0,13.0,1.05
najsVaj,1,False,True,True,1.0,False,11258752,1688486400,norway-u19-greece-u19,False,"U19 European Championship, Group B",u19-european-championship-group-b,Europe,europe,Football,football,1,1465,europe,,U19 European Championship,u19-european-championship,Europe,europe,Football,football,1,1465,europe,,0,258,True,False,False,False,0,4602,1.0,100,Ended,finished,Norway U19,norway-u19,Norway,Football,football,1,0,NOR,False,0,22545,NO,Norway,[],#52b030,#52b030,#ffffff,Greece U19,greece-u19,Greece,Football,football,1,0,GRE,False,0,22513,GR,Greece,[],#52b030,#52b030,#ffffff,5.0,5.0,5.0,0.0,5.0,4.0,4.0,0.0,4.0,4.0,2.0,4.0,1688490529.0,"['status.code', 'status.description', 'status.type', 'awayScore.period2', 'awayScore.normaltime']",1688493551,,,,,,,,,,,,,,,2.15,3.25,3.1
qajskbj,2,False,True,True,1.0,False,11258753,1688498100,spain-u19-iceland-u19,False,"U19 European Championship, Group B",u19-european-championship-group-b,Europe,europe,Football,football,1,1465,europe,,U19 European Championship,u19-european-championship,Europe,europe,Football,football,1,1465,europe,,0,258,True,False,False,False,0,4602,1.0,100,Ended,finished,Iceland U19,iceland-u19,Iceland,Football,football,1,0,ISL,False,0,22516,IS,Iceland,[],#52b030,#52b030,#ffffff,Spain U19,spain-u19,Spain,Football,football,1,0,ESP,False,0,22560,ES,Spain,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1688504970.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688504972,,1.0,,,,,,,,,,,,,9.0,6.0,1.22
YVcsiYK,1,False,,,,False,11030120,1688484600,sjk-akatemia-jjk-jyvaskyla,False,Ykkonen,ykkonen,Finland,finland,Football,football,1,19,finland,FI,Ykkönen,ykkonen,Finland,finland,Football,football,1,19,finland,FI,0,55,False,False,False,False,0,527,1.0,100,Ended,finished,SJK Akatemia,sjk-akatemia,SJK Akatemia,Football,football,1,0,AKA,False,0,89908,FI,Finland,[],#52b030,#52b030,#ffffff,JJK Jyväskylä,jjk-jyvaskyla,JJK,Football,football,1,0,JYV,False,0,7298,FI,Finland,[],#52b030,#52b030,#ffffff,3.0,3.0,3.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1688491186.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688491190,,,,,,,,,,,,,,,1.45,4.5,5.25
wOAbsrrNb,1,False,,,,False,11382978,1688385600,bhayangkara-presisi-indonesia-fc-psis-semarang,False,Liga 1,liga-1,Indonesia,indonesia,Football,football,1,368,indonesia,ID,Liga 1,liga-1,Indonesia,indonesia,Football,football,1,368,indonesia,ID,0,1015,False,False,False,False,0,4113,1.0,100,Ended,finished,PSIS Semarang,psis-semarang,PSIS Semarang,Football,football,1,0,SEM,False,0,189471,ID,Indonesia,[],#52b030,#52b030,#ffffff,Bhayangkara Presisi Indonesia FC,bhayangkara-presisi-indonesia-fc,Bhayangkara FC,Football,football,1,0,BHA,False,0,220867,ID,Indonesia,[],#52b030,#52b030,#ffffff,3.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1688392596.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688392599,,,,,,,,,,,,,,,2.7,3.3,2.3
VKAsoreb,3,True,,,,False,11382975,1688385600,persija-jakarta-psm-makassar,False,Liga 1,liga-1,Indonesia,indonesia,Football,football,1,368,indonesia,ID,Liga 1,liga-1,Indonesia,indonesia,Football,football,1,368,indonesia,ID,0,1015,False,False,False,False,0,4113,1.0,100,Ended,finished,Persija Jakarta,persija-jakarta,Persija,Football,football,1,0,PEJ,False,0,64295,ID,Indonesia,[],#52b030,#52b030,#ffffff,PSM Makassar,psm-makassar,PSM,Football,football,1,0,MAK,False,0,135864,ID,Indonesia,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,1688392559.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688392563,,,,,,,,,,,,,,,2.0,3.25,3.25
JFnsavX,2,False,,,,False,11020774,1688551200,fagiano-okayama-fujieda-myfc,False,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,JP,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,JP,0,402,False,False,False,False,0,3034,24.0,100,Ended,finished,Fagiano Okayama,fagiano-okayama,Okayama,Football,football,1,0,FAG,,0,34034,JP,Japan,[],#52b030,#52b030,#ffffff,Fujieda MYFC,fujieda-myfc,Fujieda,Football,football,1,0,FJD,,0,118500,JP,Japan,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,,,3.0,3.0,1.0,,,2.0,6.0,1688558193.0,"['status.code', 'status.description', 'status.type', 'time.currentPeriodStart']",1688558195,1.0,,,,,,,,,,,,,,2.25,3.4,3.2
jvksZMcc,1,False,,,,False,11020782,1688551200,tochigi-sc-iwaki-fc,False,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,JP,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,JP,0,402,False,False,False,False,0,3034,24.0,100,Ended,finished,Iwaki FC,iwaki-fc,Iwaki,Football,football,1,0,IWA,,0,256899,JP,Japan,[],#52b030,#52b030,#ffffff,Tochigi SC,tochigi-sc,Tochigi,Football,football,1,0,TOC,,0,26009,JP,Japan,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1688555160.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1688558301,,,,,,,,,,,,,,,2.38,2.9,3.4
HmbsNmp,1,False,,,,False,11020777,1688551200,zweigen-kanazawa-jubilo-iwata,False,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,JP,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,JP,0,402,False,False,False,False,0,3034,24.0,100,Ended,finished,Jubilo Iwata,jubilo-iwata,Jubilo Iwata,Football,football,1,0,JUB,False,0,3132,JP,Japan,[],#52b030,#52b030,#ffffff,Zweigen Kanazawa,zweigen-kanazawa,Zweigen Kanazawa,Football,football,1,0,ZWE,,0,38138,JP,Japan,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1688558015.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688558018,,,,,,,,,,,,,,,1.73,3.8,4.75
bNishNi,1,False,,,,False,11020781,1688551200,tokushima-vortis-mito-hollyhock,False,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,JP,J2 League,j2-league,Japan,japan,Football,football,1,52,japan,JP,0,402,False,False,False,False,0,3034,24.0,100,Ended,finished,Mito Hollyhock,mito-hollyhock,Mito Hollyhock,Football,football,1,0,MIT,,0,21901,JP,Japan,[],#52b030,#52b030,#ffffff,Tokushima Vortis,tokushima-vortis,Tokushima V,Football,football,1,0,VOR,,0,21907,JP,Japan,[],#52b030,#52b030,#ffffff,3.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,,,1688555160.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1688558106,,,,,,,,,,,,,,,2.15,3.2,3.6
