Home_value,Home_label,Home_player_name,Home_player_firstName,Home_player_lastName,Home_player_slug,Home_player_shortName,Home_player_position,Home_player_userCount,Home_player_id,Home_player_marketValueCurrency,Home_player_dateOfBirthTimestamp,Away_value,Away_label,Away_player_name,Away_player_firstName,Away_player_lastName,Away_player_slug,Away_player_shortName,Away_player_position,Away_player_userCount,Away_player_id,Away_player_marketValueCurrency,Away_player_dateOfBirthTimestamp
9.0,rating,Federico Valverde,,,federico-valverde,F. Valverde,M,38049,831808,EUR,901065600,7.2,rating,Luka Romero,Luka Romero,,luka-romero,L. Romero,M,5166,1032022,EUR,1100736000
