0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171
1.43,48,7,4,3,0,2,2,16,4,18,34,8,3,2,1,1,7,0,2,435,355,48,20,63,127,51,13,10,5,24,50,5,2,3,0,1,1,1,13,17,4,2,1,5,0,2,235,196,49,29,70,59,32,7,5,1,10,46,2,2,0,0,1,1,3,5,17,4,1,0,0,2,0,0,200,159,48,0,50,68,19,6,5,4,14,0.57,52,15,2,10,3,4,2,19,1,15,20,10,0,0,0,0,3,12,2,466,396,51,21,75,117,44,13,11,17,14,50,9,2,6,1,1,0,1,5,9,9,0,0,2,7,1,240,208,52,0,50,53,17,7,4,8,7,54,6,0,4,2,3,2,0,10,11,1,0,0,0,1,5,1,226,188,50,36,83,64,27,6,7,9,7
