Home_Ball possession,Away_Ball possession,Home_Total shots,Away_Total shots,Home_Shots on target,Away_Shots on target,Home_Corner kicks,Away_Corner kicks,Home_Fouls,Away_Fouls,Home_Yellow cards,Away_Yellow cards,Home_Red cards,Away_Red cards,Home_Free kicks,Away_Free kicks,Home_Throw-ins,Away_Throw-ins,Home_Goalkeeper saves,Away_Goalkeeper saves
80,29,9,15,9,0,0,8,17,1,20,1,1,5,8,1,1,9,9,5
