0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161
0.91,58,16,2,8,6,7,1,8,1,12,36,7,1,1,7,9,2,463,366,47,29,22,163,36,6,16,8,20,59,9,2,5,2,2,1,1,6,17,5,4,5,1,216,172,42,30,17,82,19,4,8,4,14,57,7,0,3,4,5,0,0,6,19,2,0,0,3,4,1,247,194,53,29,33,81,17,2,8,4,6,0.86,42,9,3,2,4,9,2,12,4,8,24,9,0,0,6,3,2,332,235,29,6,82,154,51,13,21,14,27,41,5,1,2,2,6,0,2,3,14,6,4,1,2,146,90,26,8,100,87,28,8,14,4,12,43,4,2,0,2,3,2,2,5,10,3,0,0,2,2,0,186,145,31,0,75,67,23,5,7,10,15
