Home_Ball possession,Away_Ball possession,Home_Total shots,Away_Total shots,Home_Shots on target,Away_Shots on target,Home_Shots off target,Away_Shots off target,Home_Corner kicks,Away_Corner kicks,Home_Fouls,Away_Fouls,Home_Yellow cards,Away_Yellow cards,Home_Red cards,Away_Red cards,Home_Free kicks,Away_Free kicks,Home_Throw-ins,Away_Throw-ins,Home_Goal kicks,Away_Goal kicks,Home_Goalkeeper saves,Away_Goalkeeper saves
67,7,2,5,5,5,2,0,9,7,4,1,33,6,3,3,3,8,3,1,5,10,13,1
