id,away_Accurate passes,away_Aerials won,away_Ball possession,away_Big chances,away_Big chances missed,away_Blocked shots,away_Clearances,away_Corner kicks,away_Counter attack shots,away_Counter attacks,away_Crosses,away_Dribbles,away_Duels won,away_Fouls,away_Free kicks,away_Goal kicks,away_Goalkeeper saves,away_Hit woodwork,away_Interceptions,away_Long balls,away_Offsides,away_Passes,away_Possession lost,away_Shots inside box,away_Shots off target,away_Shots on target,away_Shots outside box,away_Tackles,away_Throw-ins,away_Total shots,away_Yellow cards,home_Accurate passes,home_Aerials won,home_Ball possession,home_Big chances,home_Big chances missed,home_Blocked shots,home_Clearances,home_Corner kicks,home_Counter attack shots,home_Counter attacks,home_Crosses,home_Dribbles,home_Duels won,home_Fouls,home_Free kicks,home_Goal kicks,home_Goalkeeper saves,home_Hit woodwork,home_Interceptions,home_Long balls,home_Offsides,home_Passes,home_Possession lost,home_Shots inside box,home_Shots off target,home_Shots on target,home_Shots outside box,home_Tackles,home_Throw-ins,home_Total shots,home_Yellow cards
10833986,209 (59%),24,50%,1,1,4,25,2,1,1,5/15 (33%),11/27 (41%),64,15,5,11,1,1,14,21/71 (30%),2,353,210,9,7,2,4,24,35,13,1,228 (64%),21,50%,2,1,4,19,8,0,0,3/18 (17%),8/17 (47%),73,5,13,11,2,1,10,22/74 (30%),3,355,212,9,6,2,3,32,32,12,0
